Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
138,John Wall,PG,HOU,"Rest, Injury Management, Knee, Ankle, Abdominal",24,"4110/22-10/22, 10/31-11/1, 11/7-11/8, 11/14-11/14, 11/29-11/29, 12/7-12/7, 12/14-12/14, 12/23-12/25, 12/27-12/27, 1/5-1/5, 1/15-2/10","$1,526,676"
139,Chris Duarte,SF,IND,Ankle,34,"6711/7-12/17, 2/5-2/7, 3/16-3/24, 3/27-4/9","$1,515,942"
140,Dewayne Dedmon,C,MIA,"Foot, Hip",19,"6410/27-10/31, 11/18-11/19, 11/30-12/1, 12/6-12/7, 12/15-12/16, 12/23-1/3, 1/12-2/9, 2/23-3/4","$1,506,584"
141,Alex Caruso,SG,CHI,"Back, Concussion, Ankle, Foot, Illness, Injury Management",15,"2912/11-12/13, 12/23-12/29, 1/6-1/8, 2/4-2/6, 2/13-2/14, 2/16-2/17, 3/15-3/16, 3/20-3/23, 3/27-3/28, 4/5-4/5","$1,505,013"
142,Bobby Portis,PF,MIL,Knee,11,241/25-2/17,"$1,495,632"
143,James Wiseman,C,GSW,Ankle,11,2712/30-1/25,"$1,490,184"
144,Chuma Okeke,PF,ORL,Knee,36,7511/25-2/7,"$1,479,900"
145,Jeremy Sochan,PF,SAS,"Illness, Quad, Back, Knee, Injury Management",26,"5010/30-11/1, 11/30-12/11, 1/26-1/27, 2/3-2/10, 2/23-2/24, 3/5-3/9, 3/12-3/13, 3/15-3/15, 3/19-3/21, 3/24-3/24, 3/26-3/26, 3/29-3/29, 3/31-4/9","$1,455,050"
146,Dejounte Murray,PG,ATL,"Ankle, Illness",8,"1512/9-12/18, 3/21-3/24, 4/9-4/9","$1,428,540"
147,Darius Garland,PG,CLE,"Eye, Knee, Thumb, Quad, Hip",13,"2710/22-11/1, 11/4-11/5, 12/31-1/5, 2/8-2/9, 3/10-3/11, 4/6-4/9","$1,384,263"
148,Julius Randle,PF,NYK,Ankle,5,103/31-4/9,"$1,365,520"
149,Omer Yurtseven,C,MIA,Ankle,62,13410/19-3/1,"$1,349,782"
150,Nassir Little,SF,POR,"Hip, Illness, Concussion, Ankle",27,"5512/3-1/14, 3/17-3/18, 3/22-3/23, 4/2-4/9","$1,318,570"
151,Lonnie Walker IV,SG,LAL,"Illness, Foot, Tailbone, Knee",17,"3511/7-11/10, 11/30-12/1, 12/30-1/24, 1/25-1/27","$1,303,260"
152,Zach LaVine,SG,CHI,"Knee, Injury Management, Rest",5,"610/19-10/21, 10/28-10/28, 11/6-11/6, 4/7-4/7","$1,279,188"
153,Paolo Banchero,PF,ORL,"Ankle, Back",10,"2011/9-11/24, 4/6-4/9","$1,270,700"
154,Kyle Anderson,PF,MIN,"Back, Illness",13,"2510/23-10/29, 11/21-11/22, 12/19-12/29, 1/11-1/12, 2/7-2/9","$1,261,575"
155,R.J. Barrett,SG,NYK,"Finger, Illness",9,"2012/29-1/10, 2/5-2/6, 4/2-4/6","$1,252,940"
156,Brandon Clarke,PF,MEM,"Hip, Achilles",26,"491/1-1/13, 3/4-4/9","$1,223,285"
157,Nikola Jovic,SF,MIA,"Nose, Foot, Undisclosed, Back",42,"9511/4-11/7, 11/30-12/5, 12/8-12/10, 12/31-3/6, 3/25-4/9","$1,222,935"
158,Tyrese Haliburton,PG,IND,"Groin, Elbow, Calf, Knee, Injury Management, Ankle",26,"5012/4-12/6, 1/13-2/1, 3/2-3/4, 3/11-3/23, 3/27-3/27, 3/29-3/29, 3/31-4/9","$1,211,250"
159,Dyson Daniels,PG,NOP,"Ankle, Illness",15,"3810/28-11/1, 12/26-12/27, 1/25-2/24","$1,203,042"
160,Jakob Poeltl,C,SAS,"Knee, Undisclosed",9,"2211/20-11/22, 11/30-12/16, 1/7-1/8","$1,188,264"
161,Isaiah Stewart,C,DET,"Toe, Shoulder, Hip",31,"6011/17-11/28, 1/11-1/14, 1/23-1/25, 2/27-4/9","$1,183,920"
162,Rui Hachimura,PF,WAS,Ankle,16,3211/20-12/21,"$1,151,840"
163,Hamidou Diallo,SG,DET,"Illness, Ankle",18,"371/30-2/2, 3/7-4/9","$1,105,745"
164,Kevin Huerter,SG,SAC,"Ankle, Illness, Hamstring, Knee, Injury Management",7,"1312/14-12/15, 1/11-1/14, 3/18-3/19, 3/20-3/23, 4/7-4/7","$1,084,005"
165,Jeff Green,PF,DEN,"Knee, Hand, Face",22,"4111/22-12/5, 12/25-1/19, 4/9-4/9","$1,060,342"
166,Javonte Green,SG,CHI,Knee,46,"10012/4-12/10, 12/18-12/27, 1/2-3/19, 3/24-3/28, 4/4-4/5","$1,043,500"
167,Kira Lewis Jr.,PG,NOP,Knee,20,4310/19-11/30,"$989,559"
168,Kentavious Caldwell-Pope,SG,DEN,"Ankle, Wrist, Illness",6,"1210/28-10/29, 1/25-1/27, 2/5-2/6, 3/31-4/1, 4/6-4/7, 4/9-4/9","$965,844"
169,Kevin Porter Jr.,PG,HOU,"Back, Foot, Thigh, Knee",23,"5211/18-11/19, 1/13-2/28, 3/9-3/10, 4/9-4/9","$961,584"
170,Tyler Herro,SG,MIA,"Ankle, Back, Achilles, Knee, Quad",15,"2911/7-11/22, 1/6-1/7, 1/10-1/15, 2/13-2/15, 4/7-4/8","$953,694"
171,Ousmane Dieng,SF,OKC,Wrist,17,3612/16-1/20,"$945,468"
172,Mark Williams,C,CHA,"Ankle, Thumb",20,"4411/16-11/23, 12/3-12/23, 3/11-3/23, 4/4-4/6","$941,204"
173,Udonis Haslem,PF,MIA,"Personal, Achilles",24,"5611/7-11/12, 11/16-11/23, 12/17-1/18, 1/20-1/24, 2/10-2/13","$935,200"
174,Jordan McLaughlin,PG,MIN,"Heel, Calf, Illness",38,"7510/28-10/31, 11/23-12/2, 12/10-2/4, 3/22-3/25","$931,050"
175,Precious Achiuwa,PF,TOR,"Ankle, Hamstring",26,"5611/11-1/1, 3/22-3/25","$914,088"
176,Obi Toppin,PF,NYK,Knee,14,2912/9-1/6,"$891,373"
177,T.J. Warren,SF,BKN,"Knee, Injury Management, Shin, Illness",31,"5910/19-12/1, 12/10-12/11, 1/28-2/5, 4/6-4/9","$891,313"
178,Grayson Allen,SG,MIL,"Ankle, Foot",9,"1711/16-11/17, 12/5-12/6, 1/12-1/13, 3/14-3/18, 4/4-4/9","$830,467"
179,Patrick Beverley,PG,LAL,"Illness, Knee, Calf, Hip, Rest",7,"1211/7-11/8, 12/7-12/8, 12/18-12/18, 1/12-1/15, 1/31-2/1, 4/7-4/7","$826,450"
180,Jonathan Kuminga,PF,GSW,"Illness, Foot, Ankle",12,"2511/16-11/17, 1/2-1/19, 3/9-3/14","$824,700"
181,Cole Anthony,PG,ORL,"Illness, Oblique, Wrist",19,"3810/19-10/20, 10/28-11/29, 2/13-2/15","$789,184"
182,Jalen Duren,C,DET,"Ankle, Neck",15,"3310/31-11/6, 1/8-1/18, 2/25-3/8, 3/21-3/23","$782,199"
183,Caleb Martin,SF,MIA,"Ankle, Quad, Knee",10,"2112/17-12/22, 12/30-1/1, 1/6-1/15, 3/11-3/12","$781,956"
184,Richaun Holmes,C,SAC,Illness,5,"1211/17-11/20, 3/3-3/6, 3/15-3/18","$773,472"
185,Cory Joseph,PG,DET,"Hip, Personal, Knee, Back, Illness",9,"2611/14-11/17, 1/13-1/15, 1/19-1/22, 1/26-2/6, 3/24-3/26","$770,342"
186,Ivica Zubac,C,LAC,"Knee, Calf, Foot",6,"1312/15-12/20, 2/24-2/27, 3/2-3/4","$756,353"
187,Serge Ibaka,C,MIL,"Illness, Personal",21,"4511/27-12/7, 12/15-12/16, 1/9-2/9","$751,500"
188,Blake Wesley,SG,SAS,Knee,25,5411/2-12/25,"$740,340"
189,Keon Johnson,SG,POR,"Hip, Illness, Ankle, Finger",24,"4811/9-12/7, 12/30-1/1, 2/6-2/9, 3/29-4/9","$739,584"
190,Zeke Nnaji,PF,DEN,"Ankle, Shoulder, Knee",21,"4911/5-11/10, 2/7-3/18, 4/2-4/5","$737,205"
191,Josh Green,SG,DAL,"Elbow, Rest",22,"4112/10-1/17, 4/7-4/7, 4/9-4/9","$730,087"
192,Coby White,PG,CHI,Quad,8,1711/1-11/17,"$724,353"
193,Evan Fournier,SG,NYK,"Personal, Illness",3,"71/24-1/28, 2/24-2/25","$724,136"
194,Dennis Smith Jr.,PG,CHA,"Ankle, Toe",28,"5911/12-11/19, 11/25-1/1, 3/28-4/9","$723,340"
195,Will Barton,SG,WAS,"Foot, Back, Illness, Ankle",7,"1712/9-12/11, 12/23-12/27, 3/8-3/9, 3/28-4/3","$721,865"
196,Dean Wade,PF,CLE,"Knee, Shoulder, Illness",32,"6511/11-11/22, 12/4-1/20, 3/26-3/30","$721,240"
197,Tyrese Maxey,PG,PHI,"Foot, Injury Management, Neck",22,"4611/19-12/29, 12/31-12/31, 4/6-4/9","$720,912"
198,Robert Covington,PF,LAC,"Illness, Personal",6,"1010/30-11/5, 1/28-1/30","$707,340"
199,Royce O'Neale,SF,BKN,"Personal, Illness, Knee",6,"1312/10-12/15, 1/2-1/3, 3/9-3/9, 3/26-3/28, 4/9-4/9","$687,362"
200,Goran Dragic,PG,CHI,"Back, Ankle, Rest, Illness, Knee",19,"4111/23-11/24, 12/21-12/22, 12/31-12/31, 1/23-1/26, 2/15-2/28, 3/7-3/13, 3/15-3/26","$684,700"
201,Jake LaRavia,PF,MEM,"Illness, Foot, Ankle, Back, Calf",19,"3810/29-11/2, 11/30-12/11, 1/9-1/11, 3/5-3/11, 3/13-3/17, 4/4-4/9","$665,570"
202,Devonte' Graham,PG,SAS,"Quad, Adductor",6,"103/17-3/20, 3/22-3/23, 4/6-4/9","$663,790"
203,P.J. Tucker,PF,PHI,"Injury Management, Illness, Back, Ankle, Calf",7,"1112/31-12/31, 1/8-1/9, 3/6-3/6, 3/18-3/21, 4/7-4/9","$663,157"
204,Chris Boucher,PF,TOR,"Hamstring, Illness",4,"910/19-10/23, 11/19-11/22","$656,379"
205,Keldon Johnson,SG,SAS,"Calf, Ankle, Back, Hamstring, Foot, Neck",18,"2911/2-11/3, 11/17-11/18, 12/22-12/22, 1/7-1/10, 2/10-2/10, 3/2-3/4, 3/12-3/14, 3/21-3/23, 3/26-3/30, 4/2-4/5, 4/8-4/9","$645,511"
206,Desmond Bane,SG,MEM,"Ankle, Toe, Injury Management, Knee, Foot",24,"5210/31-11/1, 11/13-12/22, 1/1-1/1, 1/5-1/5, 1/27-1/31, 3/29-3/30, 4/9-4/9","$636,636"
207,Bruno Fernando,C,HOU,"Knee, Illness",17,"3910/22-11/24, 11/26-11/27, 12/8-12/10","$609,063"
208,PJ Washington,PF,CHA,"Personal, Foot",9,"1812/16-12/17, 2/25-3/4, 4/2-4/9","$600,876"
209,Ishmael Smith,PG,DEN,Calf,11,2211/3-11/24,"$597,410"
210,Jalen Green,SG,HOU,"Calf, Groin",5,"111/28-2/3, 2/24-2/27","$596,893"
211,Reggie Jackson,PG,LAC,"Rest, Achilles, Oblique",5,"1212/10-12/10, 12/15-12/20, 1/29-1/30, 3/14-3/16","$595,941"
212,Jonas Valanciunas,C,NOP,"Knee, Calf",3,"72/5-2/6, 3/1-3/5","$591,381"
213,Dillon Brooks,SF,MEM,"Thigh, Ankle, Hip, Groin",6,"910/19-10/23, 1/14-1/15, 4/4-4/4, 4/9-4/9","$589,653"
214,Kenrich Williams,PF,OKC,"Knee, Wrist",27,"5112/5-12/16, 3/1-4/9","$586,194"
215,Jaden Ivey,SG,DET,"Illness, Knee, Personal, Health Protocols",8,"1410/26-10/27, 11/25-11/30, 2/27-2/28, 3/11-3/15","$583,506"
216,Cam Reddish,SF,NYK,"Groin, Back",9,"1711/20-11/26, 3/31-4/9","$581,757"
217,Jeremiah Robinson-Earl,PF,OKC,Ankle,23,5012/14-2/1,"$574,700"
218,Donte DiVincenzo,SG,GSW,"Hamstring, Illness",10,"2210/25-11/10, 12/20-12/24","$568,964"
219,Nicolas Batum,SF,LAC,"Ankle, Back",4,"912/31-1/1, 1/5-1/7, 2/10-2/13","$560,862"
220,T.J. McConnell,PG,IND,"Knee, Illness, Back, Hip",7,"1210/29-10/30, 12/4-12/6, 3/11-3/15, 4/7-4/9","$558,624"
221,Dennis Schröder,PG,LAL,"Thumb, Personal, Neck, Achilles",16,"3610/18-11/17, 12/2-12/3, 4/7-4/8, 4/9-4/9","$546,552"
222,Furkan Korkmaz,SG,PHI,"Knee, Illness, Shoulder, Personal",7,"1911/13-11/21, 12/16-12/20, 1/25-1/28, 2/15-2/15","$545,984"
223,Domantas Sabonis,PF,SAC,"Thumb, Illness, Ankle",3,"512/27-12/27, 1/18-1/19, 4/7-4/8","$531,610"
224,Talen Horton-Tucker,SG,UTA,Ankle,5,"91/8-1/12, 4/6-4/9","$530,694"
225,Isaiah Livers,SF,DET,"Hip, Shoulder, Ankle",30,"5910/19-10/21, 12/4-1/10, 3/1-3/3, 3/14-3/23, 4/5-4/9","$530,174"
226,Isaac Okoro,SG,CLE,Knee,6,133/28-4/9,"$526,045"
227,Austin Rivers,SG,MIN,"Hip, Illness, Knee, Neck, Back",15,"3110/24-10/27, 11/9-11/11, 1/18-1/20, 3/4-3/6, 3/10-3/16, 3/29-4/9","$517,700"
228,Wesley Matthews,SG,MIL,"Hamstring, Health Protocols, Calf",16,"3011/16-11/22, 12/7-12/12, 2/24-3/13","$501,000"
229,Anthony Edwards,SG,MIN,Ankle,3,83/18-3/25,"$493,488"
230,Malik Monk,SG,SAC,"Leg, Ankle",4,"91/7-1/8, 2/11-2/15, 4/7-4/8","$489,942"
231,Scottie Barnes,PF,TOR,"Ankle, Knee, Wrist",5,"1110/24-10/25, 11/23-11/27, 3/22-3/25","$483,274"
232,Brook Lopez,C,MIL,"Rest, Ankle",4,"612/5-12/5, 3/16-3/18, 4/7-4/7, 4/9-4/9","$479,550"
233,Buddy Hield,SG,IND,Illness,2,43/27-3/30,"$471,788"
234,JaVale McGee,C,PHX,"Rest, Neck, Illness, Ankle",8,"1510/29-10/29, 11/15-11/17, 12/31-1/4, 3/7-3/13","$470,790"
235,JaMychal Green,PF,GSW,"Illness, Leg",14,"3112/20-1/18, 1/19-1/19","$468,317"
236,Aaron Nesmith,SF,IND,"Foot, Ankle, Illness, Hip",9,"2110/29-11/8, 12/23-12/25, 1/11-1/13, 3/5-3/8","$459,144"
237,KZ Okpala,SF,SAC,Knee,4,422/11-3/25,"$459,144"
238,Josh Hart,SG,POR,"Ankle, Hamstring",3,"611/30-12/3, 1/28-1/29","$446,898"
239,Josh Giddey,SG,OKC,"Ankle, Illness, Rest",6,"1210/25-10/31, 12/17-12/20, 4/9-4/9","$433,608"
240,Moritz Wagner,C,ORL,"Hamstring, Ankle",20,"4010/19-11/24, 4/7-4/9","$431,880"
241,Cedi Osman,SF,CLE,"Back, Neck",2,"1012/29-12/30, 2/15-2/22","$426,790"
242,De'Anthony Melton,SG,PHI,"Back, Calf",5,"911/2-11/3, 11/12-11/12, 12/13-12/15, 4/7-4/9","$426,726"
243,Darius Bazley,PF,OKC,"Ankle, Illness",9,"1711/11-11/20, 12/16-12/22","$416,653"
244,Spencer Dinwiddie,PG,DAL,"Injury Management, Rest",3,"412/17-12/18, 3/9-3/9, 4/9-4/9","$413,792"
245,Simone Fontecchio,SF,UTA,"Health Protocols, Ankle, Illness, Foot, Toe",11,"2210/28-11/3, 12/9-12/16, 1/8-1/9, 2/1-2/3, 3/27-3/28","$405,240"
246,Peyton Watson,SG,DEN,"Illness, Hamstring, Ankle, Adductor",15,"3211/23-11/24, 12/2-12/8, 12/23-12/25, 1/5-1/24","$403,488"
247,Ryan Arcidiacono,PG,NYK,"Ankle, Back",16,"3111/30-12/15, 2/26-3/11, 3/31-3/31","$380,060"
248,Thomas Bryant,C,LAL,Thumb,13,3110/18-11/17,"$380,060"
249,Charles Bassey,C,SAS,Knee,14,263/15-4/9,"$373,568"
250,Jose Alvarado,PG,NOP,"Ribs, Leg",21,"4112/15-12/16, 3/1-4/9","$368,426"
251,Jaylen Nowell,SG,MIN,Knee,16,"332/26-3/19, 3/29-4/9","$366,168"
252,Ryan Rollins,SG,GSW,Foot,29,622/6-4/9,"$362,638"
253,Juan Toscano-Anderson,SF,LAL,"Ankle, Back",16,"3310/28-11/3, 11/18-11/24, 12/9-12/27","$360,756"
254,Herb Jones,SF,NOP,"Knee, Ankle, Health Protocols, Back",16,"3510/25-11/3, 12/2-12/12, 12/26-12/30, 1/11-1/19","$359,065"
255,Tre Jones,PG,SAS,"Illness, Foot, Hamstring",14,"3511/14-11/14, 2/3-2/10, 2/13-3/1, 3/5-3/9, 3/12-3/14, 3/22-3/23","$358,575"
256,Reggie Bullock,SF,DAL,"Illness, Quad, Rest",3,"612/29-12/30, 3/8-3/10, 4/9-4/9","$345,270"
257,Nicolas Claxton,C,BKN,"Personal, Hamstring, Thumb, Rest",5,"711/20-11/21, 12/9-12/11, 3/9-3/9, 4/9-4/9","$341,957"
258,Payton Pritchard,PG,BOS,"Thigh, Heel",13,"2612/27-12/28, 3/8-3/27, 3/30-3/31, 4/4-4/6","$334,594"
259,Austin Reaves,SG,LAL,"Ankle, Hamstring",18,"3612/19-12/22, 1/6-2/6","$323,496"
260,Corey Kispert,SF,WAS,Ankle,8,1610/19-11/3,"$321,168"
261,Jaden Springer,PG,PHI,"Quad, Illness",11,"2611/18-12/9, 1/25-1/28","$317,564"
262,Frank Ntilikina,PG,DAL,"Ankle, Knee",11,"2710/19-11/9, 3/29-4/2","$315,981"
263,Gabe Vincent,PG,MIA,Knee,14,"3011/18-11/22, 11/25-11/29, 12/6-12/25","$313,050"
264,Deni Avdija,SF,WAS,"Back, Elbow",5,"1112/22-12/26, 4/4-4/9","$310,794"
265,Jabari Smith Jr.,PF,HOU,"Illness, Ankle",3,"611/5-11/6, 1/21-1/24","$306,300"
266,Bennedict Mathurin,SG,IND,Ankle,4,83/11-3/19,"$302,840"
267,Markieff Morris,PF,BKN,"Personal, Illness, Knee",8,"1810/24-10/28, 1/2-1/6, 3/15-3/22","$300,600"
268,Jalen Williams,SF,OKC,"Ankle, Wrist, Rest",7,"1210/22-10/28, 3/7-3/10, 4/9-4/9","$299,412"
269,Trendon Watford,PF,POR,"Knee, Hip, Ankle",11,"3310/19-11/4, 11/5-11/14, 3/27-3/30, 4/4-4/5","$296,538"
270,Yuta Watanabe,SF,BKN,"Ankle, Hamstring, Back",14,"2611/9-11/12, 11/22-12/9, 2/7-2/8, 3/3-3/4","$294,086"
271,TyTy Washington Jr.,PG,HOU,"Knee, Illness",12,"2310/19-11/9, 3/4-3/4","$292,123"
272,Alperen Sengun,C,HOU,"Illness, Groin, Back",7,"1510/24-10/27, 11/25-11/25, 12/31-1/1, 1/28-1/31, 3/13-3/14, 3/20-3/21","$290,985"
273,Taj Gibson,C,WAS,"Neck, Glute",7,"1711/10-11/16, 12/30-1/8","$283,900"
274,Danuel House Jr.,SF,PHI,"Illness, Foot, Shoulder",5,"1211/7-11/9, 12/9-12/15, 3/25-3/26","$283,104"
275,Keegan Murray,PF,SAC,"Health Protocols, Back",2,"610/19-10/21, 11/17-11/19","$276,156"
276,Andre Drummond,C,CHI,"Shoulder, Personal",8,"1510/29-11/8, 1/4-1/5, 3/29-3/30","$275,865"
277,Alex Len,C,SAC,Illness,6,"1212/11-12/19, 1/18-1/20","$270,252"
278,Nah'Shon Hyland,PG,DEN,"Hip, Illness, Finger",9,"2110/30-11/4, 11/11-11/15, 11/23-11/24, 11/25-12/1, 1/24-1/24","$265,692"
279,John Konchar,SG,MEM,"Shoulder, Toe, Illness, Concussion, Hip",10,"2010/27-10/28, 12/5-12/6, 1/14-1/17, 1/25-2/1, 3/29-4/1","$264,360"
280,Rodney McGruder,SG,DET,"Illness, Ankle",11,"201/8-1/9, 3/6-3/6, 3/24-4/9","$264,180"
281,Tyus Jones,PG,MEM,Foot,2,"33/29-3/30, 4/9-4/9","$258,621"
282,Derrick Jones Jr.,SF,CHI,"Ankle, Adductor",7,"1412/21-12/31, 2/15-2/17","$257,474"
283,Jalen Johnson,SF,ATL,"Ankle, Hamstring",8,"1611/30-12/1, 3/17-3/30","$256,800"
284,Naz Reid,C,MIN,"Illness, Back, Calf, Wrist",11,"2311/9-11/15, 1/2-1/5, 3/13-3/14, 3/31-4/9","$255,208"
285,Isaiah Roby,PF,SAS,"Illness, Ankle",8,"2310/30-11/4, 2/15-3/3","$255,208"
286,Dwight Powell,C,DAL,Thigh,2,412/17-12/20,"$254,716"
287,Bryn Forbes,SG,MIN,"Illness, Shoulder, Ankle",7,"1912/3-12/7, 1/4-1/10, 1/21-1/25, 2/1-2/2","$250,971"
288,Evan Mobley,PF,CLE,"Ankle, Rest",3,"512/31-1/3, 4/6-4/6","$243,640"
289,Mike Muscala,C,OKC,"Finger, Injury Management",6,"1211/23-12/3, 2/15-2/15","$241,380"
290,RJ Hampton,PG,ORL,"Personal, Illness, Back",5,"191/15-1/19, 1/21-1/23, 2/13-2/21, 3/19-3/20","$241,319"
291,Quentin Grimes,SG,NYK,"Foot, Ankle",8,"1810/19-11/1, 11/7-11/8, 12/21-12/22","$235,548"
292,Matisse Thybulle,SG,PHI,"Ankle, Knee",6,"911/25-11/27, 4/4-4/9","$226,530"
293,Johnny Davis,SG,WAS,"Groin, Hip",4,"811/25-11/27, 1/9-1/13","$221,168"
294,Brandon Boston Jr,SG,LAC,Tailbone,11,243/8-4/1,"$215,664"
295,Matthew Dellavedova,PG,SAC,"Illness, Finger",8,"141/18-1/21, 3/31-4/9","$211,498"
296,Terence Davis,SG,SAC,"Back, Illness",4,"912/4-12/10, 1/20-1/21","$206,901"
297,Walker Kessler,C,UTA,"Illness, Concussion",8,"1310/28-11/1, 3/7-3/8, 4/4-4/9","$201,461"
298,Killian Hayes,PG,DET,"Shoulder, Hand",3,"61/23-1/25, 3/6-3/8","$201,300"
299,Leandro Bolmaro,SG,UTA,"Health Protocols, Concussion",8,"1410/31-11/6, 11/23-11/29","$198,828"
300,Jalen Smith,PF,IND,"Knee, Hand",4,"712/7-12/8, 1/6-1/7, 4/7-4/9","$187,880"
301,Patty Mills,PG,BKN,Illness,2,512/16-12/20,"$186,180"
302,Keita Bates-Diop,SF,SAS,"Foot, Illness, Ankle, Achilles",9,"1712/8-12/13, 12/31-1/6, 1/11-1/12, 3/15-3/16","$183,549"
303,MarJon Beauchamp,SG,MIL,"Illness, Wrist",6,"1211/30-12/7, 1/25-1/28","$171,396"
304,Edmond Sumner,SG,BKN,"Glute, Personal, Hip",7,"1512/4-12/6, 2/28-3/7, 3/26-3/28, 4/9-4/9","$169,665"
305,James Johnson,PF,IND,"Back, Elbow",3,"1011/12-11/16, 12/5-12/7, 12/9-12/10","$167,000"
306,Tony Bradley,C,CHI,"Personal, Health Protocols",6,"141/2-1/6, 1/7-1/15","$163,842"
307,George Hill,PG,MIL,Illness,4,712/30-1/5,"$160,923"
308,Jaxson Hayes,C,NOP,Elbow,2,410/19-10/22,"$156,392"
309,Vlatko Cancar,PF,DEN,"Leg, Illness, Wrist",5,"121/15-1/16, 1/20-1/21, 3/3-3/10","$154,092"
310,Patrick Baldwin Jr.,SF,GSW,"Thumb, Back, Ankle",6,"1210/22-10/23, 11/13-11/18, 3/3-3/6","$153,516"
311,Terrence Ross,SF,ORL,"Knee, Toe",3,"611/3-11/4, 3/1-3/4","$153,300"
312,Torrey Craig,SF,PHX,Groin,3,512/2-12/6,"$147,185"
313,Troy Brown Jr.,SG,LAL,"Back, Foot, Quad",6,"1310/18-10/22, 11/30-12/1, 1/6-1/11","$147,043"
314,Onyeka Okongwu,C,ATL,"Personal, Hamstring",2,"411/12-11/13, 1/23-1/24","$147,016"
315,Justin Holiday,SG,ATL,Health Protocols,1,412/2-12/5,"$144,652"
316,Raul Neto,PG,CLE,"Ankle, Hamstring",4,"1011/2-11/3, 3/23-3/30","$141,580"
317,Justin Champagnie,SF,TOR,Back,5,"1511/9-11/11, 11/19-11/30","$141,210"
318,Wenyen Gabriel,PF,LAL,Shoulder,7,1312/6-12/18,"$140,361"
319,Georges Niang,PF,PHI,"Foot, Knee",3,"712/5-12/10, 4/9-4/9","$139,398"
320,Shaedon Sharpe,SG,POR,"Finger, Knee",2,"411/10-11/11, 4/6-4/7","$138,228"
321,Udoka Azubuike,C,UTA,"Ankle, Health Protocols",6,"1110/19-10/27, 1/13-1/14","$137,489"
322,Andrew Nembhard,PG,IND,"Knee, Illness",6,"1011/21-11/27, 1/24-1/26","$128,970"
323,James Bouknight,SG,CHA,Ankle,2,53/12-3/17,"$125,350"
324,Jarred Vanderbilt,PF,UTA,"Adductor, Back",2,"511/7-11/8, 2/6-2/8","$124,140"
325,Vernon Carey Jr.,C,WAS,"Concussion, Quad",5,"1210/19-10/24, 1/11-1/16","$122,940"
326,Tre Mann,PG,OKC,Back,3,711/14-11/20,"$122,549"
327,Saddiq Bey,SF,DET,Ankle,4,711/20-11/26,"$119,042"
328,Juancho Hernangomez,PF,TOR,Ankle,4,912/5-12/13,"$118,881"
329,Garrett Temple,SG,NOP,Personal,2,411/7-11/10,"$118,516"
330,Malaki Branham,SG,SAS,"Ankle, Back, Shoulder",5,"711/14-11/18, 3/4-3/4, 3/14-3/14","$117,698"
331,Garrison Mathews,SG,HOU,"Illness, Toe",5,"1012/17-12/22, 2/6-2/9","$114,940"
332,Lamar Stevens,SF,CLE,"Illness, Knee",6,"1111/27-12/1, 12/17-12/22","$112,695"
333,Bruce Brown Jr.,SG,DEN,"Ankle, Knee",2,"312/28-12/29, 4/8-4/8","$111,708"
334,Davion Mitchell,PG,SAC,"Illness, Knee",2,"412/16-12/18, 4/9-4/9","$111,116"
335,Daniel Gafford,C,WAS,"Ankle, Illness, Foot",4,"101/11-1/12, 1/30-2/2, 3/28-3/30, 4/9-4/9","$110,960"
336,Trey Murphy III,SF,NOP,"Foot, Illness",3,"611/21-11/24, 12/26-12/27","$110,568"
337,Goga Bitadze,C,IND,Illness,2,41/14-1/17,"$109,548"
338,Santi Aldama,C,MEM,"Illness, Ankle, Elbow",5,"911/25-11/26, 12/31-1/3, 4/7-4/9","$108,315"
339,Jaylin Williams,C,OKC,"Concussion, Ankle, Rest",3,"912/23-12/27, 1/6-1/8, 4/9-4/9","$103,446"
340,Anthony Gill,PF,WAS,Health Protocols,4,91/28-2/5,"$94,968"
341,Naji Marshall,SF,NOP,"Illness, Toe",5,"911/28-12/1, 1/20-1/24","$92,205"
342,Bol Bol,PF,ORL,Health Protocols,4,71/4-1/10,"$88,508"
343,Frank Kaminsky,C,ATL,"Foot, Migraine",2,"612/2-12/5, 3/24-3/25","$84,948"
344,Kai Jones,PF,CHA,Ankle,2,52/11-2/15,"$83,595"
345,Robin Lopez,C,CLE,Illness,2,512/26-12/30,"$83,500"
346,Trey Lyles,PF,SAC,"Illness, Shoulder",2,"511/30-12/2, 3/18-3/19","$75,430"
347,Day'Ron Sharpe,C,BKN,"Illness, Back",3,"611/30-12/2, 1/25-1/27","$72,738"
348,Marko Simonovic,C,CHI,Back,3,81/24-1/31,"$71,888"
349,Blake Griffin,C,BOS,Illness,1,412/29-1/1,"$66,800"
350,Jalen McDaniels,SF,PHI,Hip,4,"63/15-3/17, 3/22-3/24","$66,576"
351,Cody Zeller,C,MIA,Nose,6,153/13-3/27,"$64,125"
352,Jaden McDaniels,PF,MIN,Illness,2,511/28-12/2,"$62,110"
353,Xavier Tillman,C,MEM,"Illness, Ankle",2,"611/27-11/30, 4/5-4/6","$61,470"
354,Drew Eubanks,C,POR,"Back, Hip, Ankle",4,"511/25-11/26, 12/3-12/3, 4/8-4/9","$56,555"
355,Josh Okogie,SG,MIN,"Hip, Nose",2,"512/20-12/22, 1/19-1/20","$56,555"
