PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
Archie Goodwin,PHX,57,14,43,19.5,7473.6,1.42,0.76,0.66,4.36,4.67,4.06
Cameron Payne,OKC,57,44,13,12.2,4813.7,0.91,0.5,0.41,4.48,4.83,4.11
John Henson,MIL,57,22,35,16.8,6076.2,1.15,0.58,0.57,4.11,4.25,3.97
Nene,WAS,57,28,29,19.2,6777.7,1.28,0.64,0.64,4.02,4.24,3.82
Spencer Hawes,CHA,57,30,27,18.2,6551.3,1.24,0.68,0.56,4.12,4.45,3.78
James Johnson,TOR,56,34,22,16.2,5939.3,1.12,0.61,0.52,4.18,4.35,3.99
Mike Conley,MEM,56,33,23,31.4,11879.4,2.25,1.25,1,4.3,4.6,3.98
Andrew Nicholson,ORL,55,22,33,14.9,5372.6,1.02,0.54,0.48,4.11,4.31,3.9
Bradley Beal,WAS,55,28,27,31.1,11839.2,2.24,1.17,1.07,4.34,4.73,3.98
Jonathon Simmons,SAS,55,47,8,14.8,5627.6,1.07,0.59,0.48,4.33,4.62,4.03
Josh Smith,HOU,55,31,24,16,5366.6,1.02,0.52,0.49,3.82,4.01,3.64
Justin Anderson,DAL,55,28,27,11.8,4533.7,0.86,0.47,0.39,4.41,4.82,4
Kevin Martin,SAS,55,24,31,19.9,7219.2,1.37,0.73,0.64,4.13,4.29,3.96
Shabazz Napier,ORL,55,23,32,10.9,4306.5,0.82,0.43,0.38,4.5,4.84,4.17
Boban Marjanović,SAS,54,47,7,9.4,3358.9,0.64,0.34,0.29,4.07,4.11,4
David Lee,DAL,54,26,28,16.4,6083.5,1.15,0.6,0.55,4.23,4.46,4
Iman Shumpert,CLE,54,39,15,24.4,9000.4,1.7,0.9,0.8,4.21,4.34,4.08
Michael Carter-Williams,MIL,54,21,33,30.5,11940.1,2.26,1.2,1.06,4.45,4.86,4.07
Nick Young,LAL,54,13,41,19.1,6591.3,1.25,0.67,0.57,3.91,4.13,3.68
Anderson Varejao,GSW,53,41,12,9.3,3572,0.68,0.36,0.31,4.36,4.6,4.1
Chris Bosh,MIA,53,29,24,33.5,11248.9,2.13,1.16,0.98,3.82,4.06,3.57
Danilo Gallinari,DEN,53,22,31,34.7,12068.9,2.29,1.26,1.03,3.96,4.29,3.62
Jahlil Okafor,PHI,53,6,47,30,10807.4,2.05,1.11,0.94,4.11,4.21,4
Justin Holiday,CHI,53,28,25,14.6,5569.4,1.05,0.55,0.51,4.36,4.7,4.04
Kris Humphries,ATL,53,29,24,15.8,5995.9,1.14,0.6,0.53,4.34,4.8,3.92
Kyrie Irving,CLE,53,37,16,31.5,11277.8,2.14,1.18,0.96,4.08,4.37,3.78
Marcelo Huertas,LAL,53,8,45,16.4,6403.4,1.21,0.65,0.56,4.45,4.83,4.08
Adreian Payne,MIN,52,18,34,9.3,3534.8,0.67,0.36,0.31,4.31,4.6,4.01
Amar'e Stoudemire,MIA,52,30,22,14.7,5180.9,0.98,0.53,0.46,4.03,4.21,3.86
Brandon Knight,PHX,52,16,36,36,13794.2,2.61,1.41,1.21,4.36,4.73,3.99
Jerryd Bayless,MIL,52,21,31,28.9,10362.8,1.96,1.03,0.93,4.08,4.33,3.83
Josh Richardson,MIA,52,29,23,21.3,8117.3,1.54,0.83,0.71,4.34,4.53,4.15
Marc Gasol,MEM,52,30,22,34.4,11019.9,2.09,1.12,0.96,3.64,3.76,3.51
Shelvin Mack,UTA,52,27,25,20.3,8164.9,1.55,0.89,0.66,4.57,5.06,4.03
Brian Roberts,POR,51,26,25,9.2,3514.5,0.67,0.37,0.29,4.34,4.76,3.93
Jeff Withey,UTA,51,25,26,12.9,4789.7,0.91,0.49,0.41,4.23,4.46,3.96
Richaun Holmes,PHI,51,7,44,13.8,5173.2,0.98,0.52,0.46,4.27,4.56,3.97
Tim Frazier,NOP,51,25,26,14.5,5500.3,1.04,0.57,0.47,4.31,4.73,3.9
Tim Hardaway Jr.,ATL,51,29,22,16.9,6382.8,1.21,0.62,0.59,4.3,4.63,3.98
James Anderson,SAC,50,19,31,14.3,5577.2,1.06,0.56,0.5,4.43,4.74,4.14
Terrence Jones,HOU,50,24,26,20.9,7613.4,1.44,0.76,0.68,4.15,4.43,3.88
Brandon Jennings,ORL,48,20,28,18.1,7028.5,1.33,0.73,0.6,4.43,4.89,3.99
James Jones,CLE,48,33,15,9.7,3581.8,0.68,0.38,0.3,4.23,4.57,3.84
Kevin Seraphin,NYK,48,15,33,11,4135.6,0.78,0.42,0.36,4.29,4.61,3.96
Norman Powell,TOR,48,31,17,15.1,5867.3,1.11,0.62,0.5,4.43,4.66,4.18
Al Jefferson,CHA,47,33,14,23.3,8124,1.54,0.82,0.72,3.97,4.14,3.79
Jason Thompson,TOR,47,38,9,10,3802.9,0.72,0.4,0.32,4.32,4.53,4.07
Luke Babbitt,NOP,47,16,31,18,7084.7,1.34,0.73,0.61,4.49,5,4.01
Mike Miller,DEN,47,21,26,7.9,2932.9,0.56,0.3,0.25,4.21,4.62,3.83
T.J. Warren,PHX,47,14,33,22.8,8894.1,1.68,0.88,0.81,4.43,4.58,4.27
Andrea Bargnani,BKN,46,11,35,13.8,4930.3,0.93,0.51,0.43,4.08,4.29,3.86
Festus Ezeli,GSW,46,42,4,16.7,6430.9,1.22,0.63,0.59,4.37,4.83,3.97
Kirk Hinrich,ATL,46,26,20,13.7,5415.2,1.03,0.55,0.47,4.51,4.87,4.16
Rasual Butler,SAS,46,41,5,9.4,3539.9,0.67,0.37,0.3,4.29,4.47,4.09
Tyler Ennis,MIL,46,17,29,14.2,5614.2,1.06,0.57,0.49,4.49,4.85,4.13
Eric Gordon,NOP,45,14,31,32.9,12137.1,2.3,1.24,1.06,4.2,4.67,3.75
Glenn Robinson III,IND,45,24,21,11.3,4517.7,0.86,0.47,0.39,4.54,4.81,4.25
Norris Cole,NOP,45,20,25,26.6,10159,1.92,1.06,0.87,4.36,4.98,3.79
Beno Udrih,MEM,44,26,18,16.1,6381.3,1.21,0.7,0.51,4.51,5.08,3.91
Jared Cunningham,CLE,44,31,13,9.3,3584.3,0.68,0.35,0.32,4.38,4.53,4.22
Tyler Hansbrough,CHA,44,28,16,7.8,2828.2,0.54,0.28,0.25,4.14,4.2,4.07
John Jenkins,PHX,43,18,25,11.2,4349,0.82,0.44,0.39,4.44,4.73,4.17
Seth Curry,SAC,43,17,26,15.6,5864,1.11,0.58,0.53,4.3,4.64,3.96
Sonny Weems,PHX,43,6,37,11.6,4393.7,0.83,0.44,0.4,4.33,4.6,4.07
Troy Daniels,CHA,43,25,18,11.1,4498.2,0.85,0.47,0.38,4.61,5,4.24
Josh McRoberts,MIA,42,27,15,14.2,5127.9,0.97,0.55,0.42,4.14,4.58,3.68
James Michael McAdoo,GSW,41,37,4,6.4,2575.2,0.49,0.26,0.23,4.6,4.92,4.27
Joe Young,IND,41,19,22,9.3,3776.1,0.72,0.39,0.32,4.59,5.03,4.18
Mo Williams,CLE,41,27,14,18.2,6674,1.26,0.69,0.57,4.16,4.39,3.92
O.J. Mayo,MIL,41,17,24,26.6,9491,1.8,0.91,0.89,4.06,4.24,3.9
Ray McCallum,SAS,41,30,11,11.6,4812.7,0.91,0.52,0.39,4.74,5.15,4.26
Gary Neal,WAS,40,18,22,20.2,7495.8,1.42,0.74,0.68,4.23,4.6,3.89
Sergey Karasev,BKN,40,9,31,10,3844.6,0.73,0.38,0.34,4.37,4.74,4.04
Andre Miller,SAS,39,20,19,11.8,4077.6,0.77,0.42,0.35,3.92,4.2,3.63
Jameer Nelson,DEN,39,12,27,26.6,9368.1,1.77,0.99,0.78,4.02,4.45,3.58
Montrezl Harrell,HOU,39,17,22,9.7,3668.5,0.69,0.35,0.35,4.3,4.67,3.99
Tarik Black,LAL,39,6,33,12.7,4717.9,0.89,0.48,0.41,4.23,4.64,3.85
Willie Reed,BKN,39,8,31,10.9,4056.4,0.77,0.41,0.36,4.24,4.45,4.02
Darrun Hilliard,DET,38,17,21,10.1,3799.1,0.72,0.39,0.33,4.29,4.65,3.97
Kevin Garnett,MIN,38,14,24,14.6,5418.5,1.03,0.55,0.48,4.22,4.71,3.77
Terry Rozier,BOS,38,23,15,8.1,3227.4,0.61,0.33,0.29,4.52,4.83,4.25
Donatas Motiejunas,HOU,37,19,18,14.8,5818.6,1.1,0.56,0.54,4.49,4.8,4.21
KJ McDaniels,HOU,37,17,20,6.4,2465.4,0.47,0.24,0.23,4.41,5.09,3.85
Kendrick Perkins,NOP,37,13,24,14.7,5040.8,0.95,0.5,0.45,3.92,4.24,3.64
Reggie Bullock Jr.,DET,37,22,15,11.6,4594,0.87,0.48,0.39,4.51,4.91,4.11
Ryan Hollins,MEM,37,18,19,12.4,4447.5,0.84,0.44,0.4,4.09,4.22,3.94
Tyus Jones,MIN,37,13,24,15.5,6126.8,1.16,0.61,0.55,4.51,4.78,4.24
Udonis Haslem,MIA,37,25,12,7,2372.3,0.45,0.25,0.2,3.85,4.06,3.62
Carl Landry,PHI,36,5,31,15.8,5764.1,1.09,0.59,0.51,4.15,4.34,3.94
Ryan Kelly,LAL,36,3,33,13.1,4742,0.9,0.47,0.42,4.13,4.53,3.76
Tiago Splitter,ATL,36,21,15,16.1,5937.1,1.12,0.58,0.54,4.21,4.5,3.94
Tyler Johnson,MIA,36,19,17,24,9082.7,1.72,0.93,0.79,4.31,4.57,4.04
Blake Griffin,LAC,35,22,13,33.4,11198.5,2.12,1.12,1,3.82,4.08,3.56
JJ Hickson,WAS,35,17,18,12.5,4488.7,0.85,0.46,0.39,4.11,4.36,3.86
Lamar Patterson,ATL,35,23,12,11.3,4442.7,0.84,0.44,0.4,4.47,4.76,4.2
Metta World Peace,LAL,35,6,29,16.9,6038.1,1.14,0.59,0.55,4.09,4.28,3.9
RJ Hunter,BOS,35,20,15,8.8,3283.5,0.62,0.33,0.3,4.27,4.6,3.93
JaVale McGee,DAL,34,15,19,10.9,3942.6,0.75,0.39,0.35,4.14,4.32,3.95
Pat Connaughton,POR,34,17,17,4.2,1576.4,0.3,0.17,0.13,4.26,4.5,3.9
Salah Mejri,DAL,34,16,18,11.7,4379.2,0.83,0.43,0.4,4.28,4.4,4.15
C.J. Watson,ORL,33,14,19,19.9,7888.8,1.49,0.81,0.69,4.52,5,4.06
Damjan Rudez,MIN,33,9,24,8.4,3139.2,0.59,0.32,0.28,4.26,4.72,3.82
Jarrett Jack,BKN,32,10,22,32.1,11836.3,2.24,1.22,1.02,4.19,4.52,3.86
Jusuf Nurkić,DEN,32,14,18,17.1,6228.2,1.18,0.62,0.56,4.14,4.46,3.86
Alec Burks,UTA,31,13,18,25.7,9577.2,1.81,0.98,0.83,4.23,4.44,4.02
Cristiano Felicio,CHI,31,14,17,10.3,4019.6,0.76,0.4,0.36,4.41,4.76,4.07
Eric Bledsoe,PHX,31,12,19,34.1,12864.3,2.44,1.3,1.13,4.29,4.67,3.93
Mike Dunleavy,CHI,31,13,18,22.7,8916.8,1.69,0.94,0.75,4.48,4.9,4.03
Sean Kilpatrick,BKN,31,7,24,19.9,7443.1,1.41,0.75,0.66,4.27,4.61,3.94
Drew Gooden,WAS,30,18,12,10.2,3828.4,0.73,0.38,0.34,4.29,4.49,4.05
Jeremy Evans,DAL,30,16,14,8.4,3283.9,0.62,0.34,0.28,4.48,4.82,4.13
Kendall Marshall,PHI,30,3,27,13.3,5017.5,0.95,0.52,0.43,4.29,4.74,3.84
Matt Bonner,SAS,30,25,5,6.9,2615.9,0.5,0.29,0.21,4.35,4.7,3.89
Anthony Brown,LAL,29,4,25,20.6,7932.3,1.5,0.8,0.71,4.38,4.51,4.23
DeJuan Blair,WAS,29,12,17,7.5,2625.3,0.5,0.25,0.25,3.97,4.08,3.85
Joakim Noah,CHI,29,15,14,21.9,8323.5,1.58,0.85,0.73,4.32,4.76,3.91
Lou Amundson,NYK,29,11,18,7,2649.6,0.5,0.27,0.23,4.3,4.75,3.86
Lucas Nogueira,TOR,29,17,12,7.8,2838.8,0.54,0.29,0.25,4.18,4.32,4.03
Rondae Hollis-Jefferson,BKN,29,7,22,21.2,8367.7,1.58,0.82,0.77,4.5,4.68,4.31
Devyn Marble,ORL,28,12,16,8.9,3598.4,0.68,0.35,0.33,4.62,4.84,4.35
James Young,BOS,28,11,17,7,2596.5,0.49,0.25,0.24,4.26,4.55,4
Chris Andersen,MEM,27,11,16,14.9,5358.3,1.01,0.53,0.48,4.1,4.27,3.92
Delon Wright,TOR,27,19,8,8.5,3305.4,0.63,0.35,0.28,4.44,4.71,4.14
Jarell Martin,MEM,27,10,17,14.1,5406.6,1.02,0.55,0.47,4.38,4.63,4.11
DeMarre Carroll,TOR,26,16,10,30.3,10887.8,2.06,1.12,0.94,4.09,4.09,4.1
Jarell Eddie,WAS,26,13,13,5.6,2199.9,0.42,0.24,0.18,4.42,4.93,3.97
Kostas Papanikolaou,DEN,26,8,18,11.3,4414.9,0.84,0.45,0.39,4.44,4.85,4.05
Robert Sacre,LAL,25,2,23,12.8,4501.4,0.85,0.46,0.39,4,4.24,3.75
Sasha Kaun,CLE,25,18,7,3.8,1437.5,0.27,0.15,0.12,4.28,4.42,4.12
Tyreke Evans,NOP,25,11,14,30.6,10854.8,2.06,1.13,0.93,4.05,4.57,3.55
Chris Copeland,MIL,24,10,14,6.5,2234.5,0.42,0.21,0.21,3.93,3.97,3.89
Chris McCullough,BKN,24,7,17,15.1,6178.8,1.17,0.64,0.53,4.68,5.17,4.19
C.J. Wilcox,LAC,23,15,8,7.3,2692.5,0.51,0.27,0.24,4.21,4.31,4.12
Greivis Vasquez,MIL,23,9,14,20,7672,1.45,0.78,0.67,4.38,4.77,3.99
Phil Pressey,POR,23,3,20,12.3,5101.4,0.97,0.51,0.46,4.76,5.2,4.35
James Ennis III,NOP,22,11,11,14.9,5688.3,1.08,0.58,0.5,4.34,4.62,4.05
Jordan McRae,CLE,22,10,12,8.9,3196.1,0.61,0.32,0.29,4.08,4.47,3.72
Aaron Harrison,CHA,21,15,6,4.4,1707.8,0.32,0.17,0.16,4.37,4.45,4.28
Axel Toupane,DEN,21,9,12,14.5,5596.6,1.06,0.55,0.51,4.41,4.63,4.19
Damien Inglis,MIL,20,5,15,7.8,2830,0.54,0.27,0.26,4.11,4.41,3.83
Elijah Millsap,UTA,20,9,11,8.6,3308.4,0.63,0.33,0.3,4.35,4.58,4.19
Michael Beasley,HOU,20,10,10,18.1,6903.2,1.31,0.67,0.64,4.33,4.72,3.99
Mitch McGary,OKC,20,17,3,3.6,1414.8,0.27,0.16,0.11,4.49,4.7,4.05
Anthony Bennett,TOR,19,12,7,4.4,1716.9,0.33,0.18,0.14,4.42,4.62,4.2
Joel Anthony,DET,19,12,7,5,1811,0.34,0.19,0.16,4.08,4.23,3.91
Cameron Bairstow,DET,18,4,14,5.7,2044.5,0.39,0.2,0.19,4.1,4.55,3.71
Greg Smith,MIN,18,8,10,10.7,3701.2,0.7,0.37,0.33,3.96,4.12,3.79
Christian Wood,PHI,17,0,17,8.5,3288,0.62,0.33,0.29,4.52,4.89,4.16
Cleanthony Early,NYK,17,6,11,9.1,3373.1,0.64,0.34,0.3,4.28,4.62,3.87
Elton Brand,PHI,17,2,15,13.2,4703.6,0.89,0.48,0.41,4.04,4.31,3.76
Jeff Ayres,LAC,17,11,6,6.3,2321.7,0.44,0.24,0.2,4.25,4.37,4.11
Caron Butler,SAC,16,2,14,10.5,3670,0.7,0.38,0.32,3.98,4.26,3.69
Chris Kaman,POR,16,11,5,7,2362.4,0.45,0.24,0.2,3.86,3.98,3.6
Jordan Mickey,BOS,16,9,7,3.6,1310.4,0.25,0.13,0.12,4.2,4.6,3.83
Russ Smith,MEM,15,6,9,4.4,1744.7,0.33,0.18,0.15,4.54,4.91,4.17
Bryce Dejean-Jones,NOP,14,8,6,19.9,7602.3,1.44,0.76,0.68,4.36,4.73,3.98
Henry Sims,BKN,14,2,12,18.8,7050,1.34,0.71,0.63,4.28,4.51,4.05
Xavier Munford,MEM,14,3,11,17.4,7026,1.33,0.72,0.61,4.57,4.93,4.21
Alan Anderson,WAS,13,8,5,14.8,5355.7,1.01,0.51,0.51,4.13,4.38,3.9
Brandan Wright,MEM,12,6,6,17.7,6262.8,1.19,0.64,0.55,4.02,4.27,3.77
Jordan Farmar,MEM,12,2,10,24.3,9280.5,1.76,0.97,0.79,4.36,4.84,3.87
Jorge Gutierrez,CHA,12,9,3,5.3,2069,0.39,0.21,0.18,4.46,4.63,4.28
Luis Montero,POR,12,6,6,3.5,1318.5,0.25,0.15,0.1,4.28,4.58,3.9
Nikola Pekovic,MIN,12,2,10,13,4160.8,0.79,0.39,0.39,3.72,3.64,3.73
Spencer Dinwiddie,CHI,12,5,7,13.3,4813.5,0.91,0.52,0.39,4.12,4.57,3.71
Tibor Pleiss,UTA,12,7,5,6.8,2469.8,0.47,0.25,0.21,4.12,4.21,4.01
Edy Tavares,ATL,11,7,4,6.6,2428.4,0.46,0.24,0.22,4.21,4.59,3.84
Jordan Hamilton,NOP,11,4,7,27.6,10594.8,2.01,1.06,0.95,4.38,4.63,4.09
Alan Williams,PHX,10,3,7,6.8,2518.8,0.48,0.26,0.22,4.23,4.53,3.93
Steve Novak,MIL,10,8,2,4.4,1685,0.32,0.19,0.13,4.35,4.94,3.7
Erick Green,DEN,9,6,3,4.7,1817.4,0.34,0.2,0.15,4.42,4.67,4.12
Alex Stepheson,MEM,8,2,6,9,3327.5,0.63,0.35,0.28,4.17,4.1,4.25
Andrew Goudelock,HOU,8,5,3,6.2,2249.5,0.43,0.21,0.21,4.11,4.78,3.61
Bryce Cotton,MEM,8,1,7,4.8,2009.6,0.38,0.19,0.19,4.65,4.77,4.53
Cliff Alexander,POR,8,3,5,4.5,1723.4,0.33,0.17,0.15,4.34,4.66,4.02
Cory Jefferson,PHX,8,2,6,6.3,2348.5,0.44,0.24,0.2,4.33,4.53,3.88
Lorenzo Brown,DET,8,1,7,7.6,3109.9,0.59,0.31,0.28,4.65,4.99,4.32
Tony Wroten,NYK,8,0,8,18,7105.6,1.35,0.74,0.61,4.5,4.91,4.01
Briante Weber,MIA,7,3,4,24.1,9558.6,1.81,1.01,0.8,4.53,4.66,4.38
Eric Moreland,SAC,7,1,6,6.2,2540,0.48,0.25,0.24,4.72,5.02,4.19
Jarnell Stokes,MEM,7,1,6,2.6,982,0.19,0.11,0.08,4.21,4.42,3.99
Michael Kidd-Gilchrist,CHA,7,5,2,29.3,11450.7,2.17,1.13,1.04,4.47,4.65,4.29
Orlando Johnson,NOP,7,1,6,14.5,5572.4,1.06,0.59,0.46,4.37,4.75,3.96
Shayne Whittington,IND,7,4,3,5.8,2312.9,0.44,0.24,0.2,4.57,4.91,4.22
Branden Dawson,LAC,6,5,1,4.8,1731.8,0.33,0.18,0.15,4.16,4.1,4.23
Bruno Caboclo,TOR,6,6,0,7.1,2875.5,0.54,0.3,0.24,4.64,4.66,4.31
Jimmer Fredette,SAS,6,1,5,2.9,1126.2,0.21,0.12,0.1,4.45,4.76,4.13
Elliot Williams,CHA,5,4,1,9,3562.2,0.67,0.34,0.33,4.52,4.6,4.19
Joe Harris,CLE,5,5,0,3,1139.2,0.22,0.13,0.09,4.38,4.22,4.6
Josh Huestis,OKC,5,2,3,11,4327.2,0.82,0.44,0.38,4.48,4.98,4.02
Justin Harper,BKN,5,4,1,7,2612,0.49,0.28,0.22,4.28,4.7,3.84
Keith Appling,ORL,5,0,5,5.4,2152.2,0.41,0.21,0.2,4.48,4.91,4.12
Kevon Looney,GSW,5,4,1,4.1,1563.8,0.3,0.17,0.13,4.39,4.12,4.05
Nazr Mohammed,OKC,5,5,0,3.9,1320,0.25,0.14,0.11,3.97,4.25,3.68
Coty Clarke,BOS,3,0,3,1.9,723.7,0.14,0.08,0.06,4.14,3.95,4.36
Jodie Meeks,DET,3,3,0,14.5,5721.3,1.08,0.61,0.48,4.56,5,3.85
Sam Dekker,HOU,3,1,2,2,870.7,0.16,0.08,0.09,4.8,4.99,4.68
Chuck Hayes,LAC,2,1,1,11.9,4268.5,0.81,0.43,0.38,4.03,4.73,3.87
JJ O'Brien,UTA,2,2,0,3.1,1072.5,0.2,0.1,0.1,3.82,3.34,4.46
Jordan Adams,MEM,2,0,2,7.3,3061,0.58,0.32,0.26,4.92,4.94,4.08
Nate Robinson,NOP,2,0,2,11.7,4425.5,0.84,0.46,0.38,4.47,4.51,4.42
Thanasis Antetokounmpo,NYK,2,1,1,3.1,1296,0.25,0.12,0.13,4.8,4.42,5.09
Dahntay Jones,CLE,1,0,1,42.4,15778,2.99,1.54,1.45,4.26,4.19,4.31
Duje Dukan,SAC,1,0,1,24.2,9967,1.89,1.12,0.76,4.71,4.8,4.61
Rakeem Christmas,IND,1,1,0,6.1,2045,0.39,0.2,0.18,3.92,3.79,4.08
