Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
206,Lance Thomas,SF,NYK,"Hand, Personal, Illness",6,"103/11-3/12, 3/15-3/16, 3/19-3/24, 4/6-4/6","$376,010"
207,Tyler Lydon,PF,DEN,"Ankle, Knee",21,"4211/9-11/19, 3/11-4/11","$374,766"
208,Frank Mason III,PG,SAC,Heel,24,"561/2-2/23, 4/9-4/11","$374,696"
209,Amir Johnson,C,PHI,Illness,2,"61/11-1/14, 3/28-3/29","$372,882"
210,Wesley Johnson,SF,LAC,Foot,5,1112/18-12/28,"$365,497"
211,Juancho Hernangomez,PF,DEN,Illness,15,"3110/23-11/10, 12/30-1/10","$363,754"
212,Tobias Harris,PF,LAC,Ankle,1,41/30-2/2,"$361,580"
213,Udonis Haslem,PF,MIA,Personal,9,"261/25-1/26, 1/31-2/23","$342,056"
214,Kemba Walker,PG,CHA,Shoulder,2,511/29-12/3,"$338,985"
215,Marquese Chriss,SF,PHX,"Hip, Ankle",8,"191/12-1/25, 1/29-1/30, 4/8-4/10","$329,954"
216,Jason Terry,SG,MIL,"Calf, Personal",12,"2512/6-12/27, 2/1-2/3","$328,900"
217,Gorgui Dieng,C,MIN,Finger,2,411/13-11/16,"$318,924"
218,Wayne Ellington,SG,MIA,"Shoulder, Quad",5,"92/7-2/8, 3/1-3/7","$318,816"
219,Rondae Hollis-Jefferson,SF,BKN,"Hip, Ankle, Groin",14,"3811/7-11/9, 11/27-12/1, 1/27-2/25","$315,894"
220,J.R. Smith,SG,CLE,Knee,1,412/21-12/24,"$310,960"
221,Andrew Harrison,SG,MEM,"Shoulder, Wrist",20,"401/5-1/9, 1/20-1/21, 3/2-3/18, 3/22-3/23, 3/28-4/11","$296,640"
222,Caris LeVert,SG,BKN,"Groin, Concussion, Knee, Foot",12,"321/3-1/7, 1/27-2/1, 2/7-2/9, 2/10-2/25, 4/9-4/10","$295,136"
223,Skal Labissiere,PF,SAC,"Shoulder, Hip, Ankle",18,"421/17-1/18, 1/28-2/23, 3/11-3/15, 4/3-4/11","$294,756"
224,Dwyane Wade,SG,CLE,"Knee, Personal, Hamstring, Wrist",10,"2210/25-10/27, 12/12-12/13, 1/26-1/29, 3/12-3/22, 4/4-4/5","$289,432"
225,Ed Davis,C,POR,Ankle,4,84/1-4/8,"$287,120"
226,Emmanuel Mudiay,PG,DEN,"Ankle, Illness, Concussion",8,"1512/18-12/25, 3/26-3/27, 4/7-4/11","$286,560"
227,Shane Larkin,PG,BOS,"Knee, Illness",14,"3312/21-12/24, 1/29-2/23, 4/3-4/5","$284,196"
228,Delon Wright,PG,TOR,"Shoulder, Toe",13,"3011/17-12/14, 3/9-3/10","$278,850"
229,Aaron Brooks,PG,MIN,"Illness, Personal",10,"2312/27-12/27, 3/1-3/23","$275,080"
230,Paul Zipser,SF,CHI,"Knee, Foot",20,"3710/26-10/27, 2/24-3/14, 3/23-3/23, 3/27-4/11","$274,392"
231,James Ennis III,SF,MEM,"Calf, Hand",8,"161/19-1/31, 4/1-4/3","$273,760"
232,Jawun Evans,PG,LAC,Abdominal,25,"591/22-3/8, 3/30-4/11","$271,872"
233,Manu Ginobili,SG,SAS,"Rest, Thigh, Sternum",9,"1912/21-12/22, 1/17-1/27, 2/25-2/27, 4/4-4/6","$268,356"
234,Larry Nance Jr.,PF,LAL,"Hand, Hamstring",15,"3211/3-11/26, 3/15-3/22","$266,016"
235,Frank Ntilikina,PG,NYK,"Ankle, Illness",4,"1310/21-10/26, 11/29-12/2, 3/31-4/2","$257,140"
236,Dirk Nowitzki,PF,DAL,Ankle,5,"92/11-2/12, 4/4-4/10","$254,241"
237,Richaun Holmes,C,PHI,"Ankle, Wrist, Illness",14,"3010/18-10/31, 11/1-11/2, 11/20-11/24, 1/15-1/23","$249,390"
238,Guerschon Yabusele,PF,BOS,"Illness, Ankle, Knee",10,"1910/17-10/19, 1/18-1/26, 1/27-1/30, 4/8-4/10","$241,262"
239,Cedi Osman,SF,CLE,Hip,9,163/11-3/27,"$238,192"
240,Treveon Graham,SF,CHA,"Quad, Thigh, Back, Concussion",15,"3210/27-10/28, 11/10-11/24, 12/18-12/22, 4/1-4/10","$237,312"
241,Josh Hart,SG,LAL,"Achilles, Hand",15,"2910/19-10/19, 3/1-3/29","$228,491"
242,Mario Chalmers,PG,MEM,"Ankle, Shoulder, Hamstring",10,"1911/29-11/30, 1/20-1/21, 1/31-2/3, 3/5-3/16","$226,119"
243,Domantas Sabonis,PF,IND,"Calf, Ankle",8,"1511/7-11/9, 3/15-3/26","$216,105"
244,Joffrey Lauvergne,PF,SAS,"Ankle, Finger",13,"2510/25-11/13, 12/4-12/8","$215,300"
245,Kyle O'Quinn,C,NYK,"Calf, Hip",5,"91/23-1/25, 3/25-3/30","$207,837"
246,Derrick White,PG,SAS,Wrist,12,2611/7-12/2,"$206,336"
247,Louis Williams,SG,LAC,Ankle,3,"512/18-12/19, 4/9-4/11","$197,740"
248,David West,PF,GSW,"Knee, Personal, Arm",8,"1511/29-11/30, 2/2-2/5, 3/6-3/15","$197,340"
249,TJ Leaf,PF,IND,"Ankle, Calf",5,"171/26-1/28, 2/9-2/22","$194,820"
250,Kyle Anderson,PF,SAS,Knee,8,1612/4-12/19,"$194,512"
251,Jordan Bell,C,GSW,Ankle,17,"421/20-2/25, 3/8-3/13","$193,536"
252,Salah Mejri,C,DAL,"Neck, Hamstring, Knee",12,"232/11-2/12, 3/11-3/21, 3/28-4/2, 4/6-4/10","$191,199"
253,David Nwaba,SG,CHI,Ankle,12,2511/6-11/30,"$185,400"
254,Josh Jackson,SG,PHX,"Groin, Knee, Quad",3,"61/12-1/13, 3/10-3/12, 4/8-4/9","$172,542"
255,Clint Capela,C,HOU,"Heel, Calf, Eye, Illness, Hand",7,"1312/16-12/17, 12/20-12/21, 12/22-12/24, 12/28-12/30, 2/26-2/27, 4/11-4/11","$171,457"
256,Isaiah Canaan,PG,PHX,"Hamstring, Groin, Ankle",7,"191/5-1/6, 1/7-1/13, 2/1-2/10","$169,309"
257,Thon Maker,C,MIL,Groin,6,113/27-4/6,"$166,815"
258,Tyler Zeller,C,BKN,"Illness, Hip, Back",8,"1711/10-11/16, 1/13-1/14, 2/23-2/24, 3/7-3/8, 3/17-3/20","$164,186"
259,John Collins,PF,ATL,"Shoulder, Ankle",8,"1512/2-12/13, 3/20-3/22","$164,145"
260,Alex Abrines,SG,OKC,"Groin, Concussion",3,"51/3-1/6, 4/11-4/11","$161,725"
261,DeMar DeRozan,SF,TOR,Thigh,1,13/20-3/20,"$156,723"
262,Daniel Theis,C,BOS,"Hamstring, Knee",17,"342/28-3/4, 3/14-4/11","$156,672"
263,Tyler Cavanaugh,PF,ATL,Ankle,14,342/6-3/12,"$156,672"
264,Zhou Qi,PF,HOU,"Calf, Elbow",14,"3411/27-12/12, 1/12-1/29","$156,672"
265,Georgios Papagiannis,C,SAC,"Abdominal, Illness",5,"1211/22-12/1, 1/9-1/10","$156,024"
266,Reggie Bullock,SF,DET,"Thumb, Back, Knee",6,"111/24-1/26, 3/13-3/14, 4/6-4/11","$155,364"
267,Dwight Powell,C,DAL,"Knee, Ankle",2,"33/27-3/27, 4/4-4/5","$152,595"
268,Tyler Ulis,PG,PHX,"Quad, Back",11,"2010/20-10/20, 2/10-2/13, 2/23-3/9","$148,320"
269,Jrue Holiday,PG,NOP,Illness,1,13/20-3/20,"$145,122"
270,Tony Bradley,C,UTA,Concussion,8,173/13-3/29,"$135,898"
271,Dante Cunningham,PF,NOP,"Knee, Concussion, Back",6,"1012/11-12/12, 3/17-3/22, 4/5-4/6","$129,940"
272,Tim Frazier,PG,WAS,Face,1,112/11-2/21,"$124,289"
273,OG Anunoby,SF,TOR,Ankle,8,133/2-3/15,"$120,835"
274,Malachi Richardson,SG,SAC,Ankle,5,141/28-2/10,"$119,000"
275,Marcus Georges-Hunt,SG,MIN,Illness,5,162/7-2/22,"$118,656"
276,Jeremy Lamb,SG,CHA,"Shin, Foot",2,"312/9-12/10, 3/31-3/31","$118,644"
277,Bojan Bogdanovic,SF,IND,Ankle,1,21/6-1/7,"$118,644"
278,Nick Young,SG,GSW,Concussion,1,412/14-12/17,"$117,332"
279,Quincy Acy,PF,BKN,"Groin, Finger",5,"1210/29-11/5, 2/6-2/9","$115,896"
280,Marco Belinelli,SG,ATL,Ankle,1,31/12-1/14,"$111,966"
281,Tarik Black,PF,HOU,"Eye, Back",2,"61/12-1/14, 4/7-4/9","$111,528"
282,Isaiah Whitehead,PG,BKN,Wrist,8,153/28-4/11,"$111,240"
283,Denzel Valentine,SG,CHI,Knee,5,94/3-4/11,"$111,177"
284,Al Jefferson,C,IND,Personal,1,210/18-10/19,"$110,394"
285,Nikola Jokic,C,DEN,Ankle,7,1312/2-12/14,"$108,069"
286,Jarell Martin,PF,MEM,"Knee, Ankle",7,"121/24-1/25, 3/5-3/8, 4/6-4/11","$99,756"
287,T.J. McConnell,PG,PHI,"Shoulder, Personal",6,"1211/30-12/6, 12/9-12/11, 1/24-1/25","$99,756"
288,Jamal Crawford,SG,MIN,Toe,2,41/20-1/23,"$97,808"
289,Deyonta Davis,C,MEM,"Knee, Ankle",6,"131/31-1/31, 2/7-2/13, 2/28-3/4","$96,408"
290,Troy Daniels,SG,PHX,"Knee, Ankle",2,"53/5-3/7, 4/6-4/7","$96,285"
291,Dario Saric,PF,PHI,"Eye, Elbow",4,"712/7-12/8, 4/1-4/5","$95,809"
292,Mario Hezonja,SG,ORL,Head,3,411/20-11/23,"$92,164"
293,Arron Afflalo,SG,ORL,Back,3,712/13-12/19,"$92,092"
294,Norman Powell,SG,TOR,"Hip, Ankle",6,"1111/14-11/21, 3/15-3/17","$91,443"
295,Luke Babbitt,SF,ATL,Back,3,811/22-11/29,"$89,224"
296,Isaiah Taylor,PG,ATL,Eye,5,1211/18-11/29,"$88,992"
297,Buddy Hield,SG,SAC,Ankle,2,411/18-11/21,"$83,060"
298,Eric Bledsoe,PG,MIL,Ankle,1,12/1-2/1,"$81,921"
299,Jameer Nelson,PG,NOP,"Ankle, Personal",4,"612/10-12/12, 1/14-1/16","$78,936"
300,Andrew Bogut,C,LAL,Back,3,611/2-11/7,"$78,936"
301,Kyle Kuzma,PF,LAL,"Back, Ankle",5,"911/29-12/1, 3/14-3/15, 4/8-4/11","$72,387"
302,Michael Beasley,SF,NYK,"Ankle, Illness",2,"61/7-1/9, 4/3-4/5","$71,760"
303,Fred VanVleet,PG,TOR,"Knee, Personal, Wrist, Back",6,"91/17-1/19, 2/1-2/1, 3/18-3/20, 4/9-4/10","$66,744"
304,Semi Ojeleye,PF,BOS,Back,4,912/25-1/2,"$65,691"
305,Frank Kaminsky,C,CHA,"Illness, Ankle",2,"410/29-10/29, 12/8-12/10","$64,352"
306,Luke Kennard,SG,DET,"Thumb, Foot",2,"41/17-1/18, 2/3-2/4","$62,356"
307,Mike Scott,PF,WAS,"Personal, Illness",3,"612/29-12/30, 2/3-2/4, 3/21-3/22","$57,948"
308,Bam Adebayo,C,MIA,"Personal, Ankle",2,"43/3-3/4, 3/27-3/28","$56,280"
309,Dwayne Bacon,SG,CHA,"Illness, Ankle",5,"123/4-3/5, 4/1-4/10","$55,296"
310,Jose Calderon,PG,CLE,Hamstring,2,44/5-4/8,"$52,624"
311,Justin Holiday,SG,CHI,Personal,1,211/15-11/16,"$52,152"
312,Chinanu Onuaku,C,HOU,", Illness, Face",3,"71/3-1/3, 1/4-1/6, 1/22-1/24","$51,912"
313,Aron Baynes,C,BOS,Elbow,1,22/24-2/25,"$48,904"
314,Dwight Buycks,PG,DET,"Illness, Ankle",6,"112/3-2/11, 3/13-3/14","$46,497"
315,A.J. Hammons,C,MIA,Illness,2,610/18-10/23,"$44,496"
316,Donovan Mitchell,SG,UTA,Toe,2,312/20-12/22,"$44,427"
317,Cristiano Felicio,PF,CHI,Back,1,13/29-3/29,"$44,314"
318,Ivan Rabb,PF,MEM,"Concussion, Heel",4,"811/22-11/24, 3/21-3/21, 3/26-3/29","$42,936"
319,Kevon Looney,C,GSW,Illness,2,"51/30-2/1, 4/3-4/4","$41,565"
320,Shabazz Napier,PG,POR,Toe,2,"32/4-2/4, 3/23-3/24","$40,023"
321,Will Barton,SG,DEN,Back,1,212/13-12/14,"$39,924"
322,Malik Beasley,SG,DEN,Elbow,1,412/30-1/2,"$38,432"
323,Jamal Murray,PG,DEN,Concussion,1,21/17-1/18,"$37,914"
324,Damyean Dotson,SG,NYK,Foot,3,63/25-3/30,"$37,290"
325,Jodie Meeks,SG,WAS,Illness,1,23/21-3/22,"$37,176"
326,Ekpe Udoh,C,UTA,Personal,1,22/7-2/8,"$36,158"
327,Zach Collins,C,POR,Illness,1,210/18-10/19,"$34,546"
328,Willy Hernangomez,C,NYK,Illness,2,411/13-11/16,"$32,448"
329,Jarrett Allen,C,BKN,Foot,1,33/13-3/15,"$29,046"
330,Ian Clark,SG,NOP,Ankle,2,34/6-4/8,"$26,733"
331,Emeka Okafor,C,NOP,Ankle,1,23/4-3/5,"$26,312"
332,Spencer Dinwiddie,PG,BKN,Hamstring,1,311/11-11/13,"$25,836"
333,Wesley Iwundu,SF,ORL,Illness,2,43/28-3/31,"$23,728"
334,Kelly Oubre Jr.,SF,WAS,Foot,1,23/4-3/5,"$23,650"
335,Terrance Ferguson,SF,OKC,Head,1,23/10-3/11,"$20,170"
336,Brandon Paul,SG,SAS,Back,1,42/3-2/6,"$18,432"
337,Shabazz Muhammad,SG,MIL,Ankle,1,24/7-4/8,"$17,822"
338,Jerami Grant,PF,OKC,Hip,1,212/7-12/8,"$17,224"
339,Josh Richardson,SG,MIA,Ankle,1,23/14-3/15,"$16,626"
340,Dejounte Murray,PG,SAS,Ankle,1,22/10-2/11,"$14,832"
341,Nigel Hayes,PF,TOR,Personal,1,33/6-3/8,"$13,824"
342,Abdel Nader,SF,BOS,Illness,1,21/16-1/17,"$13,190"
343,Terry Rozier,PG,BOS,Ankle,1,14/3-4/3,"$11,235"
344,Sterling Brown,SG,MIL,Personal,1,24/7-4/8,"$9,216"
345,Sean Kilpatrick,SG,BKN,Personal,1,110/24-10/24,"$8,612"
346,Richard Jefferson,SF,DEN,Wrist,5,162/15-3/2,$208
