PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
Jaxson Hayes,NOP,69,28,41,20.1,7733.4,1.46,0.77,0.69,4.1,4.31,3.88
Jay Huff,LAL,4,0,4,5.1,1992,0.38,0.19,0.19,4.14,4.28,4.03
Jay Scrubb,LAC,17,8,9,7,2915.5,0.55,0.28,0.27,4.3,4.58,4.06
Jaylen Brown,BOS,65,43,22,33.6,12569.9,2.38,1.28,1.1,4.03,4.32,3.74
Jaylen Hoard,OKC,7,2,5,34.2,13995.7,2.65,1.45,1.2,4.38,4.59,4.15
Jaylen Morris,SAS,3,0,3,5.3,2251.3,0.43,0.24,0.19,4.55,5.14,4.02
Jaylen Nowell,MIN,62,37,25,15.7,6362,1.2,0.63,0.58,4.27,4.61,3.95
Jaysean Paige,DET,1,1,0,6.6,2933,0.56,0.3,0.25,4.85,4.65,5.08
Jayson Tatum,BOS,75,49,26,35.9,12791.3,2.42,1.32,1.11,3.83,4.16,3.51
Jeff Dowtin Jr.,ORL,9,4,5,12,4708.4,0.89,0.48,0.41,4.16,4.4,3.91
Jeff Green,DEN,75,44,31,24.6,8800.1,1.67,0.87,0.79,3.86,3.99,3.74
Jemerrio Jones,LAL,2,0,2,7.4,3019.5,0.57,0.3,0.27,4.29,5.25,3.52
Jerami Grant,DET,47,11,36,31.9,12082.7,2.29,1.28,1.01,4.03,4.48,3.57
Jeremiah Robinson-Earl,OKC,49,15,34,22.2,9120.5,1.73,0.94,0.79,4.39,4.83,3.97
Jeremy Lamb,SAC,56,23,33,16.7,6494.7,1.23,0.68,0.55,4.2,4.63,3.77
Jericho Sims,NYK,41,19,22,13.5,5343.2,1.01,0.54,0.47,4.19,4.41,3.95
Jevon Carter,MIL,66,39,27,13.7,5692.8,1.08,0.54,0.54,4.42,4.59,4.26
Jimmy Butler III,MIA,57,38,19,33.9,12870.9,2.44,1.29,1.15,4.03,4.26,3.81
Jock Landale,SAS,54,24,30,10.9,4447.1,0.84,0.45,0.39,4.3,4.71,3.92
Joe Harris,BKN,14,10,4,30.2,12387.9,2.35,1.3,1.04,4.4,4.81,3.97
Joe Ingles,POR,45,28,17,24.9,9619.7,1.82,0.99,0.84,4.09,4.37,3.8
Joe Johnson,BOS,1,1,0,1.9,799,0.15,0.1,0.06,5.3,4.66,6.15
Joe Wieskamp,SAS,29,11,18,7.1,2990.6,0.57,0.31,0.26,4.47,4.91,4.04
Joel Ayayi,WAS,7,1,6,2.9,1206.9,0.23,0.12,0.11,4.42,4.84,4.07
Joel Embiid,PHI,68,45,23,33.8,11744.1,2.22,1.17,1.05,3.73,3.91,3.55
John Collins,ATL,54,26,28,30.8,11925.4,2.26,1.2,1.05,4.13,4.42,3.84
John Konchar,MEM,72,48,24,17.9,7437.1,1.41,0.75,0.66,4.44,4.7,4.18
Jon Teske,MEM,2,2,0,2.3,881,0.17,0.11,0.06,3.66,3.62,3.72
Jonas Valančiūnas,NOP,73,33,40,30.3,11127.2,2.11,1.13,0.98,3.93,4.13,3.72
Jonathan Kuminga,GSW,69,44,25,16.9,6832,1.29,0.68,0.61,4.29,4.63,3.97
Jordan Bell,CHI,1,1,0,2,954,0.18,0.11,0.08,5.29,4.85,5.81
Jordan Clarkson,UTA,79,47,32,27.1,10754.9,2.04,1.13,0.9,4.21,4.61,3.8
Jordan Goodwin,WAS,2,1,1,3,1235.5,0.23,0.13,0.1,4.79,5.44,4.06
Jordan McLaughlin,MIN,62,36,26,14.5,6209.8,1.18,0.63,0.55,4.58,5.16,4.05
Jordan Nwora,MIL,62,34,28,19.1,7783.6,1.47,0.78,0.7,4.31,4.64,4
Jordan Poole,GSW,75,49,26,30,11574.2,2.19,1.23,0.96,4.11,4.67,3.56
Jordan Schakel,WAS,4,1,3,7.6,3247.5,0.62,0.32,0.29,4.59,5.02,4.2
Jose Alvarado,NOP,53,24,29,15.5,6680.9,1.27,0.66,0.61,4.54,4.76,4.33
Josh Christopher,HOU,74,18,56,18,7343,1.39,0.74,0.65,4.3,4.58,4.02
Josh Giddey,OKC,54,17,37,31.5,12409.4,2.35,1.27,1.08,4.3,4.74,3.88
Josh Green,DAL,67,44,23,15.5,6699.3,1.27,0.65,0.62,4.57,4.59,4.55
Josh Hart,POR,53,19,34,33.1,12919.5,2.45,1.32,1.13,4.14,4.45,3.82
Josh Jackson,SAC,50,12,38,16.3,6490.3,1.23,0.67,0.56,4.22,4.6,3.85
Josh Okogie,MIN,49,23,26,10.5,4265.7,0.81,0.39,0.42,4.26,4.25,4.26
Josh Richardson,SAS,64,38,26,24.8,9805.7,1.86,1.01,0.85,4.19,4.53,3.84
Joshua Primo,SAS,50,22,28,19.3,8236,1.56,0.85,0.71,4.52,5.03,4.03
Jrue Holiday,MIL,67,47,20,33,12988.8,2.46,1.3,1.16,4.22,4.67,3.8
Juan Toscano-Anderson,GSW,73,51,22,13.6,5585.6,1.06,0.57,0.49,4.34,4.81,3.91
Juancho Hernangomez,UTA,40,20,20,11.1,4592.6,0.87,0.46,0.41,4.45,4.74,4.17
Julius Randle,NYK,71,31,40,35.3,13017.3,2.47,1.37,1.09,3.93,4.25,3.59
Justin Anderson,IND,16,3,13,19.7,7678.3,1.45,0.77,0.68,4.11,4.39,3.84
Justin Champagnie,TOR,36,21,15,7.8,3358.2,0.64,0.34,0.3,4.58,4.7,4.45
Justin Holiday,SAC,74,25,49,27.8,11044,2.09,1.16,0.94,4.29,4.77,3.81
Justin Jackson,PHX,6,5,1,5.1,1909.2,0.36,0.21,0.15,4.12,4.65,3.53
Justin Robinson,DET,24,13,11,12.3,5161.8,0.98,0.51,0.47,4.43,4.62,4.24
Justise Winslow,POR,47,24,23,16.2,6423.1,1.22,0.63,0.58,4.19,4.42,3.96
Jusuf Nurkić,POR,56,25,31,28.2,10592,2.01,1.06,0.94,4.01,4.25,3.77
Juwan Morgan,BOS,2,1,1,15.5,6217,1.18,0.61,0.56,4.31,4.75,3.62
KJ Martin,HOU,79,20,59,21,7962.9,1.51,0.79,0.72,4.01,4.16,3.87
KZ Okpala,MIA,21,14,7,11.6,4743.1,0.9,0.49,0.41,4.31,4.52,4.04
Kai Jones,CHA,20,14,6,3,1223.3,0.23,0.12,0.11,4.16,4.31,4.01
Karl-Anthony Towns,MIN,74,44,30,33.5,11973,2.27,1.16,1.11,3.84,3.97,3.71
Keifer Sykes,IND,32,6,26,17.7,7361.8,1.39,0.74,0.65,4.41,4.8,4.03
Keita Bates-Diop,SAS,59,23,36,16.2,6732.4,1.28,0.68,0.6,4.42,4.85,4.02
Kelan Martin,BOS,30,14,16,15,5997.3,1.14,0.6,0.54,4.25,4.47,4.03
Keldon Johnson,SAS,75,33,42,31.9,12650.1,2.4,1.3,1.1,4.24,4.72,3.78
Keljin Blevins,POR,31,4,27,11.3,4660.3,0.88,0.46,0.42,4.38,4.6,4.13
Kelly Olynyk,DET,40,13,27,19.1,7376.4,1.4,0.78,0.62,4.08,4.53,3.64
Kelly Oubre Jr.,CHA,75,39,36,26.5,10279.3,1.95,1.01,0.93,4.11,4.37,3.87
Kemba Walker,NYK,37,16,21,25.6,9832.1,1.86,1.04,0.82,4.1,4.43,3.75
Kenrich Williams,OKC,49,17,32,21.9,8818.5,1.67,0.89,0.78,4.26,4.62,3.92
Kent Bazemore,LAL,39,16,23,14,5932.8,1.12,0.57,0.56,4.5,4.59,4.42
Kentavious Caldwell-Pope,WAS,77,34,43,30.2,11556.7,2.19,1.19,0.99,4.06,4.33,3.78
Keon Johnson,POR,36,8,28,19.3,7784,1.47,0.79,0.68,4.27,4.64,3.9
Kessler Edwards,BKN,48,22,26,20.6,8169.8,1.55,0.82,0.73,4.33,4.55,4.1
Kevin Durant,BKN,55,36,19,37.2,13121.2,2.49,1.33,1.16,3.74,4.06,3.43
Kevin Huerter,ATL,74,40,34,29.6,11337.4,2.15,1.15,1,4.14,4.42,3.86
Kevin Knox II,ATL,30,18,12,7.4,2950.6,0.56,0.29,0.27,4.3,4.48,4.11
Kevin Love,CLE,74,38,36,22.5,8250.6,1.56,0.85,0.71,3.9,4.12,3.66
Kevin Pangos,CLE,24,16,8,6.9,2955.4,0.56,0.32,0.24,4.54,4.74,4.37
Kevin Porter Jr.,HOU,61,16,45,31.3,12083.4,2.29,1.23,1.05,4.11,4.37,3.85
Kevon Looney,GSW,81,53,28,21.1,7960.5,1.51,0.77,0.74,4.03,4.19,3.88
Khem Birch,TOR,55,34,21,18,7185.7,1.36,0.74,0.62,4.26,4.52,4
Khris Middleton,MIL,66,44,22,32.4,12449.5,2.36,1.26,1.1,4.09,4.59,3.63
Killian Hayes,DET,65,21,44,24.9,9944.6,1.88,1.01,0.88,4.24,4.55,3.94
Killian Tillie,MEM,35,26,9,12.6,5119.7,0.97,0.51,0.46,4.31,4.46,4.15
Kira Lewis Jr.,NOP,24,6,18,14.2,6011.6,1.14,0.61,0.53,4.45,4.7,4.2
Klay Thompson,GSW,32,17,15,29.4,11644.3,2.21,1.2,1.01,4.26,4.78,3.77
Kris Dunn,POR,14,1,13,24,9698.9,1.84,0.94,0.9,4.23,4.43,4.04
Kristaps Porziņģis,WAS,51,26,25,29,10612.2,2.01,1.09,0.92,3.9,4.11,3.67
Kyle Anderson,MEM,69,46,23,21.5,8408,1.59,0.85,0.74,4.16,4.44,3.89
Kyle Guy,MIA,19,15,4,9.8,4099.9,0.78,0.43,0.34,4.42,4.7,4.12
Kyle Kuzma,WAS,66,29,37,33.4,13074.2,2.48,1.38,1.1,4.16,4.53,3.78
Kyle Lowry,MIA,63,41,22,33.9,12038.4,2.28,1.25,1.03,3.76,4.13,3.4
Kyrie Irving,BKN,29,14,15,37.6,13567.6,2.57,1.39,1.18,3.85,4.17,3.53
LaMarcus Aldridge,BKN,47,26,21,22.3,8300.1,1.57,0.83,0.74,4.01,4.21,3.8
LaMelo Ball,CHA,74,39,35,32.3,13477.3,2.55,1.4,1.15,4.44,4.94,3.95
Lamar Stevens,CLE,63,35,28,16.1,6380.6,1.21,0.63,0.58,4.2,4.32,4.08
Lance Stephenson,IND,46,11,35,17.7,6411.7,1.21,0.66,0.56,3.82,4.18,3.46
Landry Shamet,PHX,69,53,16,20.8,8714.3,1.65,0.91,0.74,4.51,5.02,4.01
Langston Galloway,MIL,7,4,3,15.2,6269,1.19,0.64,0.55,4.36,4.82,3.92
Larry Nance Jr.,NOP,46,19,27,22.6,8804.5,1.67,0.88,0.78,4.13,4.39,3.88
Lauri Markkanen,CLE,61,32,29,30.8,11741.3,2.22,1.21,1.02,4.07,4.34,3.8
LeBron James,LAL,56,25,31,37.2,12615.5,2.39,1.29,1.1,3.61,3.92,3.3
Leandro Bolmaro,MIN,35,19,16,6.9,3093.6,0.59,0.31,0.27,4.7,5.12,4.3
Lindell Wigginton,MIL,19,11,8,10.5,4232,0.8,0.42,0.38,4.32,4.63,4.02
Lindy Waters III,OKC,25,6,19,18.6,7598.8,1.44,0.79,0.65,4.37,4.75,3.98
Lonnie Walker IV,SAS,70,27,43,23,8875.8,1.68,0.9,0.78,4.09,4.48,3.71
Lonzo Ball,CHI,35,22,13,34.6,13647.7,2.58,1.39,1.2,4.21,4.63,3.81
Lou Williams,ATL,56,33,23,14.3,5060.2,0.96,0.52,0.43,3.82,4.12,3.5
Louis King,SAC,10,2,8,10.4,4270.5,0.81,0.42,0.39,4.33,4.63,4.05
Luguentz Dort,OKC,51,17,34,32.6,12650.7,2.4,1.29,1.1,4.13,4.5,3.77
Luka Dončić,DAL,65,44,21,35.4,12542.9,2.38,1.37,1.01,3.78,4.2,3.34
Luka Garza,DET,31,3,28,12,5076.8,0.96,0.51,0.45,4.49,4.79,4.2
Luke Kennard,LAC,70,35,35,27.4,10512.9,1.99,1.1,0.89,4.06,4.43,3.68
Luke Kornet,BOS,15,11,4,6.9,2547.9,0.48,0.26,0.22,4.07,4.27,3.96
MJ Walker,PHX,2,1,1,4.2,1993,0.38,0.22,0.16,5.13,4.89,4.03
Mac McClung,LAL,2,2,0,12.2,5217.5,0.99,0.56,0.42,4.54,4.88,3.72
Malachi Flynn,TOR,44,25,19,12.2,4909.1,0.93,0.49,0.44,4.29,4.56,4.06
Malcolm Brogdon,IND,36,14,22,33.5,12845.3,2.43,1.35,1.08,4.08,4.57,3.59
Malcolm Hill,CHI,19,8,11,11.2,4442.7,0.84,0.43,0.42,4.2,4.3,4.09
Malik Beasley,MIN,79,46,33,25,9633.2,1.82,0.98,0.85,4.1,4.48,3.74
Malik Fitts,BOS,15,13,2,4.2,1629.4,0.31,0.17,0.14,4.04,4.15,3.91
Malik Monk,LAL,76,32,44,28.1,11206.5,2.12,1.16,0.97,4.23,4.63,3.84
Malik Newman,CLE,1,0,1,7.7,2655,0.5,0.28,0.22,3.76,4.95,2.76
Mamadi Diakite,OKC,13,4,9,14.4,5724.7,1.08,0.59,0.5,4.24,4.49,3.97
Marcus Garrett,MIA,12,11,1,10.7,4391,0.83,0.42,0.41,4.4,4.34,4.48
Marcus Morris Sr.,LAC,53,26,27,28.8,10250,1.94,1.04,0.9,3.79,4,3.57
Marcus Smart,BOS,70,47,23,32.4,11567.9,2.19,1.17,1.02,3.86,4.15,3.57
Markelle Fultz,ORL,18,6,12,20,8317.6,1.58,0.87,0.71,4.52,5.01,4
Markieff Morris,MIA,17,10,7,17.6,6493.8,1.23,0.64,0.59,3.93,4.13,3.74
Marko Simonovic,CHI,9,4,5,3.9,1554.7,0.29,0.14,0.15,4.24,4.32,4.17
Markus Howard,DEN,31,17,14,5.7,2317.4,0.44,0.24,0.2,4.31,4.64,3.96
Marquese Chriss,DAL,34,24,10,10.2,4073.1,0.77,0.41,0.36,4.24,4.5,3.97
Marvin Bagley III,DET,48,17,31,23.9,9883.9,1.87,0.99,0.88,4.41,4.69,4.14
Mason Jones,LAL,4,2,2,12.7,5256,1,0.55,0.45,4.38,4.88,3.88
Mason Plumlee,CHA,72,40,32,24.6,9808.9,1.86,1,0.86,4.28,4.64,3.92
Matisse Thybulle,PHI,66,43,23,25.5,10212,1.93,0.97,0.97,4.3,4.32,4.28
Matt Mooney,NYK,1,1,0,1.9,906,0.17,0.08,0.09,5.28,5.08,5.5
Matt Ryan,BOS,1,1,0,5.3,2147,0.41,0.23,0.18,4.21,4.09,4.34
Matt Thomas,CHI,40,23,17,11.5,5016.8,0.95,0.53,0.42,4.63,5.09,4.16
Maurice Harkless,SAC,46,14,32,18.3,7071.3,1.34,0.7,0.64,4.19,4.42,3.96
Max Strus,MIA,68,46,22,23.3,9741.5,1.84,1.04,0.8,4.42,4.96,3.87
Maxi Kleber,DAL,59,36,23,24.6,9070.9,1.72,0.94,0.77,3.93,4.18,3.67
McKinley Wright IV,MIN,5,3,2,3.8,1624.8,0.31,0.17,0.14,4.29,4.42,4.15
Melvin Frazier Jr.,OKC,3,0,3,39.9,15402.7,2.92,1.6,1.32,4.17,4.42,3.89
Micah Potter,DET,3,2,1,10.3,4584,0.87,0.44,0.43,4.67,4.66,4.67
Michael Porter Jr.,DEN,9,5,4,29.4,11394.1,2.16,1.11,1.05,4.12,4.27,3.98
Mikal Bridges,PHX,81,63,18,34.8,13850.5,2.62,1.35,1.28,4.3,4.52,4.09
Mike Conley,UTA,72,44,28,28.6,11265.3,2.13,1.19,0.95,4.18,4.58,3.76
Mike Muscala,OKC,43,15,28,13.8,5657.5,1.07,0.59,0.48,4.33,4.88,3.78
Miles Bridges,CHA,79,41,38,35.4,14085.1,2.67,1.45,1.22,4.23,4.68,3.79
Miles McBride,NYK,40,19,21,9.3,3792.2,0.72,0.37,0.35,4.34,4.35,4.32
Mitchell Robinson,NYK,71,31,40,25.6,9709.9,1.84,0.97,0.87,4.05,4.17,3.92
Miye Oni,UTA,16,15,1,2.8,1111.3,0.21,0.11,0.1,4.2,3.98,4.18
Mo Bamba,ORL,71,19,52,25.7,9825.5,1.86,0.98,0.88,4.1,4.33,3.88
Montrezl Harrell,CHA,71,36,35,23.1,8412.8,1.59,0.84,0.75,3.86,4.02,3.69
Monté Morris,DEN,75,44,31,29.9,11358.5,2.15,1.2,0.95,4.11,4.53,3.69
Moritz Wagner,ORL,63,16,47,15.2,6008.1,1.14,0.62,0.52,4.18,4.57,3.79
Moses Brown,CLE,40,19,21,8.6,3496.3,0.66,0.37,0.3,4.31,4.54,4.07
Moses Moody,GSW,51,35,16,11.4,4342.5,0.82,0.44,0.38,4.02,4.28,3.78
Moses Wright,DAL,4,4,0,3.7,1420.8,0.27,0.15,0.12,4.18,4.15,4.22
Mychal Mulder,MIA,17,3,14,14.1,5508,1.04,0.54,0.5,4.13,4.45,3.87
Myles Powell,PHI,11,8,3,4.7,2002.8,0.38,0.19,0.19,4.45,4.58,4.34
Myles Turner,IND,42,15,27,29.4,11320,2.14,1.14,1,4.11,4.42,3.81
Naji Marshall,NOP,55,23,32,13.4,5517.7,1.05,0.55,0.49,4.36,4.59,4.12
Nassir Little,POR,42,19,23,25.9,10260.7,1.94,1.04,0.9,4.19,4.42,3.95
Nate Hinton,IND,2,0,2,1.2,555.5,0.11,0.05,0.06,4.24,5.59,3.42
Nathan Knight,MIN,37,22,15,7.2,2794.5,0.53,0.28,0.25,4.06,4.41,3.73
Naz Reid,MIN,77,42,35,15.8,6253.3,1.18,0.62,0.57,4.25,4.6,3.92
Neemias Queta,SAC,15,4,11,8,3150.8,0.6,0.31,0.29,4.18,4.37,3.9
Nemanja Bjelica,GSW,70,48,22,16,6106.4,1.16,0.62,0.54,4.05,4.34,3.76
Nerlens Noel,NYK,25,10,15,22.5,8803.8,1.67,0.91,0.76,4.15,4.42,3.86
Nic Claxton,BKN,47,24,23,20.7,8164.4,1.55,0.8,0.75,4.24,4.49,3.99
Nick Richards,CHA,49,25,24,7.1,2992.6,0.57,0.29,0.27,4.47,4.74,4.21
Nickeil Alexander-Walker,UTA,64,28,36,22.6,9473.3,1.79,1,0.79,4.44,4.93,3.95
Nicolas Batum,LAC,58,31,27,24.9,9688.3,1.83,0.95,0.88,4.15,4.28,4.02
Nik Stauskas,BOS,8,7,1,4.8,1975.1,0.37,0.22,0.16,4.29,4.55,3.99
Nikola Jokić,DEN,74,46,28,33.5,12227.2,2.32,1.26,1.05,3.95,4.29,3.61
Nikola Vučević,CHI,73,41,32,33.1,11671.9,2.21,1.17,1.05,3.83,4.04,3.62
Norman Powell,LAC,45,15,30,32.4,12412,2.35,1.25,1.1,4.07,4.37,3.78
Norvel Pelle,UTA,3,0,3,6.3,2191.3,0.42,0.22,0.19,3.97,4.43,4.17
OG Anunoby,TOR,48,31,17,36,13573.1,2.57,1.35,1.22,4.01,4.18,3.84
Obi Toppin,NYK,71,31,40,17.2,7116.1,1.35,0.72,0.63,4.38,4.7,4.06
Olivier Sarr,OKC,22,6,16,19.1,7692.9,1.46,0.79,0.67,4.31,4.59,4
Omer Yurtseven,MIA,56,39,17,12.6,4995.3,0.95,0.5,0.44,4.25,4.54,3.96
Onyeka Okongwu,ATL,48,26,22,20.7,7978.3,1.51,0.8,0.71,4.15,4.35,3.97
Oshae Brissett,IND,67,19,48,23.3,9537,1.81,0.97,0.84,4.33,4.68,3.98
Otto Porter Jr.,GSW,62,41,21,22.1,8808.4,1.67,0.9,0.76,4.23,4.64,3.83
P.J. Tucker,MIA,71,45,26,27.9,10823.9,2.05,1.08,0.97,4.12,4.29,3.95
P.J. Washington,CHA,65,33,32,27.2,10557,2,1.06,0.94,4.12,4.49,3.77
PJ Dozier,DEN,18,9,9,18.9,7525.3,1.43,0.78,0.64,4.19,4.54,3.8
Paris Bass,PHX,1,1,0,5.5,2329,0.44,0.25,0.19,3.93,5.52,4.22
Pascal Siakam,TOR,68,40,28,37.9,14320.5,2.71,1.49,1.22,4.04,4.39,3.67
Pat Connaughton,MIL,65,41,24,26,10402.9,1.97,1.05,0.92,4.24,4.62,3.88
Patrick Beverley,MIN,58,33,25,25.4,9508.6,1.8,0.98,0.82,4.03,4.39,3.67
Patrick Williams,CHI,17,9,8,24.8,10165.8,1.93,1,0.92,4.33,4.61,4.09
Patty Mills,BKN,81,44,37,29,11724.8,2.22,1.18,1.04,4.36,4.65,4.06
Paul George,LAC,31,18,13,34.8,13190.2,2.5,1.38,1.12,4.03,4.48,3.59
Paul Millsap,PHI,33,22,11,11.4,4492.8,0.85,0.46,0.39,4.21,4.51,3.91
Paul Reed,PHI,38,21,17,8,3295.5,0.62,0.34,0.29,4.37,4.68,4.08
Paul Watson,OKC,9,2,7,17.4,6976.2,1.32,0.69,0.63,4.32,4.56,4.01
Payton Pritchard,BOS,71,46,25,14.1,5559.6,1.05,0.57,0.48,4.24,4.46,4.01
Petr Cornelie,DEN,13,3,10,2.9,1225.1,0.23,0.12,0.11,4.32,4.61,4.03
Precious Achiuwa,TOR,73,46,27,23.6,9358.3,1.77,0.94,0.83,4.21,4.42,4
Quentin Grimes,NYK,45,20,25,17.3,6785.5,1.29,0.67,0.61,4.13,4.34,3.94
Quinndary Weatherspoon,GSW,11,8,3,6.7,2810.2,0.53,0.29,0.24,4.47,4.94,4.02
R.J. Hampton,ORL,64,15,49,21.9,8866.6,1.68,0.9,0.78,4.3,4.55,4.04
RJ Barrett,NYK,69,32,37,34.5,13904.1,2.63,1.43,1.21,4.3,4.6,3.99
Rajon Rondo,CLE,39,16,23,17.9,6747.4,1.28,0.69,0.58,3.99,4.21,3.75
Raul Neto,WAS,70,29,41,19.6,7890.4,1.49,0.83,0.66,4.27,4.67,3.86
Rayjon Tucker,MIL,5,2,3,14.2,5837.2,1.11,0.57,0.54,4.3,4.43,4.19
Reggie Bullock Jr.,DAL,68,44,24,28,10745.5,2.04,1.07,0.97,4.1,4.16,4.04
Reggie Jackson,LAC,74,38,36,31.1,11645.2,2.21,1.2,1,3.97,4.28,3.65
Reggie Perry,POR,10,0,10,18.7,7162.7,1.36,0.72,0.64,4.04,4.31,3.78
Richaun Holmes,SAC,44,15,29,23.6,8770,1.66,0.86,0.8,3.95,4.17,3.74
Ricky Rubio,IND,34,20,14,28.5,11475.7,2.17,1.26,0.91,4.23,4.73,3.69
Rob Edwards,OKC,2,0,2,5.4,2183,0.41,0.23,0.18,4.18,5.26,4.15
Robert Covington,LAC,71,34,37,27.3,10155.9,1.92,1.04,0.89,3.94,4.23,3.64
Robert Williams III,BOS,60,40,20,29.5,10662.5,2.02,1.05,0.97,3.91,4.04,3.79
Robert Woodard II,SAS,12,0,12,3.5,1422.2,0.27,0.14,0.13,4.16,4.66,3.7
Robin Lopez,ORL,36,9,27,17,6318.3,1.2,0.63,0.56,3.97,4.17,3.78
Rodney Hood,LAC,52,30,22,13.6,5329.6,1.01,0.54,0.46,4.12,4.5,3.76
Rodney McGruder,DET,50,13,37,14.7,6166.4,1.17,0.62,0.55,4.43,4.75,4.12
Romeo Langford,SAS,48,24,24,16.1,6442.8,1.22,0.63,0.59,4.25,4.37,4.12
Royce O'Neale,UTA,77,46,31,31.2,12368.7,2.34,1.28,1.07,4.21,4.58,3.84
Ruben Nembhard Jr.,CLE,14,6,8,4.5,1797.4,0.34,0.19,0.15,4.22,4.5,3.91
Rudy Gay,UTA,55,34,21,18.9,7157.9,1.36,0.73,0.63,4.02,4.27,3.77
Rudy Gobert,UTA,66,42,24,32.1,12193.5,2.31,1.22,1.09,4.02,4.24,3.82
Rui Hachimura,WAS,42,16,26,22.5,8739.4,1.66,0.91,0.74,4.15,4.53,3.78
Russell Westbrook,LAL,78,31,47,34.3,12613.3,2.39,1.29,1.1,3.91,4.28,3.55
Ryan Arcidiacono,NYK,10,8,2,7.6,3236,0.61,0.34,0.28,4.4,4.69,4.23
Saben Lee,DET,36,8,28,16.3,6698.4,1.27,0.67,0.6,4.33,4.54,4.13
Saddiq Bey,DET,81,23,58,33,12555.1,2.38,1.27,1.11,4.05,4.28,3.81
Sam Dekker,TOR,1,1,0,0.9,414,0.08,0.05,0.03,5.28,0,0
Sam Hauser,BOS,26,20,6,6.1,2477.5,0.47,0.27,0.2,4.47,4.84,4.04
Sam Merrill,MEM,6,2,4,9.6,4040.2,0.77,0.42,0.35,4.41,4.75,4.06
Sandro Mamukelashvili,MIL,41,22,19,9.9,4128.2,0.78,0.43,0.35,4.41,4.69,4.08
Santi Aldama,MEM,31,19,12,11,4644.5,0.88,0.47,0.41,4.44,4.65,4.23
Scottie Barnes,TOR,74,43,31,35.4,14345.5,2.72,1.45,1.27,4.33,4.63,4.02
Scottie Lewis,CHA,2,1,1,3.3,1434.5,0.27,0.16,0.12,4.08,4.87,3.28
Scotty Hopson,OKC,1,0,1,17.7,7045,1.33,0.69,0.65,4.15,4.35,3.95
Sekou Doumbouya,LAL,2,0,2,8.2,3424.5,0.65,0.33,0.32,4.42,5.22,3.74
Semi Ojeleye,LAC,30,14,16,13.5,5395.9,1.02,0.55,0.48,4.22,4.49,3.94
Serge Ibaka,MIL,53,30,23,16.2,5985.3,1.13,0.6,0.53,3.95,4.22,3.67
Seth Curry,BKN,64,38,26,33.4,12240.5,2.32,1.27,1.04,3.98,4.27,3.68
Shai Gilgeous-Alexander,OKC,56,16,40,34.7,12823.9,2.43,1.36,1.07,4.01,4.53,3.5
Shake Milton,PHI,55,34,21,21.4,8191.4,1.55,0.83,0.72,4.08,4.29,3.87
Shaq Buchanan,MEM,2,2,0,4.9,2145,0.41,0.22,0.18,4.47,4.53,4.42
Shaquille Harrison,BKN,2,1,1,11.3,4747,0.9,0.44,0.46,4.49,4.7,4.31
Sharife Cooper,ATL,13,8,5,3,1201.3,0.23,0.12,0.11,4.28,4.35,4.21
Skylar Mays,ATL,28,17,11,7.8,3017.1,0.57,0.3,0.27,4.07,4.29,3.85
Solomon Hill,ATL,13,7,6,10.7,4137.5,0.78,0.43,0.36,4.1,4.43,3.76
Spencer Dinwiddie,DAL,67,38,29,29.6,10852.7,2.06,1.16,0.89,3.91,4.31,3.48
Stanley Johnson,LAL,48,16,32,22.8,8862.1,1.68,0.87,0.81,4.15,4.33,3.96
Stephen Curry,GSW,64,45,19,34.5,13431.3,2.54,1.44,1.1,4.15,4.83,3.5
Sterling Brown,DAL,49,31,18,12.8,5191.7,0.98,0.51,0.47,4.3,4.34,4.25
Steven Adams,MEM,75,50,25,26.4,9780.9,1.85,0.98,0.87,4.01,4.19,3.83
Svi Mykhailiuk,TOR,56,29,27,12.8,5457.6,1.03,0.55,0.48,4.53,4.9,4.17
T.J. McConnell,IND,27,9,18,24.1,10547.5,2,1.08,0.91,4.64,5.04,4.25
Tacko Fall,CLE,11,4,7,5.3,1914.9,0.36,0.2,0.16,3.74,3.77,3.5
Taj Gibson,NYK,51,23,28,18.1,6989.5,1.32,0.7,0.63,4.08,4.28,3.88
Talen Horton-Tucker,LAL,60,23,37,25.2,9643.5,1.83,0.98,0.85,4.06,4.3,3.82
Taurean Prince,MIN,69,40,29,17.1,6487.3,1.23,0.64,0.59,4.1,4.4,3.82
Terance Mann,LAC,80,41,39,28.6,11458,2.17,1.14,1.03,4.25,4.43,4.06
Terence Davis,SAC,29,10,19,17.9,7278.8,1.38,0.74,0.64,4.4,4.94,3.91
Terrence Ross,ORL,63,14,49,23,9083.1,1.72,0.95,0.77,4.19,4.63,3.75
Terry Rozier,CHA,72,38,34,33.7,13799.8,2.61,1.39,1.22,4.37,4.69,4.05
Terry Taylor,IND,33,7,26,21.6,8993.1,1.7,0.9,0.8,4.42,4.75,4.11
Thaddeus Young,TOR,52,27,25,16.3,6340.9,1.2,0.65,0.55,4.14,4.4,3.87
Thanasis Antetokounmpo,MIL,48,26,22,9.9,4093.6,0.78,0.41,0.36,4.35,4.54,4.16
Theo Maledon,OKC,51,14,37,17.8,7341.3,1.39,0.77,0.62,4.42,4.92,3.92
