Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
179,Tari Eason,PF,HOU,"Concussion, Leg, Injury Management",20,"4012/5-12/9, 12/19-1/15, 1/28-1/28, 2/4-2/4, 2/9-2/9, 2/13-2/13, 2/22-2/22, 2/26-2/26, 3/3-3/3","$849,480"
180,LeBron James,PF,LAL,"Foot, Ankle",2,"312/13-12/14, 2/8-2/8","$840,153"
181,Ousmane Dieng,SF,OKC,"Finger, Illness, Leg, Wrist",16,"2911/25-12/14, 1/23-1/23, 2/7-2/13, 2/28-2/28","$837,839"
182,Scoot Henderson,PG,POR,"Hip, Quad, Ankle",8,"1411/22-11/26, 11/29-12/6, 2/12-2/12","$825,454"
183,Isaiah Joe,SG,OKC,"Calf, Illness, Knee, Back",7,"1111/19-11/24, 1/22-1/23, 2/10-2/10, 3/2-3/3","$821,315"
184,Dwight Powell,C,DAL,Hip,16,351/20-2/23,"$804,615"
185,Donovan Mitchell,SG,CLE,"Rest, Shoulder",4,"411/17-11/17, 1/9-1/9, 2/5-2/5, 3/2-3/2","$801,112"
186,Kevin Love,C,MIA,"Personal, Back",17,"3610/23-11/9, 11/28-11/27, 12/2-12/2, 12/21-12/21, 1/9-1/9, 2/12-2/24","$796,536"
187,Evan Mobley,PF,CLE,"Illness, Ankle, Calf, Rest",7,"1211/15-11/15, 12/13-12/15, 1/18-1/24, 3/4-3/4","$774,324"
188,Dillon Brooks,SF,HOU,"Ankle, Knee",4,"612/23-12/27, 3/3-3/3","$767,430"
189,Keldon Johnson,SG,SAS,"Hamstring, Calf",3,"711/23-11/26, 12/13-12/15","$764,365"
190,Naji Marshall,SF,DAL,Illness,12,"1512/1-12/3, 12/5-12/9, 12/15-12/15, 1/22-1/27","$738,915"
191,DaQuan Jeffries,SG,CHA,"Hand, Adductor, Illness, Knee",26,"5210/23-12/5, 1/3-1/3, 1/12-1/12, 2/20-2/25","$724,828"
192,Kenrich Williams,PF,OKC,Knee,10,1810/24-11/10,"$689,904"
193,Coby White,PG,CHI,"Ankle, Neck",6,"1012/2-12/5, 1/12-1/12, 1/23-1/27","$689,660"
194,Jaylin Williams,C,OKC,Hamstring,27,5910/23-12/20,"$684,813"
195,Bilal Coulibaly,SF,WAS,"Mouth, Groin",4,"1711/18-11/20, 12/23-1/5","$678,555"
196,Eric Gordon,SG,PHI,"Mouth, Knee, Wrist",16,"3512/23-12/30, 2/2-2/4, 2/11-3/6","$664,545"
197,Al Horford,C,BOS,"Rest, Toe, Illness",12,"1211/1-11/1, 11/13-11/13, 11/22-11/22, 11/25-11/25, 12/2-12/2, 12/15-12/15, 1/3-1/3, 1/18-1/18, 1/22-1/22, 1/29-1/29, 2/25-2/25, 3/6-3/6","$655,176"
198,Trey Murphy III,SF,NOP,"Hamstring, Knee, Ankle",13,"2210/22-11/9, 11/27-11/27, 1/7-1/8","$652,388"
199,Royce O'Neale,SF,PHX,Ankle,6,1212/31-1/11,"$646,548"
200,Deni Avdija,SF,POR,"Ankle, Quad",5,"71/14-1/18, 2/28-2/28, 3/7-3/7","$628,593"
201,Torrey Craig,SF,CHI,"Illness, Achilles, Leg, Ankle",21,"4011/9-11/9, 12/13-12/13, 12/21-12/21, 12/31-2/2, 2/8-2/10","$623,100"
202,Sam Hauser,SF,BOS,"Back, Personal, Adductor, Hip, Ankle",10,"5110/23-11/28, 12/2-12/2, 12/12-12/12, 12/19-12/13, 12/21-12/21, 1/27-1/29, 3/6-3/6","$613,275"
203,Jaxson Hayes,C,LAL,"Ankle, Knee",20,"4311/13-11/25, 11/27-12/25, 3/8-3/8","$608,923"
204,John Konchar,SG,MEM,"Foot, Quad, Illness, Shoulder, Knee",9,"1710/26-10/30, 10/31-11/7, 11/20-11/21, 1/4-1/4, 3/5-3/5","$602,327"
205,Jose Alvarado,PG,NOP,"Hamstring, Illness",23,"5111/13-1/1, 2/5-2/5","$582,879"
206,Joe Ingles,SF,MIN,Calf,14,3011/26-12/25,"$569,610"
207,Gabe Vincent,PG,LAL,"Oblique, Knee",7,"912/31-1/3, 1/27-1/30, 2/12-2/12","$568,962"
208,Tim Hardaway Jr.,SG,DET,"Head, Back",4,"611/13-11/17, 1/9-1/9","$558,384"
209,Vit Krejci,PG,ATL,"Adductor, Injury Management, Back",21,"4410/30-11/16, 11/18-11/18, 2/12-3/8","$546,876"
210,Jalen Smith,PF,CHI,"Knee, Illness, Ankle, Concussion",8,"1110/30-10/30, 11/11-11/11, 11/27-11/28, 12/28-12/28, 2/2-2/2, 2/22-2/26","$541,871"
211,Cody Williams,SG,UTA,Ankle,9,171/22-2/7,"$534,344"
212,Brandin Podziemski,SG,GSW,"Illness, Abdominal, Back",14,"2611/6-11/6, 12/30-1/22, 3/8-3/8","$525,980"
213,Tidjane Salaun,PF,CHA,"Ankle, Illness",6,"1212/5-12/12, 2/3-2/3, 2/25-2/27","$516,468"
214,Kyle Anderson,PF,GSW,"Neck, Hamstring",6,"1011/12-11/12, 1/15-1/23","$504,630"
215,Moses Moody,SG,GSW,"Ankle, Injury Management, Knee, Back",7,"1512/11-12/22, 12/28-12/28, 1/9-1/9, 2/5-2/5","$500,280"
216,Tyler Herro,SG,MIA,"Groin, Illness",3,"31/21-1/21, 2/10-2/10, 3/5-3/5","$500,001"
217,Shaedon Sharpe,SG,POR,Shoulder,8,1310/23-11/4,"$494,156"
218,Simone Fontecchio,SF,DET,"Toe, Personal, Hand",7,"1111/13-11/16, 1/1-1/4, 2/24-2/26","$486,299"
219,Anthony Edwards,SG,MIN,"Illness, Hip",2,"22/1-2/1, 2/8-2/8","$484,786"
220,Josh Giddey,SG,CHI,"Ankle, Quad",5,"1012/19-12/27, 3/4-3/4","$480,020"
221,Johnny Juzang,SG,UTA,"Thumb, Hand",12,"2710/23-10/29, 1/11-1/30","$479,088"
222,Luguentz Dort,SG,OKC,"Ankle, Knee, Back",5,"512/28-12/28, 1/26-1/26, 2/7-2/8, 3/7-3/7","$474,140"
223,Gradey Dick,SG,TOR,"Calf, Hamstring, Illness, Pelvis",10,"1711/25-12/4, 12/31-12/31, 1/29-1/29, 3/4-3/8","$465,426"
224,Ja'Kobe Walter,SG,TOR,"Shoulder, Illness, Quad",13,"2310/23-10/31, 11/9-11/20, 12/26-12/26, 3/8-3/8","$458,022"
225,Kobe Brown,PF,LAC,Back,12,3111/27-12/27,"$451,453"
226,Keyonte George,SG,UTA,"Foot, Ankle, Heel, Illness",10,"1911/9-11/11, 12/21-12/29, 1/7-1/12, 3/5-3/5","$445,968"
227,Derrick Jones Jr.,SF,LAC,"Hamstring, Groin",5,"812/13-12/16, 3/2-3/5","$437,880"
228,Maxwell Lewis,SF,BKN,Knee,20,401/2-2/10,"$434,920"
229,Bobi Klintman,SF,DET,Calf,29,6010/23-12/21,"$433,500"
230,Miles McBride,PG,NYK,"Knee, Hamstring",9,"1611/15-11/24, 1/3-1/8","$433,120"
231,Brandon Clarke,PF,MEM,"Toe, Knee, Back",4,"611/13-11/14, 12/29-12/31, 2/3-2/3","$431,034"
232,Ben Sheppard,SF,IND,Oblique,14,2811/18-12/15,"$428,680"
233,Ochai Agbaji,SF,TOR,"Hip, Hand, Ankle",9,"171/9-1/9, 1/17-1/25, 3/2-3/8","$421,124"
234,Peyton Watson,SG,DEN,Knee,13,302/1-3/2,"$416,130"
235,Cason Wallace,PG,OKC,"Quad, Shoulder, Knee",9,"1312/28-12/28, 2/3-2/13, 3/7-3/7","$415,090"
236,Shai Gilgeous-Alexander,PG,OKC,"Wrist, Rest",2,"21/17-1/17, 3/7-3/7","$412,184"
237,Bam Adebayo,C,MIA,"Back, Knee",2,"21/13-1/13, 2/13-2/13","$400,556"
238,Kentavious Caldwell-Pope,SG,ORL,"Personal, Knee, Rest",3,"311/21-11/21, 1/12-1/12, 2/1-2/1","$392,361"
239,James Harden,SG,LAC,Groin,2,"21/2-1/2, 1/22-1/22","$386,826"
240,Dario Saric,PF,DEN,Ankle,5,1312/7-12/19,"$386,113"
241,Mohamed Bamba,C,LAC,"Knee, Injury Management",12,"2510/23-11/15, 11/25-11/25","$375,450"
242,Santi Aldama,C,MEM,"Ankle, Illness, Calf",11,"1612/27-1/6, 1/24-1/25, 3/3-3/5","$364,192"
243,Josh Green,SG,CHA,"Foot, Calf, Illness",4,"51/29-1/29, 2/7-2/9, 3/5-3/5","$363,630"
244,Kel'el Ware,C,MIA,"Illness, Foot, Knee",9,"1410/25-10/25, 12/1-12/8, 3/3-3/7","$362,382"
245,Corey Kispert,SF,WAS,Ankle,5,1112/5-12/15,"$360,712"
246,Anthony Black,SG,ORL,Back,4,812/29-1/5,"$349,784"
247,Walker Kessler,C,UTA,"Hip, Rest, Shoulder, Thumb, Illness",14,"2011/12-11/22, 1/12-1/12, 1/17-1/17, 1/27-1/28, 2/8-2/8, 2/13-2/13, 2/24-2/24, 3/2-3/2, 3/5-3/5","$340,920"
248,Andrew Nembhard,PG,IND,"Knee, Injury Management, Back",16,"2911/1-11/3, 11/8-11/30, 12/4-12/4, 12/27-12/27, 1/29-1/29","$336,603"
249,Charles Bassey,C,SAS,Knee,12,"272/5-2/20, 2/25-3/7","$335,583"
250,Duncan Robinson,SF,MIA,"Personal, Foot, Illness",3,"311/2-11/2, 12/29-12/29, 2/12-2/12","$334,587"
251,Bennedict Mathurin,SG,IND,"Illness, Wrist",5,"81/29-1/29, 2/28-3/6","$333,136"
252,Kris Dunn,PG,LAC,Knee,7,"111/22-1/31, 2/2-2/2","$326,711"
253,Derrick White,PG,BOS,"Foot, Illness, Shin",3,"312/1-12/1, 1/7-1/7, 1/27-1/27","$324,507"
254,Josh Hart,SG,NYK,"Personal, Knee",3,"312/19-12/19, 2/20-2/21","$312,828"
255,Jett Howard,SG,ORL,Ankle,5,101/12-1/21,"$303,350"
256,Obi Toppin,PF,IND,Ankle,3,"411/10-11/10, 12/27-12/29","$298,276"
257,Cole Anthony,PG,ORL,"Illness, Toe",3,"41/21-1/23, 3/4-3/4","$296,552"
258,Zach Collins,C,SAS,Back,2,312/13-12/15,"$288,642"
259,Dyson Daniels,PG,ATL,"Hip Flexor, Illness, Ankle",6,"810/30-11/2, 12/28-12/29, 1/27-1/28","$278,600"
260,Jaden Hardy,SG,DAL,Ankle,11,"2412/7-12/7, 12/10-12/25, 1/20-1/23, 3/5-3/7","$278,568"
261,Orlando Robinson,C,SAC,Knee,13,2310/24-11/15,"$275,931"
262,Jock Landale,C,HOU,"Shoulder, Personal, Illness",5,"611/11-11/11, 1/15-1/18, 2/3-2/3","$275,862"
263,Jaime Jaquez Jr.,SF,MIA,"Illness, Ankle",9,"1311/4-11/9, 11/18-11/18, 1/27-1/27, 2/10-2/10, 3/2-3/5","$275,379"
264,Pelle Larsson,SG,MIA,Ankle,3,4012/8-1/16,"$266,000"
265,Terrence Shannon Jr.,SG,MIN,Foot,10,181/13-1/30,"$263,448"
266,Kyle Filipowski,PF,UTA,Ankle,6,1511/23-12/7,"$258,615"
267,Chris Duarte,SF,CHI,Personal,3,71/19-1/25,"$237,104"
268,Kelly Oubre Jr.,SF,PHI,"Hand, Illness",4,"51/1-1/4, 3/3-3/3","$229,395"
269,Russell Westbrook,PG,DEN,Hamstring,7,122/1-2/12,"$227,844"
270,Garrett Temple,SG,TOR,"Back, Personal",7,"1211/6-11/10, 2/26-3/4","$227,844"
271,Nikola Jovic,SF,MIA,"Ankle, Hand",11,"1612/1-12/2, 12/16-12/16, 2/24-3/8","$226,592"
272,Karlo Matkovic,PF,NOP,Back,12,3012/7-1/5,"$221,070"
273,Richaun Holmes,C,WAS,"Illness, Knee",3,"311/11-11/11, 12/8-12/8, 3/5-3/5","$218,076"
274,Isaiah Collier,PG,UTA,Hamstring,7,1510/23-11/6,"$216,615"
275,Cameron Payne,PG,NYK,"Hamstring, Elbow",5,"1211/3-11/11, 12/5-12/7","$207,132"
276,Keegan Murray,PF,SAC,Ankle,3,"412/16-12/16, 1/1-1/3","$202,520"
277,Sam Merrill,SG,CLE,"Ankle, Injury Management, Illness, Personal",9,"1611/13-11/19, 11/20-11/20, 1/3-1/8, 1/29-1/29, 2/7-2/7","$199,072"
278,Cam Reddish,SF,LAL,"Personal, Foot, Illness, Back",10,"1410/25-10/27, 11/16-11/16, 12/1-12/1, 1/7-1/7, 2/1-2/4, 2/7-2/7, 2/10-2/12","$198,254"
279,Kyshawn George,SG,WAS,Ankle,6,"1212/5-12/15, 2/8-2/8","$194,868"
280,Luka Garza,C,MIN,Ankle,8,1512/21-1/4,"$186,435"
281,Chris Boucher,PF,TOR,"Illness, Teeth",3,"31/21-1/21, 2/4-2/4, 3/7-3/7","$186,378"
282,Jalen Duren,C,DET,"Ankle, Wrist",3,"711/8-11/11, 12/12-12/14","$182,518"
283,Dalen Terry,SG,CHI,Knee,5,"912/13-12/19, 2/4-2/5","$181,575"
284,Gary Trent Jr.,SG,MIL,"Back, Hip, Knee",7,"1211/8-11/11, 1/12-1/15, 3/5-3/8","$180,216"
285,Pacome Dadiet,SG,NYK,Toe,7,171/27-2/12,"$176,647"
286,Jaden Springer,PG,BOS,"Knee, Illness, Back",5,"1011/10-11/15, 12/12-12/12, 3/5-3/7","$172,596"
287,Xavier Tillman,C,BOS,"Illness, Knee",4,"1312/19-12/19, 2/12-2/23","$167,180"
288,T.J. McConnell,PG,IND,"Illness, Ankle",3,"311/8-11/8, 2/24-2/24, 2/26-2/26","$160,344"
289,Alperen Sengun,C,HOU,"Calf, Back",4,"51/30-1/30, 2/1-2/3, 3/3-3/3","$155,880"
290,Dennis Schröder,PG,BKN,"Ankle, Personal",2,"211/24-11/24, 11/29-11/29","$149,716"
291,Davion Mitchell,PG,TOR,"Shoulder, Illness, Foot, Quad",4,"412/19-12/19, 12/29-12/29, 2/2-2/2, 3/3-3/3","$148,300"
292,Bronny James,PG,LAL,"Heel, Illness, Forearm",13,"2211/19-12/6, 1/13-1/15, 2/10-2/10","$146,300"
293,Jalen Brunson,PG,NYK,Ankle,1,13/7-3/7,"$143,448"
294,Dalano Banton,PG,POR,"Hip, Personal",6,"1112/19-12/23, 12/26-12/30, 3/7-3/7","$138,886"
295,Jalen Williams,SF,OKC,"Hip, Wrist",4,"51/19-1/19, 2/1-2/3, 3/7-3/7","$137,235"
296,AJ Green,SG,MIL,"Back, Quad",6,"111/2-1/2, 1/19-1/28","$134,068"
297,Brook Lopez,C,MIL,Back,1,12/3-2/3,"$132,184"
298,Ryan Dunn,SF,PHX,Ankle,4,"911/8-11/8, 12/5-12/11, 1/27-1/27","$130,905"
299,Daniel Theis,C,NOP,"Neck, Thumb",5,"812/5-12/8, 1/31-2/3","$128,776"
300,MarJon Beauchamp,SG,MIL,"Illness, Neck",5,"811/4-11/5, 12/3-12/5, 1/17-1/19","$125,688"
301,Craig Porter Jr.,G,CLE,"Thumb, Illness, Ankle",8,"1110/28-11/1, 12/5-12/8, 12/16-12/16, 2/2-2/2","$119,603"
302,Drew Eubanks,C,UTA,"Illness, Ankle",3,"410/28-10/29, 2/12-2/13","$114,944"
303,Monte Morris,PG,PHX,Back,5,"72/23-2/28, 3/7-3/7","$112,679"
304,AJ Johnson,PG,MIL,"Achilles, Illness",3,"711/23-11/25, 12/23-12/26","$112,455"
305,Bol Bol,PF,PHX,Knee,5,812/21-12/28,"$111,512"
306,Amen Thompson,PG,HOU,"Calf, Shoulder",2,"21/18-1/18, 3/3-3/3","$106,322"
307,Stephon Castle,PG,SAS,Shoulder,1,212/13-12/14,"$104,656"
308,Bruno Fernando,C,TOR,"Ankle, Toe",3,"711/18-11/23, 12/29-12/29","$97,573"
309,Luke Kornet,C,BOS,"Hamstring, Personal",5,"611/8-11/9, 11/24-11/25, 2/25-2/25, 2/26-2/26","$96,582"
310,Jake LaRavia,PF,MEM,"Ankle, Back",4,"512/31-12/31, 1/22-1/25","$96,340"
311,Jay Huff,C,MEM,Ankle,4,812/19-12/26,"$96,000"
312,Jaylon Tyson,SG,CLE,"Hip, Illness",3,"511/2-11/5, 12/16-12/16","$95,580"
313,Seth Curry,SG,CHA,"Knee, Ankle, Back",4,"511/2-11/3, 1/5-1/5, 1/24-1/24, 3/1-3/1","$94,935"
314,Kevon Looney,C,GSW,Illness,1,211/18-11/19,"$91,954"
315,Kevin Porter Jr.,PG,LAC,"Ankle, Illness",4,"712/1-12/6, 12/27-12/27","$90,020"
316,Dariq Whitehead,SG,BKN,"Concussion, Knee",4,"51/10-1/10, 2/26-3/1","$89,490"
317,Brice Sensabaugh,SF,UTA,"Illness, Ankle",4,"61/7-1/11, 1/22-1/22","$88,674"
318,Cameron Christie,SG,LAC,Ankle,7,131/25-2/6,"$86,450"
319,Jae’Sean Tate,SF,HOU,"Illness, Back",2,"212/29-12/29, 2/22-2/22","$81,210"
320,Sviatoslav Mykhailiuk,SG,UTA,Groin,2,412/13-12/16,"$80,460"
321,Naz Reid,C,MIN,Illness,1,11/29-1/29,"$80,382"
322,Markieff Morris,PF,DAL,Illness,3,"41/9-1/9, 3/4-3/6","$75,948"
323,Malaki Branham,SG,SAS,Ankle,2,411/9-11/12,"$73,976"
324,Ty Jerome,SG,CLE,"Illness, Calf",4,"512/3-12/3, 1/12-1/14, 2/12-2/12","$73,590"
325,Adem Bona,C,PHI,Knee,4,1112/6-12/16,"$73,150"
326,Talen Horton-Tucker,SG,CHI,"Knee, Leg",4,"51/17-1/17, 2/2-2/5","$69,695"
327,Ivica Zubac,C,LAC,Eye,1,11/22-1/22,"$67,490"
328,Anthony Gill,PF,WAS,Ankle,3,52/8-2/12,"$64,300"
329,Jamal Shead,PG,TOR,"Knee, Illness",4,"612/23-12/26, 1/31-1/31, 2/2-2/2","$64,218"
330,Jeremiah Robinson-Earl,PF,NOP,"Illness, Ankle",4,"512/12-12/12, 12/15-12/15, 12/30-1/1","$63,130"
331,Ariel Hukporti,C,NYK,"Ankle, Knee",7,"1012/11-12/11, 12/15-12/15, 2/28-3/7","$61,150"
332,Johnny Davis,SG,WAS,Illness,2,21/7-1/8,"$60,818"
333,Cam Whitmore,SF,HOU,"Knee, Illness",2,"311/18-11/19, 1/27-1/27","$58,260"
334,Reed Sheppard,SG,HOU,Thumb,1,13/8-3/8,"$58,040"
335,Nicolas Batum,SF,LAC,"Finger, Illness",2,"21/22-1/22, 1/31-1/31","$53,656"
336,Quentin Grimes,SG,DAL,"Illness, Back",2,"211/25-11/25, 1/20-1/20","$49,388"
337,Georges Niang,PF,ATL,Illness,1,13/3-3/3,"$48,851"
338,Guerschon Yabusele,PF,PHI,"Knee, Eye",4,"41/18-1/19, 2/7-2/7, 2/26-2/26","$47,988"
339,Vasilije Micic,PG,CHA,Ankle,1,12/5-2/5,"$44,385"
340,Julian Strawther,SF,DEN,Knee,2,33/5-3/7,"$44,010"
341,Chris Livingston,SF,MIL,"Ankle, Illness",4,"412/4-12/4, 12/10-12/10, 12/23-12/23, 12/26-12/26","$43,492"
342,Jordan Walsh,SF,BOS,Illness,2,41/7-1/10,"$43,492"
343,Payton Pritchard,PG,BOS,Illness,1,12/2-2/2,"$38,485"
344,Alec Burks,SG,MIA,Back,2,23/7-3/8,"$37,974"
345,Jevon Carter,PG,CHI,Illness,1,11/19-1/19,"$37,356"
346,Yves Missi,C,NOP,"Shoulder, Illness",2,"211/22-11/22, 1/17-1/17","$36,704"
347,Jarace Walker,PF,IND,Back,1,12/12-2/12,"$36,566"
348,Justin Edwards,SG,PHI,Ankle,4,"62/20-2/24, 3/4-3/4","$35,696"
349,Trayce Jackson-Davis,PF,GSW,Illness,2,32/23-2/25,"$32,619"
350,Johnny Furphy,SG,IND,"Illness, Ankle",2,"310/28-10/29, 11/25-11/25","$31,911"
351,Matas Buzelis,SF,CHI,Illness,1,112/26-12/26,"$29,859"
352,Jamison Battle,SF,TOR,"Ankle, Nose",4,"612/16-12/16, 2/28-3/4","$28,735"
353,Patrick Baldwin Jr.,SF,WAS,"Ankle, Calf",2,"212/5-12/5, 12/8-12/8","$28,148"
354,Colby Jones,SG,WAS,"Ankle, Achilles",2,"23/5-3/5, 3/8-3/8","$24,376"
355,Branden Carlson,C,OKC,Concussion,2,412/23-12/26,"$22,780"
356,Amir Coffey,SG,LAC,Knee,1,12/13-2/13,"$22,634"
357,Dalton Knecht,SF,LAL,Personal,1,12/10-2/10,"$21,949"
358,Toumani Camara,PF,POR,"Foot, Illness",2,"212/28-12/28, 1/21-1/21","$21,746"
359,Jonathan Mogbo,C,TOR,Nose,2,23/7-3/8,"$21,406"
360,Tyler Smith,SF,MIL,Illness,3,"311/26-11/26, 1/27-1/28","$19,950"
361,Taj Gibson,C,CHA,Illness,1,13/3-3/3,"$18,987"
362,James Johnson,PF,IND,Illness,1,12/23-2/23,"$18,987"
363,Reggie Jackson,PG,PHI,Knee,1,111/30-11/30,"$18,987"
364,Doug McDermott,SF,SAC,Illness,1,11/29-1/29,"$18,987"
365,Christian Braun,SG,DEN,Back,1,112/16-12/16,"$17,757"
366,Tyus Jones,PG,PHX,Illness,1,11/4-1/4,"$17,261"
367,Taurean Prince,PF,MIL,Ankle,1,12/21-2/21,"$17,176"
368,Olivier-Maxence Prosper,PF,DAL,Wrist,1,13/7-3/7,"$16,497"
369,Jae Crowder,SF,SAC,Back,1,112/30-12/30,"$15,059"
370,Nick Smith Jr.,PG,CHA,Back,1,12/9-2/9,"$14,869"
371,Javonte Green,SG,NOP,Ankle,1,112/12-12/12,"$13,939"
372,Jordan McLaughlin,PG,SAC,Personal,1,11/16-1/16,"$13,939"
373,Neemias Queta,C,BOS,Illness,1,12/23-2/23,"$12,429"
374,Jericho Sims,C,NYK,Back,1,11/13-1/13,"$12,025"
375,Moussa Diabate,PF,CHA,"Illness, Eye",3,"612/7-12/11, 2/12-2/12","$11,997"
376,Tyler Kolek,PG,NYK,Ankle,1,12/12-2/12,"$11,997"
377,Josh Minott,SF,MIN,Illness,1,11/4-1/4,"$11,607"
378,Caleb Houstan,SF,ORL,Illness,1,12/3-2/3,"$11,607"
379,Jalen Wilson,PF,BKN,Calf,1,111/27-11/27,"$10,873"
380,Julian Phillips,SF,CHI,Illness,1,111/23-11/23,"$10,873"
381,Gui Santos,SF,GSW,Knee,1,12/6-2/6,"$10,873"
382,Andre Jackson Jr.,SG,MIL,Hip,1,11/17-1/17,"$10,873"
383,Leonard Miller,SF,MIN,Illness,1,11/17-1/17,"$10,873"
384,Sidy Cissoko,SG,SAS,Concussion,1,11/29-1/29,"$9,356"
385,Oso Ighodaro,C,PHX,Illness,1,11/4-1/4,"$6,650"
386,Keshad Johnson,PF,MIA,Shoulder,1,11/21-1/21,"$4,166"
387,Ryan Rollins,SG,MIL,"Shoulder, Illness, Personal",7,"1211/13-11/22, 1/12-1/12, 3/8-3/8","$2,827"
388,Dru Smith,SG,MIA,"Knee, Achilles",38,"7911/24-11/26, 12/23-3/8",$0
389,Cam Spencer,SG,MEM,"Ankle, Thumb",32,"6310/23-11/19, 1/9-2/12",$0
390,Ajay Mitchell,PG,OKC,Toe,29,621/5-3/7,$0
391,Collin Gillespie,PG,PHX,Ankle,18,4211/10-12/21,$0
392,Adama Sanogo,PF,CHI,"Knee, Injury Management",14,"3611/20-11/3, 11/23-11/23, 11/26-11/26, 11/27-11/27, 1/12-1/17, 2/4-2/12",$0
393,Brandon Boston Jr,SG,NOP,Ankle,11,272/10-3/8,$0
394,Ulrich Chomche,PF,TOR,Knee Mcl,9,182/19-3/8,$0
395,Brandon Williams,PG,DAL,Thumb,6,1612/10-12/25,$0
396,Zyon Pullin,PG,MEM,Knee,6,112/25-3/7,$0
397,Jamal Cain,SF,NOP,"Ankle, Illness",5,"3611/27-12/29, 1/7-1/7, 2/12-2/12, 2/13-2/13",$0
398,Dominick Barlow,PF,ATL,Back,5,1110/22-11/1,$0
399,Yuki Kawamura,G,MEM,"Shoulder, Hamstring",5,"812/31-1/4, 3/3-3/5",$0
400,Seth Lundy,SG,ATL,Ankle,4,5610/23-12/17,$0
401,Pete Nance,PF,MIL,Ankle,4,83/1-3/8,$0
402,Daishen Nix,PG,MIN,Ankle,4,712/23-12/29,$0
403,Drew Peterson,F,BOS,Concussion,3,61/10-1/15,$0
404,Spencer Jones,SF,DEN,Adductor,3,51/4-1/8,$0
405,Jordan Miller,SF,LAC,Finger,3,51/23-1/27,$0
406,Jordan Goodwin,PG,LAL,Ankle,3,53/2-3/6,$0
407,Adam Flagler,G,OKC,Hand,3,"411/27-11/28, 12/10-12/10, 12/14-12/14",$0
408,Mason Jones,SG,SAC,Hamstring,3,411/22-11/25,$0
409,D.J. Carton,PG,TOR,Ankle,2,1111/18-11/28,$0
410,Jaylen Martin,F,BKN,Knee,2,311/29-12/1,$0
411,Wendell Moore Jr.,SG,CHA,Concussion,2,32/27-3/1,$0
412,Kai Jones,PF,DAL,Quad,2,33/5-3/7,$0
413,Alex Ducas,G,OKC,"Achilles, Back",2,"211/25-11/25, 12/14-12/14",$0
414,Isaiah Crawford,G,SAC,Ankle,2,"211/22-11/22, 11/25-11/25",$0
415,Micah Potter,C,UTA,Illness,2,"212/3-12/3, 1/17-1/17",$0
416,Yongxi Cui,G,BKN,Knee,1,112/13-12/13,$0
417,Isaiah Wong,PG,CHA,Foot,1,12/10-2/10,$0
418,Enrique Freeman,PF,IND,Illness,1,12/1-2/1,$0
419,Armel Traore,SG,LAL,Quad,1,112/15-12/15,$0
420,Quincy Olivari,G,LAL,Ankle,1,111/23-11/23,$0
421,Liam Robbins,C,MIL,Groin,1,12/7-2/7,$0
422,Trevelin Queen,SG,ORL,Illness,1,11/1-1/1,$0
423,Riley Minix,SF,SAS,Shoulder,1,11/15-1/15,$0
424,Justin Champagnie,SF,WAS,Ribs,1,12/7-2/7,$0
