Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
210,Hamidou Diallo,SG,OKC,"Knee, Elbow",20,"4311/15-11/21, 11/25-12/30","$344,215"
211,Luke Kornet,C,CHI,"Head, Ankle",14,"2711/18-11/26, 2/22-3/11","$343,224"
212,Brook Lopez,C,MIL,Back,3,"511/30-12/3, 2/24-2/24","$341,610"
213,PJ Washington,PF,CHA,"Finger, Ankle",7,"1512/15-12/26, 2/1-2/3","$324,735"
214,Delon Wright,PG,DAL,Groin,2,612/8-12/13,"$321,144"
215,Tyson Chandler,C,HOU,"Rest, Illness, Shoulder",10,"2211/18-11/18, 12/7-12/18, 12/31-1/8","$318,780"
216,Ryan Broekhoff,SF,DAL,"Ankle, Knee",19,"3910/23-11/2, 12/31-1/27","$312,195"
217,Pascal Siakam,PF,TOR,Groin,11,2312/20-1/11,"$305,601"
218,Kevin Huerter,SG,ATL,Shoulder,11,2011/14-12/3,"$297,880"
219,Derrick Jones Jr.,SF,MIA,"Groin, Hip",14,"3210/27-11/4, 11/8-11/30","$297,472"
220,Robin Lopez,C,MIL,"Rest, Illness",4,"111/14-1/14, 1/18-1/27","$296,252"
221,Shabazz Napier,PG,MIN,"Hamstring, Illness",13,"2811/6-11/30, 12/23-12/25","$291,900"
222,Willie Cauley-Stein,C,GSW,"Foot, Illness, Personal",12,"2310/24-10/29, 12/31-1/3, 2/22-3/4, 3/10-3/10","$282,946"
223,Terrence Ross,SF,ORL,Knee,2,411/6-11/9,"$282,484"
224,Dragan Bender,PF,MIL,Ankle,14,2812/9-1/5,"$265,580"
225,Jordan Bell,C,MIN,"Calf, Shoulder",6,"2910/23-10/4, 11/6-11/14","$265,524"
226,JaKarr Sampson,SF,IND,Back,14,2711/23-12/19,"$264,978"
227,Mario Hezonja,SG,POR,"Back, Ankle",10,"2612/18-12/19, 12/21-12/22, 12/28-1/2, 1/13-1/16, 2/11-2/22","$255,164"
228,Taj Gibson,C,NYK,"Illness, Back",2,"512/23-12/25, 2/27-2/28","$254,235"
229,Danny Green,SF,LAL,Hip,2,"31/11-1/12, 2/29-2/29","$248,037"
230,Matisse Thybulle,SG,PHI,Knee,7,1712/23-1/8,"$247,996"
231,Danuel House Jr.,SF,HOU,"Back, Shoulder, Illness",6,"1211/13-11/17, 11/22-11/23, 11/30-12/4","$240,000"
232,Josh Jackson,SG,MEM,Personal,3,610/23-10/28,"$239,304"
233,Nassir Little,SF,POR,"Back, Ankle",8,"2012/16-12/20, 2/6-2/20","$237,920"
234,Isaiah Roby,PF,DAL,Foot,14,"2812/28-1/8, 7/30-8/14","$237,300"
235,Ishmael Smith,PG,WAS,Hamstring,4,73/4-3/11,"$237,286"
236,Kyle Kuzma,PF,LAL,Ankle,9,"2110/22-10/31, 12/11-12/21","$234,276"
237,Harry Giles,C,SAC,Knee,8,1610/23-11/7,"$233,104"
238,Damyean Dotson,SG,NYK,"Shoulder, Illness",5,"2510/23-10/5, 2/6-2/11","$228,600"
239,Alen Smailagic,PF,GSW,"Ankle, Quad",23,"4310/24-11/27, 3/1-3/2, 3/5-3/11","$218,225"
240,Matt Thomas,SG,TOR,Finger,21,4311/25-1/6,"$218,225"
241,Nicolas Claxton,C,BKN,"Hamstring, Shoulder",16,"4312/11-1/5, 1/23-1/24, 2/5-2/19","$218,225"
242,Chris Paul,PG,OKC,Personal,1,11/27-1/27,"$217,551"
243,Matthew Dellavedova,PG,CLE,Personal,2,411/1-11/4,"$217,120"
244,Shake Milton,SG,PHI,"Knee, Illness, Hip",13,"2610/30-11/12, 11/15-11/16, 11/27-12/4, 12/5-12/6","$212,368"
245,Doug McDermott,SF,IND,Toe,2,53/6-3/11,"$207,155"
246,Ryan Arcidiacono,PG,CHI,"Elbow, Achilles",7,"121/2-1/7, 1/10-1/10, 3/6-3/11","$203,388"
247,KZ Okpala,SF,MIA,Achilles,19,4010/31-12/9,"$203,000"
248,Marco Belinelli,SG,SAS,Illness,3,63/3-3/9,"$198,174"
249,Caleb Swanigan,PF,SAC,Ankle,8,1711/15-12/1,"$195,279"
250,Nigel Williams-Goss,PG,UTA,"Toe, Quad",12,"2311/27-11/30, 2/21-3/11","$194,925"
251,Jakob Poeltl,C,SAS,Knee,5,93/2-3/11,"$190,926"
252,Kevin Porter Jr.,PG,CLE,"Personal, Knee, Concussion",14,"251/4-1/4, 1/7-1/26, 3/7-3/11","$182,350"
253,JaVale McGee,C,LAL,Illness,2,81/23-1/30,"$180,792"
254,Noah Vonleh,PF,MIN,"Illness, Ankle",11,"1612/30-1/4, 2/29-3/8, 3/11-3/11","$180,784"
255,Dennis Schröder,PG,OKC,Ankle,1,212/29-12/30,"$175,142"
256,Jahlil Okafor,C,NOP,"Ankle, Back",10,"1811/14-11/23, 1/16-1/23","$173,142"
257,Rondae Hollis-Jefferson,SF,TOR,"Groin, Ankle",6,"1210/22-10/25, 1/28-2/4","$169,488"
258,Jerami Grant,PF,DEN,Ankle,1,32/5-2/7,"$158,409"
259,Isaiah Thomas,PG,WAS,Thumb,6,"1210/25-10/25, 12/5-12/15","$157,296"
260,Tony Bradley,C,UTA,"Illness, Knee",5,"1412/13-12/20, 1/30-2/4","$155,218"
261,Daniel Gafford,C,CHI,"Thumb, Ankle",12,"301/17-2/1, 2/6-2/19","$152,250"
262,Bruno Fernando,C,ATL,"Personal, Calf",9,"191/8-1/16, 1/28-2/4, 2/7-2/8","$150,290"
263,Nerlens Noel,C,OKC,"Ankle, Face",7,"131/6-1/16, 1/25-1/26","$148,993"
264,Thaddeus Young,PF,CHI,Personal,1,212/6-12/7,"$145,762"
265,Vince Carter,SG,ATL,Personal,5,1011/10-11/19,"$144,900"
266,Bruce Brown Jr.,SG,DET,"Calf, Illness, Knee, Ankle",8,"1812/23-12/25, 1/22-1/24, 2/25-3/6, 3/11-3/11","$144,090"
267,Goga Bitadze,C,IND,"Concussion, Illness",4,"911/8-11/14, 1/24-1/25","$143,226"
268,David Nwaba,SG,BKN,Achilles,5,1512/21-1/4,"$142,275"
269,Josh Hart,SG,NOP,Knee,7,1311/14-11/26,"$142,051"
270,Alex Caruso,SG,LAL,"Calf, Hamstring",4,"911/23-11/24, 1/3-1/4, 3/1-3/5","$139,833"
271,T.J. McConnell,PG,IND,Groin,2,711/16-11/22,"$138,418"
272,Maxi Kleber,PF,DAL,Knee,1,311/3-11/5,"$135,594"
273,Jalen Brunson,PG,DAL,Shoulder,10,162/24-3/11,"$128,080"
274,Abdel Nader,SF,OKC,Ankle,8,141/15-1/28,"$128,016"
275,Robert Covington,PF,MIN,Personal,1,211/23-11/24,"$127,698"
276,Emmanuel Mudiay,PG,UTA,"Hamstring, Ankle",6,"1311/3-11/10, 1/25-1/29","$127,582"
277,Alfonzo McKinnie,SF,CLE,Achilles,8,152/21-3/6,"$127,125"
278,Gary Trent Jr.,SG,POR,Hamstring,7,1511/25-12/9,"$120,075"
279,Melvin Frazier Jr.,SF,ORL,"Shoulder, Personal",6,"1511/2-11/7, 11/8-11/16","$120,075"
280,Domantas Sabonis,PF,IND,"Calf, Knee",3,"611/3-11/5, 1/10-1/12","$119,646"
281,Ersan Ilyasova,PF,MIL,"Back, Knee",2,"311/23-11/24, 1/10-1/10","$118,644"
282,Tim Frazier,PG,DET,"Shoulder, Illness",5,"1111/2-11/10, 1/22-1/23","$117,018"
283,Dorian Finney-Smith,PF,DAL,Hip,3,53/6-3/11,"$112,995"
284,Markelle Fultz,PG,ORL,Illness,1,212/11-12/12,"$110,116"
285,Malcolm Miller,SF,TOR,Neck,6,121/30-2/10,"$107,676"
286,Trey Burke,PG,PHI,"Illness, Calf",4,"911/2-11/4, 11/12-11/14, 12/2-12/4","$103,149"
287,Montrezl Harrell,C,LAC,Illness,1,312/28-12/30,"$101,694"
288,Thon Maker,C,DET,"Face, Ankle",2,"51/29-1/30, 3/1-3/3","$100,835"
289,Mitchell Robinson,C,NYK,"Ankle, Concussion, Hamstring",5,"1110/23-10/24, 11/8-11/13, 3/3-3/5","$96,932"
290,Bojan Bogdanovic,SF,UTA,Ankle,1,110/25-10/25,"$96,045"
291,Treveon Graham,SF,MIN,"Forearm, Illness",5,"1011/23-11/24, 12/30-1/6","$92,960"
292,Dejounte Murray,PG,SAS,"Rest, Personal, Calf",5,"711/1-11/1, 11/16-11/16, 11/23-11/23, 1/4-1/5, 3/10-3/11","$91,819"
293,Alec Burks,SG,GSW,"Ankle, Rest",4,"710/24-10/29, 2/5-2/5","$91,756"
294,Wilson Chandler,SF,BKN,"Hamstring, Personal",3,"61/14-1/14, 1/20-1/22, 2/26-2/27","$86,940"
295,Wesley Matthews,SG,MIL,Thigh,3,"612/21-12/21, 12/30-1/3","$86,940"
296,Joe Harris,SG,BKN,Back,1,21/18-1/19,"$86,630"
297,Zhaire Smith,SG,PHI,Leg,3,512/7-12/11,"$86,405"
298,Nickeil Alexander-Walker,SG,NOP,"Illness, Wrist",2,"52/4-2/5, 3/8-3/11","$83,755"
299,Cody Martin,SF,CHA,Concussion,3,122/8-2/19,"$79,548"
300,Malik Beasley,SG,DEN,Illness,2,511/12-11/16,"$77,165"
301,Glenn Robinson III,SF,GSW,"Ankle, Abdominal, Rest",4,"712/23-12/24, 1/18-1/21, 2/5-2/5","$74,466"
302,Austin Rivers,SG,HOU,"Illness, Thumb",3,"612/11-12/12, 1/18-1/21","$73,704"
303,Sviatoslav Mykhailiuk,SG,DET,Hip,5,92/3-2/11,"$72,045"
304,Shai Gilgeous-Alexander,PG,OKC,Hip,1,33/8-3/11,"$66,999"
305,Derrick Walton Jr.,PG,LAC,Elbow,4,81/30-2/6,"$65,344"
306,Thanasis Antetokounmpo,SF,MIL,"Illness, Shoulder",4,"811/27-12/1, 2/6-2/8","$65,344"
307,Kendrick Nunn,PG,MIA,Achilles,3,81/24-1/31,"$64,040"
308,Josh Okogie,SG,MIN,Knee,2,"411/16-11/17, 11/23-11/24","$57,192"
309,Chimezie Metu,C,SAS,Foot,3,711/27-12/3,"$56,035"
310,Troy Brown Jr.,SG,WAS,Calf,1,310/23-10/25,"$54,567"
311,Anzejs Pasecniks,C,WAS,"Ankle, Hip, Stomach, Neck",8,"201/20-1/22, 2/11-2/23, 2/29-2/29, 3/8-3/11","$54,480"
312,Omari Spellman,PF,GSW,"Ankle, Illness",2,"511/11-11/12, 12/28-12/30","$53,610"
313,DJ Wilson,PF,MIL,Ankle,2,33/6-3/8,"$50,187"
314,Donte DiVincenzo,SG,MIL,"Rest, Ankle",2,"31/4-1/4, 1/31-2/1","$49,251"
315,Jonah Bolden,SF,PHI,Achilles,3,512/7-12/11,"$47,980"
316,Lonnie Walker IV,SG,SAS,Shin,2,33/8-3/11,"$46,788"
317,Dwayne Bacon,SG,CHA,Knee,3,511/13-11/17,"$45,720"
318,Eric Paschall,PF,GSW,Hip,4,"912/13-12/17, 12/27-12/30","$45,675"
319,Malik Monk,SG,CHA,Finger,1,212/11-12/12,"$45,518"
320,Carmelo Anthony,PF,POR,"Knee, Personal",2,"312/21-12/22, 1/31-1/31","$41,178"
321,Donovan Mitchell,SG,UTA,Illness,1,21/12-1/13,"$41,082"
322,Keita Bates-Diop,SF,MIN,"Illness, Knee",3,"512/11-12/12, 3/9-3/11","$40,025"
323,Pat Connaughton,SG,MIL,"Shoulder, Thigh",2,"411/2-11/3, 1/6-1/7","$38,940"
324,OG Anunoby,SF,TOR,Eye,1,311/13-11/15,"$38,676"
325,Ignas Brazdeikis,SF,NYK,Illness,4,71/1-1/7,"$35,525"
326,Talen Horton-Tucker,SG,LAL,Ankle,3,710/22-10/28,"$35,525"
327,Khem Birch,C,ORL,Back,1,22/3-2/4,"$33,898"
328,Derrick White,PG,SAS,Foot,2,311/20-11/22,"$33,018"
329,James Ennis III,SF,PHI,Illness,1,31/3-1/5,"$31,914"
330,John Collins,PF,ATL,Back,1,21/4-1/5,"$30,356"
331,Dwight Howard,C,LAL,Illness,1,23/10-3/11,"$28,980"
332,Christian Wood,C,DET,Knee,2,312/20-12/22,"$27,888"
333,Javonte Green,SG,BOS,"Illness, Knee",3,"51/3-1/3, 1/28-1/31","$25,375"
334,Anfernee Simons,SG,POR,Concussion,1,22/9-2/10,"$24,288"
335,Devonte' Graham,PG,CHA,"Rest, Ankle",2,"32/25-2/25, 3/3-3/4","$24,015"
336,Naz Reid,C,MIN,Shoulder,2,412/4-12/7,"$20,300"
337,Jerome Robinson,SG,WAS,Achilles,1,13/8-3/9,"$20,157"
338,Cheick Diallo,PF,PHX,Illness,1,212/2-12/3,"$18,970"
339,Furkan Korkmaz,SG,PHI,Ankle,1,211/23-11/24,"$18,312"
340,Frank Jackson,PG,NOP,Neck,1,211/17-11/18,"$18,288"
341,Ky Bowman,SG,GSW,Ankle,5,92/29-3/9,"$17,802"
342,De'Anthony Melton,SG,MEM,Hand,1,21/29-1/30,"$16,010"
343,Deonte Burton,SF,OKC,Illness,1,22/21-2/22,"$16,010"
344,Isaac Bonga,SF,WAS,Groin,1,23/10-3/11,"$16,010"
345,Jaylen Nowell,SG,MIN,Illness,1,22/21-2/22,"$15,820"
346,Marquese Chriss,SF,GSW,Calf,1,42/23-2/26,"$14,792"
347,Patrick Patterson,PF,LAC,Back,1,112/8-12/8,"$13,173"
348,Damian Jones,C,ATL,Illness,1,12/28-2/28,"$13,023"
349,Norvel Pelle,PF,PHI,Illness,3,62/24-2/29,"$11,868"
350,Jordan Poole,SG,GSW,Ankle,1,12/29-2/29,"$11,100"
351,Shaquille Harrison,PG,CHI,Hamstring,1,210/23-10/24,"$10,150"
352,Gary Clark,PF,ORL,Knee,2,"32/24-2/25, 3/5-3/5","$9,414"
353,Naz Mitrou-Long,SG,IND,Ankle,16,"3512/17-1/18, 2/25-2/26",$0
354,Damion Lee,SG,GSW,"Hand, Personal",11,"2111/13-12/1, 1/14-1/15",$0
355,Kenny Wooten,PF,NYK,Thumb,4,82/24-3/2,$0
356,Frank Mason III,PG,MIL,"Oblique, Abdominal",3,"61/14-1/15, 1/31-2/3",$0
357,B.J. Johnson,SF,ORL,Personal,2,41/20-1/23,$0
358,Kelan Martin,SF,MIN,Ankle,2,33/8-3/11,$0
