PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
Jonathon Simmons,PHI,54,23,31,18.9,7793.5,1.48,0.79,0.69,4.36,4.61,4.11
Jordan Bell,GSW,68,46,22,11.6,4511.7,0.85,0.45,0.4,4.19,4.47,3.92
Jordan Clarkson,CLE,81,18,63,27.3,10901.9,2.06,1.15,0.91,4.28,4.66,3.89
Jordan Loyd,TOR,12,11,1,4.6,1982.9,0.38,0.22,0.15,4.44,4.9,4.12
Jordan McRae,WAS,27,9,18,12.3,4624.2,0.88,0.46,0.42,3.94,4.23,3.67
Jordan Sibert,ATL,1,1,0,4.2,1671,0.32,0.2,0.12,4.02,4.35,3.49
Jose Calderon,DET,49,22,27,12.9,5440.5,1.03,0.6,0.43,4.42,4.86,3.92
Josh Hart,LAL,67,31,36,25.6,10489.5,1.99,1.04,0.95,4.33,4.68,4.01
Josh Jackson,PHX,79,19,60,25.2,10019.4,1.9,1.01,0.88,4.21,4.5,3.92
Josh Okogie,MIN,74,32,42,23.8,9842.3,1.86,0.96,0.9,4.4,4.44,4.35
Josh Richardson,MIA,73,35,38,34.8,14120.8,2.67,1.5,1.17,4.3,4.72,3.85
Jrue Holiday,NOP,67,30,37,35.9,14549.4,2.76,1.51,1.25,4.32,4.93,3.77
Juancho Hernangomez,DEN,70,44,26,19.4,8000.1,1.52,0.79,0.72,4.37,4.51,4.22
Julian Washburn,MEM,18,7,11,14.1,5616.1,1.06,0.55,0.51,4.22,4.32,4.12
Julius Randle,NOP,73,31,42,30.6,11509.7,2.18,1.16,1.02,4.01,4.36,3.67
Justin Anderson,ATL,48,17,31,9.7,3919.9,0.74,0.39,0.35,4.25,4.69,3.85
Justin Holiday,MEM,81,25,56,31.7,12992.3,2.46,1.33,1.13,4.37,4.69,4.03
Justin Jackson,DAL,81,36,45,19.9,8199,1.55,0.85,0.71,4.38,4.81,3.96
Justin Patton,PHI,3,2,1,6.9,2884,0.55,0.32,0.23,4.45,5,3.9
Justise Winslow,MIA,66,30,36,29.7,11713.7,2.22,1.22,1,4.19,4.54,3.84
Jusuf Nurkić,POR,72,45,27,27.4,10504.8,1.99,1.09,0.9,4.08,4.37,3.77
Kadeem Allen,NYK,19,3,16,21.9,8982.1,1.7,0.96,0.75,4.35,4.85,3.84
Kalin Lucas,DET,1,0,1,5.6,2590,0.49,0.27,0.22,5.04,5.85,4.17
Karl-Anthony Towns,MIN,77,34,43,33,12486.1,2.36,1.25,1.12,4.01,4.15,3.87
Kawhi Leonard,TOR,60,41,19,34,13517.6,2.56,1.38,1.18,4.23,4.63,3.84
Keita Bates-Diop,MIN,30,10,20,16.8,6754.2,1.28,0.67,0.61,4.22,4.38,4.07
Kelly Olynyk,MIA,79,39,40,22.9,9197.6,1.74,0.98,0.76,4.26,4.68,3.83
Kelly Oubre Jr.,PHX,69,21,48,28,11241,2.13,1.11,1.02,4.23,4.47,3.99
Kemba Walker,CHA,82,39,43,34.9,13479.2,2.55,1.46,1.09,4.13,4.69,3.56
Kenneth Faried,HOU,37,21,16,19.7,7755.6,1.47,0.79,0.68,4.19,4.4,3.96
Kenrich Williams,NOP,46,17,29,23.5,9909.7,1.88,1.01,0.87,4.51,4.83,4.19
Kent Bazemore,ATL,67,24,43,24.5,10136.3,1.92,1.01,0.91,4.36,4.71,4.04
Kentavious Caldwell-Pope,LAL,82,37,45,24.8,10024.6,1.9,1.01,0.89,4.28,4.64,3.93
Kevin Durant,GSW,78,54,24,34.6,12582.5,2.38,1.28,1.11,3.93,4.47,3.45
Kevin Huerter,ATL,75,27,48,27.3,11336.2,2.15,1.14,1.01,4.41,4.72,4.1
Kevin Knox II,NYK,74,15,59,28.8,11338.1,2.15,1.14,1.01,4.21,4.47,3.94
Kevin Love,CLE,22,7,15,27.2,10199.6,1.93,1.03,0.9,4.01,4.22,3.79
Kevon Looney,GSW,80,56,24,18.5,7435,1.41,0.73,0.68,4.3,4.67,3.96
Khem Birch,ORL,50,26,24,12.9,5093,0.96,0.51,0.45,4.19,4.49,3.91
Khris Middleton,MIL,77,56,21,31.1,12402.2,2.35,1.25,1.1,4.26,4.71,3.84
Khyri Thomas,DET,26,13,13,7.5,3236,0.61,0.35,0.26,4.51,4.78,4.18
Klay Thompson,GSW,78,55,23,34,13395.2,2.54,1.36,1.18,4.28,4.84,3.78
Kobi Simmons,CLE,1,0,1,1.8,671,0.13,0.07,0.05,3.08,5.92,6.45
Kosta Koufos,SAC,42,21,21,11.9,4861.4,0.92,0.49,0.43,4.32,4.55,4.08
Kostas Antetokounmpo,DAL,2,1,1,5.3,2019,0.38,0.2,0.19,4.22,4.41,4.05
Kris Dunn,CHI,45,14,31,30.3,12048.6,2.28,1.24,1.04,4.28,4.66,3.89
Kyle Anderson,MEM,43,19,24,29.8,11667,2.21,1.19,1.02,4.16,4.27,4.03
Kyle Korver,UTA,69,39,30,19.1,7951.1,1.51,0.83,0.68,4.44,4.89,3.99
Kyle Kuzma,LAL,70,33,37,33,13741.7,2.6,1.4,1.2,4.42,4.92,3.95
Kyle Lowry,TOR,65,47,18,34,12648.9,2.4,1.32,1.08,3.95,4.4,3.52
Kyle O'Quinn,IND,45,27,18,8.2,3072.1,0.58,0.31,0.27,3.93,4.13,3.73
Kyrie Irving,BOS,67,37,30,33,12702.8,2.41,1.3,1.1,4.11,4.6,3.64
LaMarcus Aldridge,SAS,81,48,33,33.2,12419.3,2.35,1.26,1.09,4.05,4.25,3.84
Lance Stephenson,LAL,68,33,35,16.5,6260.9,1.19,0.63,0.56,4.01,4.31,3.72
Lance Thomas,NYK,46,7,39,17,7135,1.35,0.73,0.62,4.47,4.77,4.15
Landry Shamet,LAC,78,51,27,22.9,10002.5,1.89,1.05,0.84,4.63,5.2,4.07
Langston Galloway,DET,80,41,39,21.8,9007.1,1.71,0.92,0.79,4.4,4.56,4.22
Larry Nance Jr.,CLE,67,16,51,26.8,10194.7,1.93,1.07,0.86,4.13,4.39,3.84
Lauri Markkanen,CHI,51,16,35,32.4,12721,2.41,1.36,1.05,4.2,4.64,3.74
LeBron James,LAL,55,28,27,35.2,12497.8,2.37,1.28,1.09,3.78,4.26,3.35
Lonnie Walker IV,SAS,17,12,5,6.9,2802.8,0.53,0.29,0.24,4.24,4.5,3.95
Lonzo Ball,LAL,47,25,22,30.3,12394.9,2.35,1.21,1.14,4.38,4.71,4.08
Lorenzo Brown,TOR,26,20,6,8.2,3487.3,0.66,0.35,0.31,4.51,4.85,4.17
Lou Williams,LAC,75,47,28,26.6,10057.1,1.9,1.07,0.83,3.97,4.53,3.43
Luc Mbah a Moute,LAC,4,2,2,15.3,6056,1.15,0.6,0.55,4.22,4.54,3.92
Luka Dončić,DAL,72,28,44,32.2,12308.3,2.33,1.33,1,4.06,4.48,3.62
Luke Kennard,DET,63,30,33,22.8,8996.5,1.7,0.97,0.73,4.25,4.65,3.82
Luke Kornet,NYK,45,9,36,16.7,6623.5,1.25,0.7,0.55,4.24,4.74,3.72
Luol Deng,MIN,22,11,11,17.8,7158.4,1.36,0.72,0.64,4.23,4.46,4
Malachi Richardson,TOR,22,16,6,4.7,1891.4,0.36,0.2,0.16,4.18,4.39,3.95
Malcolm Brogdon,MIL,64,49,15,28.6,11441.7,2.17,1.16,1,4.25,4.69,3.84
Malcolm Miller,TOR,10,9,1,6.7,2942.5,0.56,0.3,0.26,4.64,5.02,4.27
Malik Beasley,DEN,81,53,28,23.2,9061.9,1.72,0.92,0.79,4.14,4.41,3.87
Malik Monk,CHA,73,34,39,17.2,7049.2,1.34,0.74,0.6,4.34,4.79,3.89
MarShon Brooks,MEM,29,15,14,13.3,5200,0.98,0.54,0.45,4.14,4.31,3.96
Marc Gasol,TOR,79,39,40,30.8,10624.1,2.01,1.1,0.91,3.67,3.88,3.43
Marcin Gortat,LAC,47,25,22,16,6331.6,1.2,0.65,0.55,4.28,4.55,3.99
Marco Belinelli,SAS,79,46,33,23,9565.8,1.81,1.02,0.79,4.48,5.01,3.94
Marcus Derrickson,GSW,11,9,2,6.1,2395,0.45,0.25,0.2,4.16,4.36,3.77
Marcus Morris Sr.,BOS,75,44,31,27.9,10666,2.02,1.09,0.93,4.1,4.49,3.72
Marcus Smart,BOS,80,48,32,27.5,10524.3,1.99,1.04,0.96,4.09,4.36,3.82
Mario Hezonja,NYK,57,12,45,20.8,8398.6,1.59,0.87,0.72,4.31,4.68,3.93
Markelle Fultz,ORL,19,12,7,22.5,9801.3,1.86,1.01,0.85,4.64,5.06,4.22
Markieff Morris,OKC,58,24,34,21.9,7977.8,1.51,0.78,0.73,3.84,4.08,3.61
Marquese Chriss,CLE,43,17,26,11.6,4623.9,0.88,0.48,0.4,4.27,4.63,3.9
Marvin Bagley III,SAC,62,30,32,25.3,10492.7,1.99,1.05,0.94,4.39,4.68,4.11
Marvin Williams,CHA,75,35,40,28.4,10774.3,2.04,1.09,0.95,4.06,4.28,3.83
Mason Plumlee,DEN,82,54,28,21.1,8265.1,1.57,0.84,0.72,4.16,4.44,3.86
Matthew Dellavedova,CLE,48,20,28,16.9,6695,1.27,0.71,0.56,4.2,4.65,3.72
Maurice Harkless,POR,60,37,23,23.6,9447.7,1.79,0.96,0.83,4.25,4.41,4.08
Maxi Kleber,DAL,71,30,41,21.2,8301.3,1.57,0.88,0.7,4.14,4.49,3.77
Melvin Frazier Jr.,ORL,10,8,2,4.4,1975.5,0.37,0.21,0.16,4.54,4.75,4.28
Meyers Leonard,POR,61,35,26,14.4,5274.1,1,0.54,0.45,3.89,3.98,3.78
Michael Beasley,LAL,26,11,15,10.7,4279.5,0.81,0.43,0.38,4.29,4.68,3.9
Michael Carter-Williams,ORL,28,17,11,13.3,5617.7,1.06,0.58,0.49,4.46,4.88,4.05
Michael Kidd-Gilchrist,CHA,64,29,35,18.4,7579.3,1.44,0.76,0.68,4.35,4.61,4.1
Mikal Bridges,PHX,82,19,63,29.5,12011.6,2.27,1.2,1.08,4.32,4.57,4.07
Mike Conley,MEM,70,30,40,33.5,13606.4,2.58,1.47,1.11,4.31,4.72,3.87
Mike Muscala,LAL,63,35,28,20.4,8663.5,1.64,0.9,0.74,4.49,4.94,4.05
Mike Scott,PHI,79,44,35,17.7,7201.5,1.36,0.73,0.63,4.3,4.64,3.96
Miles Bridges,CHA,80,38,42,21.2,8699.3,1.65,0.88,0.76,4.39,4.71,4.07
Miles Plumlee,ATL,18,1,17,9.6,4187.1,0.79,0.42,0.37,4.57,5.02,4.09
Milos Teodosic,LAC,15,8,7,10,4181.7,0.79,0.44,0.35,4.4,5,3.83
Mitchell Creek,MIN,5,1,4,9.4,3896,0.74,0.39,0.35,4.28,4.75,3.88
Mitchell Robinson,NYK,65,16,49,20.8,8153.1,1.54,0.81,0.74,4.18,4.35,4.02
Mo Bamba,ORL,45,17,28,16.3,6503,1.23,0.67,0.57,4.23,4.49,3.96
Montrezl Harrell,LAC,82,48,34,26.3,9837,1.86,0.99,0.88,3.93,4.21,3.64
Monté Morris,DEN,82,54,28,24,9702.1,1.84,1.02,0.82,4.29,4.7,3.86
Moritz Wagner,LAL,43,15,28,10.4,4134.3,0.78,0.43,0.35,4.23,4.72,3.73
Myles Turner,IND,74,43,31,28.6,10938.9,2.07,1.12,0.95,4.07,4.37,3.77
Naz Mitrou-Long,UTA,14,9,5,6,2433.6,0.46,0.25,0.21,4.29,4.69,3.91
Nemanja Bjelica,SAC,77,38,39,23.2,9202.7,1.74,0.91,0.83,4.23,4.64,3.87
Nene,HOU,42,29,13,13,4967.3,0.94,0.5,0.45,4.05,4.22,3.87
Nerlens Noel,OKC,76,47,29,13.7,5574.4,1.06,0.54,0.52,4.24,4.52,4
Nick Young,DEN,4,3,1,9.3,3475.8,0.66,0.35,0.31,3.93,4.1,3.76
Nicolas Batum,CHA,75,35,40,31.4,12717.3,2.41,1.28,1.13,4.33,4.57,4.09
Nik Stauskas,CLE,68,33,35,14.9,6172.3,1.17,0.67,0.5,4.41,4.86,3.93
Nikola Jokić,DEN,80,53,27,31.3,11542.4,2.19,1.2,0.98,3.95,4.28,3.6
Nikola Mirotic,MIL,46,24,22,27.1,10963,2.08,1.08,1,4.29,4.7,3.92
Nikola Vučević,ORL,78,39,39,31.4,11473,2.17,1.17,1,3.92,4.14,3.7
Noah Vonleh,NYK,67,13,54,25.3,10059.8,1.91,1.04,0.87,4.24,4.58,3.89
Norman Powell,TOR,60,45,15,18.8,7815.6,1.48,0.8,0.68,4.38,4.79,3.99
OG Anunoby,TOR,67,46,21,20.2,8365,1.58,0.83,0.75,4.37,4.59,4.15
Okaro White,WAS,3,2,1,2.1,856.7,0.16,0.09,0.07,4.27,4.77,3.69
Omari Spellman,ATL,46,15,31,17.5,7377.5,1.4,0.76,0.64,4.46,4.87,4.04
Omri Casspi,MEM,36,14,22,14.5,5731.6,1.09,0.59,0.49,4.21,4.37,4.03
Otto Porter Jr.,CHI,55,24,31,30,12364.7,2.34,1.25,1.09,4.38,4.76,4.02
P.J. Tucker,HOU,82,53,29,34.2,12750.7,2.41,1.24,1.17,3.98,4.05,3.92
PJ Dozier,BOS,6,5,1,8.5,3296,0.62,0.33,0.29,4.05,4.53,3.61
Pascal Siakam,TOR,80,57,23,31.9,13054.7,2.47,1.33,1.14,4.36,4.77,3.96
Pat Connaughton,MIL,61,43,18,20.7,8514,1.61,0.85,0.76,4.35,4.64,4.07
Patrick Beverley,LAC,78,48,30,27.4,11389.2,2.16,1.16,1,4.39,4.69,4.1
Patrick McCaw,TOR,29,17,12,13.7,5536,1.05,0.53,0.51,4.25,4.36,4.15
Patrick Patterson,OKC,62,39,23,13.7,5634.4,1.07,0.57,0.5,4.33,4.84,3.86
Patty Mills,SAS,82,48,34,23.3,9807.7,1.86,1.04,0.82,4.49,5,3.98
Pau Gasol,MIL,30,17,13,12,4621.4,0.88,0.48,0.39,4.12,4.47,3.76
Paul George,OKC,76,45,31,36.9,14221.9,2.69,1.4,1.29,4.09,4.59,3.65
Paul Millsap,DEN,70,49,21,27.1,10282.8,1.95,1.05,0.9,4.05,4.26,3.83
Quincy Acy,PHX,10,2,8,12.3,4953,0.94,0.51,0.42,4.22,4.69,3.69
Quincy Pondexter,SAS,53,29,24,5.5,2234,0.42,0.24,0.19,4.28,4.64,3.93
Quinn Cook,GSW,74,49,25,14.3,5881.8,1.11,0.61,0.5,4.45,4.8,4.08
RJ Hunter,BOS,1,1,0,25.7,9363,1.77,0.93,0.84,3.92,4.27,3.23
Rajon Rondo,LAL,46,19,27,29.8,11228.8,2.13,1.14,0.99,4.01,4.35,3.68
Raul Neto,UTA,37,26,11,12.8,5475,1.04,0.57,0.46,4.53,5.04,4.01
Rawle Alkins,CHI,10,3,7,12,4871.1,0.92,0.5,0.42,4.29,4.66,3.93
Ray Spalding,PHX,14,3,11,10.6,4405.2,0.83,0.44,0.39,4.41,4.95,3.92
Raymond Felton,OKC,33,19,14,11.5,4367.8,0.83,0.42,0.41,3.98,4.17,3.81
Reggie Bullock Jr.,LAL,63,27,36,29.8,12082.5,2.29,1.26,1.02,4.29,4.55,4.01
Reggie Jackson,DET,82,41,41,27.9,10914.5,2.07,1.17,0.89,4.2,4.55,3.8
Richaun Holmes,PHX,70,16,54,16.9,6468.9,1.23,0.65,0.58,4.03,4.19,3.85
Ricky Rubio,UTA,67,40,27,27.9,11222.1,2.13,1.19,0.93,4.31,4.84,3.77
Robert Covington,MIN,35,20,15,34.4,13276.5,2.51,1.31,1.2,4.1,4.29,3.91
Robert Williams III,BOS,32,18,14,8.8,3435.8,0.65,0.33,0.32,4.11,4.29,3.97
Robin Lopez,CHI,73,20,53,21.6,8240.8,1.56,0.85,0.71,4.09,4.39,3.79
Rodions Kurucs,BKN,63,36,27,20.5,8974.5,1.7,0.94,0.76,4.65,5.13,4.17
Rodney Hood,POR,72,29,43,26.3,10369.1,1.96,1.12,0.85,4.2,4.55,3.82
Rodney McGruder,LAC,66,31,35,23.5,10131,1.92,1.06,0.86,4.57,5.01,4.12
Ron Baker,WAS,15,4,11,10.1,4638.6,0.88,0.45,0.43,4.78,4.89,4.68
Rondae Hollis-Jefferson,BKN,59,27,32,20.9,8536.9,1.62,0.89,0.73,4.32,4.7,3.93
Royce O'Neale,UTA,81,50,31,20.5,8420.1,1.59,0.87,0.73,4.37,4.79,3.96
Rudy Gay,SAS,69,42,27,26.7,10352.2,1.96,1.06,0.9,4.18,4.39,3.96
Rudy Gobert,UTA,80,50,30,31.8,12467.4,2.36,1.28,1.09,4.19,4.53,3.85
Russell Westbrook,OKC,72,43,29,36,13406.3,2.54,1.35,1.18,3.97,4.65,3.41
Ryan Anderson,MIA,25,7,18,12.8,5074,0.96,0.55,0.41,4.2,4.53,3.83
Ryan Arcidiacono,CHI,80,22,58,24.2,10091.1,1.91,1.03,0.88,4.45,4.77,4.12
Ryan Broekhoff,DAL,42,15,27,10.8,4512.1,0.85,0.49,0.37,4.39,4.94,3.83
Salah Mejri,DAL,36,13,23,11.1,4315.8,0.82,0.44,0.38,4.12,4.33,3.93
Sam Dekker,WAS,46,13,33,16.7,7170.7,1.36,0.74,0.62,4.56,4.99,4.14
Scott Machado,LAL,4,3,1,4.8,1987.5,0.38,0.21,0.16,4.22,4.49,3.94
Semi Ojeleye,BOS,56,39,17,10.6,4399.8,0.83,0.45,0.38,4.38,4.89,3.9
Serge Ibaka,TOR,74,53,21,27.2,10211.7,1.93,1.04,0.9,4,4.3,3.7
Seth Curry,POR,74,49,25,18.9,7493.5,1.42,0.78,0.64,4.18,4.39,3.95
Shabazz Napier,BKN,56,26,30,17.6,6922.9,1.31,0.72,0.59,4.17,4.5,3.82
Shai Gilgeous-Alexander,LAC,82,48,34,26.5,11133.4,2.11,1.14,0.97,4.48,4.8,4.15
Shake Milton,PHI,20,10,10,13.4,5589.2,1.06,0.58,0.48,4.43,4.77,4.08
Shaquille Harrison,CHI,72,20,52,19.7,8562.3,1.62,0.85,0.78,4.64,4.81,4.47
Shaun Livingston,GSW,64,45,19,15.1,5988.9,1.13,0.61,0.53,4.25,4.68,3.85
Shelvin Mack,CHA,57,22,35,21.9,9239.7,1.75,0.99,0.76,4.48,4.83,4.08
Sindarius Thornwell,LAC,64,37,27,4.9,2122.9,0.4,0.2,0.2,4.51,4.91,4.21
Skal Labissiere,POR,22,12,10,8,3303.6,0.63,0.34,0.29,4.31,4.51,4.1
Solomon Hill,NOP,44,14,30,20,8029.9,1.52,0.81,0.71,4.28,4.66,3.91
Spencer Dinwiddie,BKN,68,36,32,28.1,10898.7,2.06,1.18,0.89,4.06,4.53,3.56
Stanley Johnson,NOP,66,28,38,18.3,7412.1,1.4,0.77,0.63,4.27,4.55,3.98
Stephen Curry,GSW,69,52,17,33.8,13479.8,2.55,1.38,1.18,4.34,5.01,3.74
Sterling Brown,MIL,58,45,13,17.8,7473.4,1.42,0.72,0.69,4.43,4.57,4.3
Steven Adams,OKC,79,46,33,33.3,12786.5,2.42,1.19,1.23,4.09,4.34,3.88
Svi Mykhailiuk,DET,42,19,23,10.5,4401.8,0.83,0.45,0.39,4.46,4.96,3.99
T.J. Leaf,IND,58,35,23,9,3778.6,0.72,0.38,0.33,4.4,4.68,4.11
T.J. McConnell,PHI,75,46,29,19.4,8567.7,1.62,0.88,0.74,4.7,5.09,4.31
T.J. Warren,PHX,43,10,33,31.6,12423.4,2.35,1.26,1.09,4.18,4.45,3.91
Tahjere McCall,BKN,1,0,1,8,3121,0.59,0.27,0.32,3.9,4.45,3.46
Taj Gibson,MIN,70,32,38,24.1,9542.3,1.81,0.96,0.85,4.2,4.42,3.97
Taurean Prince,ATL,55,19,36,28.2,11005.8,2.08,1.12,0.97,4.13,4.43,3.83
Terrance Ferguson,OKC,73,43,30,26.1,10550.2,2,0.97,1.03,4.33,4.55,4.14
Terrence Jones,HOU,2,2,0,2.5,1081.5,0.2,0.12,0.09,4.47,3.59,5.93
Terrence Ross,ORL,79,40,39,26.6,10833.5,2.05,1.14,0.91,4.31,4.73,3.88
Terry Rozier,BOS,79,47,32,22.7,9386.9,1.78,0.95,0.82,4.41,4.74,4.08
Thabo Sefolosha,UTA,49,28,21,12.2,4976.6,0.94,0.52,0.42,4.38,4.87,3.9
Thaddeus Young,IND,81,47,34,30.7,12133.4,2.3,1.21,1.09,4.2,4.43,3.97
Theo Pinson,BKN,18,7,11,11.7,4592,0.87,0.47,0.4,4.13,4.52,3.75
Thomas Bryant,WAS,71,28,43,20.9,8239.6,1.56,0.83,0.73,4.22,4.53,3.92
Thomas Welsh,DEN,11,8,3,3.3,1317.6,0.25,0.13,0.11,4.07,4.28,4.16
Thon Maker,DET,64,44,20,15.2,6291.3,1.19,0.63,0.56,4.45,4.76,4.15
Tim Frazier,MIL,59,27,32,19,7825.8,1.48,0.8,0.68,4.37,4.77,3.98
Tim Hardaway Jr.,DAL,64,14,50,31.8,12208.8,2.31,1.27,1.04,4.1,4.49,3.7
Timothe Luwawu-Cabarrot,CHI,50,25,25,13.4,5648.8,1.07,0.57,0.5,4.48,4.77,4.18
Tobias Harris,PHI,82,46,36,34.7,13779.8,2.61,1.44,1.17,4.22,4.64,3.81
Tomas Satoransky,WAS,79,31,48,27,11416,2.16,1.16,1.01,4.5,4.93,4.1
Tony Bradley,UTA,3,2,1,12,4911.7,0.93,0.5,0.43,4.34,4.6,4.08
Tony Parker,CHA,56,30,26,17.9,7326.2,1.39,0.79,0.59,4.35,4.87,3.81
Tony Snell,MIL,74,55,19,17.6,6991.8,1.32,0.69,0.63,4.2,4.5,3.91
Torrey Craig,DEN,75,50,25,20,8316.1,1.58,0.81,0.77,4.42,4.47,4.36
Trae Young,ATL,81,29,52,30.9,12751.6,2.42,1.37,1.05,4.37,4.98,3.76
Treveon Graham,BKN,35,19,16,20.4,8524.4,1.61,0.87,0.74,4.45,4.81,4.08
Trevon Duval,HOU,3,2,1,1.9,805.7,0.15,0.08,0.07,4.77,3.93,3.71
Trevor Ariza,WAS,68,21,47,34,12687.6,2.4,1.25,1.15,3.99,4.16,3.81
Trey Burke,DAL,58,16,42,19.4,8034,1.52,0.81,0.71,4.4,4.7,4.09
Trey Lyles,DEN,64,42,22,17.5,6733.2,1.28,0.7,0.57,4.08,4.41,3.73
Tristan Thompson,CLE,43,8,35,27.9,10613.5,2.01,1.11,0.9,4.15,4.31,3.96
Troy Brown Jr.,WAS,51,19,32,14.1,5743.7,1.09,0.59,0.5,4.32,4.75,3.9
Troy Caupain,ORL,4,3,1,3.9,1579,0.3,0.17,0.13,4.24,4.67,3.75
Troy Daniels,PHX,51,13,38,14.9,6150.2,1.16,0.64,0.53,4.36,4.81,3.91
Troy Williams,SAC,21,7,14,14.9,6325.2,1.2,0.63,0.57,4.49,4.92,4.06
Tyler Cavanaugh,UTA,11,7,4,3.6,1591.2,0.3,0.17,0.13,4.59,5.24,3.93
Tyler Davis,OKC,1,1,0,0.9,297,0.06,0.03,0.02,6.28,0,0
Tyler Dorsey,MEM,48,11,37,14.5,6091.8,1.15,0.61,0.54,4.44,4.77,4.12
Tyler Johnson,PHX,57,26,31,26.8,11040.5,2.09,1.16,0.93,4.36,4.77,3.93
Tyler Lydon,DEN,25,20,5,3.7,1556.6,0.29,0.16,0.13,4.45,4.52,4.37
Tyler Ulis,CHI,1,0,1,0.8,-,0,0,0,0,0,0
Tyler Zeller,MEM,6,3,3,15.5,6075.3,1.15,0.6,0.55,4.17,4.48,3.87
Tyreke Evans,IND,69,41,28,20.3,7547.3,1.43,0.76,0.67,3.93,4.19,3.68
Tyrone Wallace,LAC,62,34,28,10.1,4467.3,0.85,0.45,0.39,4.61,5.21,4.07
Tyson Chandler,LAL,55,26,29,15.9,5852.8,1.11,0.58,0.53,3.9,4.1,3.71
Tyus Jones,MIN,68,29,39,22.9,9252.5,1.75,0.96,0.79,4.28,4.64,3.9
Udonis Haslem,MIA,10,8,2,7.5,2676.8,0.51,0.27,0.24,3.82,4.08,3.57
Victor Oladipo,IND,36,25,11,31.9,12788.6,2.42,1.28,1.15,4.28,4.58,3.99
Vince Carter,ATL,76,25,51,17.5,6696.8,1.27,0.68,0.59,4.02,4.46,3.62
Vincent Edwards,HOU,2,1,1,7.9,3044.5,0.58,0.31,0.27,4.27,4.63,3.3
Wade Baldwin IV,POR,16,10,6,5.8,2594.2,0.49,0.28,0.21,4.69,5,4.35
Walt Lemon Jr.,CHI,6,1,5,27.9,11309,2.14,1.14,1.01,4.37,4.7,3.98
Wayne Ellington,DET,53,26,27,24.5,9688,1.83,1.03,0.81,4.28,4.69,3.85
Wayne Selden,CHI,75,27,48,19.2,7142.5,1.35,0.73,0.62,3.96,4.17,3.73
Wendell Carter Jr.,CHI,43,10,33,25.4,10073,1.91,1.02,0.89,4.25,4.6,3.92
Wes Iwundu,ORL,68,36,32,18.1,7522.5,1.42,0.76,0.66,4.43,4.7,4.15
Wesley Johnson,WAS,38,17,21,14.1,5664.4,1.07,0.56,0.51,4.28,4.65,3.94
Wesley Matthews,IND,69,27,42,30.3,11804.6,2.24,1.22,1.02,4.14,4.41,3.85
Will Barton,DEN,43,27,16,27.6,10792.7,2.04,1.11,0.94,4.17,4.48,3.86
Willie Cauley-Stein,SAC,81,39,42,27.3,10642.4,2.02,1.03,0.98,4.16,4.49,3.86
Willy Hernangomez,CHA,58,31,27,14,5757.4,1.09,0.6,0.49,4.38,4.81,3.94
Wilson Chandler,LAC,50,35,15,22.9,9053.5,1.71,0.91,0.8,4.21,4.57,3.86
Yante Maten,MIA,2,1,1,6.5,2578.5,0.49,0.25,0.24,4.27,4.69,3.92
Yogi Ferrell,SAC,71,33,38,15,6302.4,1.19,0.65,0.54,4.43,4.91,3.95
Yuta Watanabe,MEM,15,5,10,11.6,4913.3,0.93,0.5,0.43,4.47,4.89,3.99
Zach Collins,POR,77,51,26,17.6,6958.8,1.32,0.73,0.58,4.18,4.42,3.91
Zach LaVine,CHI,62,16,46,34.4,14219,2.69,1.48,1.22,4.43,4.87,3.99
Zach Lofton,DET,1,1,0,3.8,1474,0.28,0.13,0.15,4.5,3.07,2.94
Zaza Pachulia,DET,68,35,33,12.9,4927.6,0.93,0.51,0.42,4.07,4.27,3.83
Zhaire Smith,PHI,6,2,4,18.4,7941.8,1.5,0.84,0.67,4.58,5.06,4.09
Zhou Qi,HOU,1,0,1,0.9,385,0.07,0.03,0.04,5.01,0,0
