Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
154,JaMychal Green,PF,DEN,"Elbow, Ankle, Personal, Health Protocols, Wrist",12,"2811/29-11/30, 12/13-12/21, 1/13-1/14, 1/15-1/25, 3/28-3/31","$1,319,528"
155,Isaac Okoro,SG,CLE,"Hamstring, Health Protocols, Elbow",15,"3410/27-11/9, 12/18-12/27, 1/4-1/13","$1,313,250"
156,Vlatko Cancar,PF,DEN,"Hip, Illness, Foot",61,"12810/20-11/18, 12/28-12/31, 1/5-4/9","$1,311,360"
157,Dennis Schröder,PG,BOS,"Ankle, Illness, Health Protocols, Shoulder",19,"3711/28-11/30, 12/17-12/19, 12/25-1/1, 3/2-3/8, 3/13-3/15, 3/28-4/10","$1,252,487"
158,Markieff Morris,PF,MIA,"Neck, Health Protocols",40,"8011/10-1/11, 1/12-1/13, 2/25-3/11","$1,214,560"
159,Mike Conley,PG,UTA,"Rest, Knee, Injury Management",10,"1010/30-10/30, 11/7-11/7, 12/18-12/18, 12/31-12/31, 1/7-1/7, 1/24-1/24, 3/6-3/6, 3/12-3/12, 3/20-3/20, 4/6-4/6","$1,206,900"
160,Kyle Anderson,PF,MEM,"Back, Health Protocols",12,"2112/2-12/8, 1/3-1/5, 1/6-1/8, 1/21-1/28","$1,199,310"
161,Robert Covington,PF,POR,"Health Protocols, Knee, Personal",9,"1612/27-1/2, 1/26-1/27, 3/8-3/15","$1,193,152"
162,Nassir Little,SF,POR,"Ankle, Illness, Shoulder",40,"8811/30-12/7, 12/21-12/26, 1/26-4/10","$1,171,456"
163,Killian Hayes,PG,DET,"Thumb, Health Protocols, Hip, Adductor, Head",16,"3611/5-11/9, 11/21-11/27, 12/21-1/2, 1/19-1/22, 3/9-3/14, 3/19-3/20","$1,152,972"
164,Gorgui Dieng,C,ATL,"Health Protocols, Illness, Personal",8,"5012/29-1/11, 1/21-2/23, 2/24-2/25","$1,149,450"
165,Pat Connaughton,SG,MIL,"Health Protocols, Finger",16,"371/5-1/9, 2/14-3/18","$1,134,087"
166,Willie Cauley-Stein,C,DAL,"Illness, Personal",24,"4811/29-12/10, 12/11-1/15","$1,131,024"
167,Bol Bol,PF,DEN,"Health Protocols, Foot",41,"9112/4-12/11, 12/17-12/27, 1/28-4/10","$1,130,220"
168,Jonas Valanciunas,C,NOP,"Illness, Health Protocols, Rest, Ankle",8,"1412/23-12/27, 1/1-1/2, 1/25-1/25, 1/28-1/30, 4/5-4/6, 4/10-4/10","$1,126,440"
169,Cedi Osman,SF,CLE,"Back, Health Protocols",11,"2411/18-11/23, 11/29-12/4, 12/26-1/6","$1,121,832"
170,Chris Duarte,SF,IND,"Shoulder, Health Protocols, Foot, Toe",24,"5211/15-11/18, 12/31-1/4, 2/15-2/26, 3/2-3/7, 3/13-3/14, 3/18-4/10","$1,120,505"
171,Anthony Edwards,SG,MIN,"Health Protocols, Knee",9,"1912/17-12/27, 3/1-3/8","$1,118,758"
172,Anfernee Simons,SG,POR,"Illness, Ankle, Health Protocols, Personal, Quad",25,"4911/24-11/25, 12/4-12/11, 12/31-1/2, 1/13-1/14, 3/7-4/10","$1,109,213"
173,Justise Winslow,SF,LAC,"Personal, Health Protocols, Illness, Achilles, Calf",26,"4911/14-11/20, 1/9-1/16, 2/27-3/15, 3/20-3/20, 3/25-4/10","$1,098,972"
174,Steven Adams,C,MEM,"Health Protocols, Calf, Ankle",6,"111/8-1/13, 4/1-4/4, 4/10-4/10","$1,079,342"
175,Darius Garland,PG,CLE,"Ankle, Health Protocols, Back",14,"2610/22-10/24, 12/28-1/3, 1/31-2/8, 2/11-2/11, 2/24-3/1","$1,052,090"
176,Jason Preston,PG,LAC,Foot,82,17210/21-4/10,"$1,050,060"
177,Trevor Ariza,SF,LAL,"Ankle, Health Protocols",34,"6910/19-12/18, 12/23-12/30","$1,047,558"
178,Romeo Langford,SG,BOS,"Calf, Ankle, Neck, Illness, Groin, Hamstring, Heel",22,"4710/24-10/29, 12/4-12/6, 12/18-12/19, 1/2-1/4, 2/25-3/3, 3/9-4/2, 4/5-4/6","$1,027,608"
179,Robert Williams III,C,BOS,"Illness, Knee, Personal, Toe, Calf",21,"4810/30-10/31, 11/17-11/21, 11/24-11/30, 12/20-12/21, 1/2-1/4, 1/17-1/20, 2/15-2/23, 3/21-3/22, 3/28-4/10","$1,010,208"
180,Mohamed Bamba,C,ORL,"Back, Ankle, Health Protocols, Toe",11,"2311/27-11/28, 12/15-12/27, 12/28-1/1, 1/12-1/14","$1,000,477"
181,Zeke Nnaji,PF,DEN,"Ankle, Health Protocols, Hamstring, Knee",32,"6911/15-11/22, 1/1-1/6, 2/12-2/23, 2/24-3/8, 3/10-4/9","$990,909"
182,Hamidou Diallo,SG,DET,"Face, Illness, Finger",18,"3312/6-12/7, 3/7-3/8, 3/12-4/10","$986,205"
183,Ziaire Williams,SF,MEM,"Wrist, Knee, Ankle",20,"3911/8-11/11, 11/30-12/5, 12/8-1/2, 1/3-1/3, 1/29-1/30","$980,185"
184,Kelly Oubre Jr.,SF,CHA,"Health Protocols, Ankle",6,"141/10-1/18, 1/28-2/1","$965,524"
185,Louis Williams,SG,ATL,"Ankle, Health Protocols, Back, Hamstring, Hip, Personal",18,"3310/27-10/27, 12/22-12/30, 2/3-2/3, 2/6-2/12, 2/26-3/2, 3/22-3/24, 3/31-4/1, 4/6-4/10","$948,288"
186,Sterling Brown,SG,DAL,"Ankle, Foot, Health Protocols, Personal, Illness",28,"5510/28-10/30, 12/7-12/18, 1/19-2/12, 3/25-4/5, 4/6-4/7, 4/10-4/10","$948,255"
187,Usman Garuba,PF,HOU,"Thigh, Health Protocols, Wrist, Ankle",32,"7012/1-12/11, 1/3-1/9, 1/25-3/12, 3/18-3/22","$946,750"
188,Abdel Nader,SF,PHX,"Knee, Health Protocols",38,"8111/22-12/28, 12/29-1/10, 1/11-2/10","$931,014"
189,LaMarcus Aldridge,PF,BKN,"Rest, Health Protocols, Foot, Ankle, Hip",29,"6010/25-10/25, 12/8-12/8, 12/14-12/29, 1/3-1/4, 1/9-1/16, 2/1-2/13, 3/8-3/27","$910,920"
190,Frank Jackson,PG,DET,"Ankle, Health Protocols, Back",24,"521/1-1/5, 1/6-1/9, 1/10-1/16, 2/14-2/28, 3/3-3/24","$896,532"
191,Mason Plumlee,C,CHA,"Calf, Health Protocols",8,"1911/26-12/4, 12/5-12/14","$888,573"
192,Tyler Herro,SG,MIA,"Wrist, Soreness, Quad, Health Protocols, Knee",16,"3811/18-11/19, 11/27-11/30, 12/15-12/20, 1/19-1/25, 2/7-2/11, 2/15-2/24, 3/23-3/25, 4/10-4/10","$874,494"
193,Tyus Jones,PG,MEM,"Finger, Health Protocols, Hand",9,"2012/20-12/22, 1/19-1/30, 4/1-4/4, 4/10-4/10","$873,560"
194,De'Anthony Melton,SG,MEM,"Groin, Health Protocols",9,"1711/20-11/25, 12/26-1/5","$860,353"
195,Paul Millsap,PF,BKN,"Personal, Health Protocols, Illness",26,"5610/31-11/2, 11/14-11/21, 12/12-12/13, 12/14-12/24, 1/17-2/10, 2/11-2/12, 3/7-3/10, 4/10-4/10","$850,192"
196,PJ Washington,PF,CHA,"Knee, Elbow, Illness, Health Protocols",17,"3510/25-10/28, 11/5-11/23, 12/10-12/12, 12/27-1/4","$847,875"
197,P.J. Tucker,PF,MIA,"Knee, Health Protocols, Calf",11,"2112/21-12/30, 12/31-1/2, 1/31-1/31, 3/3-3/4, 4/3-4/4, 4/8-4/10","$844,830"
198,P.J. Dozier,PG,DEN,Knee,35,"7611/26-1/18, 1/19-2/9","$834,632"
199,Taurean Prince,PF,MIN,Health Protocols,5,1112/17-12/27,"$821,843"
200,Kenrich Williams,PF,OKC,"Ankle, Health Protocols, Knee",33,"7011/29-12/5, 1/11-1/20, 2/16-4/10","$804,580"
201,Cameron Johnson,SF,PHX,"Ankle, Quad",17,"311/11-1/16, 3/6-3/31","$790,500"
202,Derrick White,PG,SAS,"Health Protocols, Rest",6,"91/7-1/14, 1/30-1/30","$785,097"
203,Cody Zeller,C,POR,"Quad, Health Protocols, Knee",26,"5712/8-12/26, 12/27-1/6, 1/13-2/8","$782,838"
204,Danuel House Jr.,SF,HOU,"Personal, Foot, Ankle, Finger, Illness, Health Protocols, Knee",28,"6310/20-10/21, 10/28-11/9, 12/8-12/18, 12/28-1/4, 1/12-1/15, 2/2-2/11, 3/16-3/30","$778,701"
205,Nicolas Batum,SF,LAC,"Personal, Achilles, Health Protocols, Ankle, Back",23,"4210/21-10/22, 11/18-11/18, 11/21-12/7, 12/12-12/17, 12/27-1/5, 1/19-1/20, 1/30-1/30, 4/1-4/2, 4/10-4/10","$765,198"
206,Rajon Rondo,PG,LAL,"Hamstring, Illness, Health Protocols, Toe, Ankle",26,"5011/10-11/11, 12/9-12/10, 12/28-12/31, 1/12-1/23, 2/26-3/7, 3/14-4/2","$759,100"
207,Ty Jerome,SG,OKC,Hip,26,532/16-4/10,"$734,951"
208,Cory Joseph,PG,DET,"Knee, Health Protocols, Rest, Back",12,"2612/6-12/7, 12/26-1/4, 1/11-1/13, 3/21-3/21, 4/1-4/10","$733,668"
209,Goga Bitadze,C,IND,"Illness, Health Protocols, Foot",17,"4111/13-11/14, 1/2-1/11, 1/31-2/5, 2/16-2/24, 3/4-3/5, 3/13-3/17, 3/26-3/27, 4/5-4/10","$730,087"
210,Josh Okogie,SG,MIN,"Back, Health Protocols, Quad",14,"3111/17-11/25, 12/19-12/26, 1/30-2/7, 2/9-2/13","$728,314"
211,Lonnie Walker IV,SG,SAS,"Illness, Health Protocols, Knee, Back",12,"2812/15-12/16, 1/1-1/6, 2/4-2/8, 3/7-3/8, 3/20-3/29, 4/7-4/8, 4/10-4/10","$715,764"
212,Monte Morris,PG,DEN,"Knee, Health Protocols, Concussion, Elbow",7,"1412/28-12/31, 1/1-1/4, 2/11-2/15, 4/10-4/10","$711,998"
213,Scottie Barnes,PF,TOR,"Thumb, Health Protocols, Knee, Wrist",8,"1711/1-11/4, 12/26-12/30, 12/31-1/1, 1/11-1/13, 1/15-1/16, 1/25-1/25","$711,313"
214,Jeremiah Robinson-Earl,PF,OKC,"Health Protocols, Foot",29,"6112/28-1/4, 2/2-3/27","$701,134"
215,Grayson Allen,SG,MIL,"Illness, Health Protocols, Hip",12,"3012/4-12/5, 1/5-1/12, 1/22-1/25, 2/6-2/7, 2/17-2/25, 3/8-3/8, 4/7-4/10","$699,090"
216,Luguentz Dort,SG,OKC,"Shoulder, Ankle, Knee, Face",31,"6811/1-11/3, 12/15-12/17, 1/2-1/6, 2/5-2/6, 2/14-4/10","$696,660"
217,Landry Shamet,SG,PHX,"Foot, Health Protocols, Ankle",13,"3211/10-11/11, 1/4-1/10, 2/1-2/23","$693,024"
218,Aaron Nesmith,SF,BOS,"Health Protocols, Ankle",16,"3312/25-1/6, 1/19-1/22, 3/6-3/22","$688,677"
219,Nicolas Claxton,C,BKN,"Illness, Wrist, Hamstring, Rest",30,"6710/27-12/2, 12/18-12/24, 1/12-1/24, 1/26-1/26, 2/6-2/14","$686,415"
220,Kentavious Caldwell-Pope,SG,WAS,"Health Protocols, Rest",5,"912/23-12/29, 4/8-4/8, 4/10-4/10","$674,424"
221,Montrezl Harrell,C,WAS,Health Protocols,6,1212/28-1/8,"$670,404"
222,Trey Burke,PG,DAL,"Health Protocols, Shoulder",17,"3710/28-10/28, 11/2-11/2, 12/23-1/2, 2/15-3/4, 3/25-3/26, 3/29-4/1","$669,811"
223,Malik Beasley,SG,MIN,"Illness, Ankle",3,"82/25-2/27, 3/27-3/31","$661,696"
224,Didi Louzada,SF,NOP,Knee,28,"641/24-2/8, 2/9-3/29","$657,216"
225,Cole Anthony,PG,ORL,"Ankle, Toe",17,"3311/20-11/30, 12/17-12/22, 12/26-1/4, 4/5-4/10","$654,192"
226,Josh Jackson,SG,DET,"Health Protocols, Back, Illness",10,"2212/26-1/2, 1/30-2/10, 3/28-3/29","$632,852"
227,Devonte' Graham,PG,NOP,"Foot, Ankle, Hip, Knee",6,"1011/19-11/23, 1/25-1/27, 3/20-3/20, 4/10-4/10","$632,180"
228,Maurice Harkless,SF,SAC,"Hip, Knee, Ankle",11,"2510/22-10/23, 11/28-12/9, 1/9-1/11, 2/9-2/11, 3/7-3/11","$624,650"
229,Solomon Hill,SF,ATL,Hamstring,19,"4512/6-1/13, 1/14-1/19","$618,030"
230,Keon Johnson,SG,LAC,"Illness, Ankle",18,"4210/21-11/6, 11/13-11/21, 2/8-2/23","$616,282"
231,Shake Milton,SG,PHI,"Ankle, Groin, Health Protocols, Back",27,"5710/20-10/27, 11/27-11/28, 12/20-12/29, 1/5-2/10","$604,941"
232,Ivica Zubac,C,LAC,"Health Protocols, Calf",6,"1412/31-1/7, 1/31-2/5","$604,940"
233,Reggie Jackson,PG,LAC,"Health Protocols, Rest",6,"1012/22-12/28, 3/14-3/14, 4/1-4/1, 4/10-4/10","$596,810"
234,Obi Toppin,PF,NYK,"Health Protocols, Hamstring",10,"2012/12-12/22, 3/4-3/12","$586,800"
235,RJ Hampton,PG,ORL,"Health Protocols, Knee",18,"4412/17-12/25, 1/21-2/24","$582,384"
236,Trae Young,PG,ATL,"Health Protocols, Back, Shoulder, Quad",6,"1212/22-12/26, 1/5-1/6, 1/31-2/2, 3/18-3/19","$574,236"
237,Thaddeus Young,PF,SAS,"Health Protocols, Illness",4,"71/7-1/12, 3/3-3/3","$570,864"
238,LaMelo Ball,PG,CHA,Health Protocols,4,1212/5-12/16,"$567,708"
239,Jalen McDaniels,SF,CHA,"Health Protocols, Ankle",23,"5512/5-12/14, 1/23-1/28, 1/30-3/7, 3/9-3/10","$563,475"
240,Royce O'Neale,SF,UTA,"Foot, Knee, Thumb",5,"1111/27-12/2, 1/7-1/7, 1/24-1/25, 4/6-4/7","$556,325"
241,Quentin Grimes,SG,NYK,"Health Protocols, Knee",21,"4312/14-12/23, 2/7-2/9, 2/27-3/17, 3/27-4/2, 4/6-4/10","$535,919"
242,Avery Bradley,PG,LAL,"Hand, Health Protocols, Knee",12,"3511/30-12/6, 12/17-12/27, 2/16-3/4","$531,370"
243,Davion Mitchell,PG,SAC,"Health Protocols, Hand",7,"2012/17-12/28, 2/16-2/23","$529,112"
244,Tomas Satoransky,SG,NOP,Health Protocols,4,91/3-1/11,"$517,239"
245,Bruce Brown Jr.,SG,BKN,"Hamstring, Health Protocols, Illness",6,"1911/22-11/26, 12/14-12/24, 4/2-4/4","$517,161"
246,Yuta Watanabe,SF,TOR,"Calf, Health Protocols, Quad",27,"5110/20-11/23, 11/26-11/27, 1/4-1/10, 4/1-4/7","$516,681"
247,Carmelo Anthony,PF,LAL,"Back, Hamstring, Illness",13,"341/12-1/18, 2/5-2/24, 3/18-3/18, 4/1-4/2, 4/7-4/10","$516,188"
248,Alex Len,C,WAS,"Health Protocols, Back, Personal",12,"2412/17-12/29, 3/14-3/14, 3/28-3/29, 4/3-4/10","$514,752"
249,Jarrett Culver,SG,MEM,"Health Protocols, Knee",7,"1412/23-1/2, 4/7-4/9","$514,556"
250,Devin Vassell,SG,SAS,"Quad, Health Protocols, Back, Achilles",11,"2111/26-12/1, 12/4-12/8, 1/7-1/11, 3/7-3/8, 3/26-3/27, 4/9-4/9","$511,140"
251,Matisse Thybulle,SG,PHI,"Health Protocols, Shoulder, Personal",16,"3111/6-11/19, 1/3-1/6, 1/15-1/24, 2/6-2/7, 4/7-4/7","$506,013"
252,KZ Okpala,SF,MIA,"Ankle, Wrist",24,"4911/2-11/7, 12/31-2/9, 2/10-2/11","$502,005"
253,James Johnson,PF,BKN,"Knee, Shoulder, Health Protocols, Illness, Wrist",11,"3211/7-11/8, 12/4-12/6, 12/14-12/24, 1/15-1/20, 2/17-2/23, 4/5-4/7","$485,824"
254,Taj Gibson,C,NYK,"Personal, Groin, Illness",9,"1710/20-10/23, 11/20-12/1, 3/6-3/6","$479,706"
255,James Bouknight,SG,CHA,"Wrist, Neck",9,"202/7-2/10, 2/28-3/16","$477,520"
256,Jaren Jackson Jr.,PF,MEM,"Knee, Leg, Thigh",4,"912/11-12/12, 3/28-3/29, 4/1-4/4, 4/10-4/10","$474,858"
257,Brandon Clarke,PF,MEM,"Knee, Back, Hip, Thigh",15,"3012/4-12/25, 1/23-1/25, 3/24-3/27, 4/10-4/10","$470,160"
258,Dewayne Dedmon,C,MIA,"Knee, Back, Ankle",13,"3412/26-1/11, 2/15-2/25, 4/3-4/7, 4/10-4/10","$466,956"
259,Tre Mann,PG,OKC,"Health Protocols, Ankle, Hamstring",14,"2812/26-1/4, 3/9-3/12, 3/28-4/10","$466,872"
260,Semi Ojeleye,PF,MIL,"Calf, Rest, Health Protocols",24,"4510/19-10/26, 10/31-10/31, 11/20-12/17, 12/30-1/6","$462,735"
261,Kevin Porter Jr.,PG,HOU,"Thigh, Health Protocols, Illness, Ankle",20,"4511/17-11/23, 12/5-12/27, 1/28-1/30, 2/16-2/24, 2/27-3/1","$461,025"
262,Killian Tillie,PF,MEM,"Back, Health Protocols, Thigh, Knee",23,"10811/8-1/12, 1/13-1/22, 2/8-2/15, 3/18-4/10","$459,018"
263,Hassan Whiteside,C,UTA,"Glute, Concussion, Health Protocols, Back, Illness, Foot",16,"3312/5-12/8, 1/1-1/6, 1/12-1/22, 2/2-2/3, 3/18-3/19, 3/25-4/1","$455,466"
264,Bobby Portis,PF,MIL,"Hamstring, Health Protocols, Shoulder",10,"1810/19-10/26, 10/30-10/30, 12/17-12/24, 4/10-4/10","$449,748"
265,Duncan Robinson,SF,MIA,Health Protocols,3,512/31-1/4,"$447,125"
266,D.J. Augustin,PG,HOU,"Illness, Health Protocols",6,"1111/29-12/2, 12/27-1/2","$442,530"
267,Chuma Okeke,PF,ORL,"Hip, Health Protocols, Knee",12,"2310/20-10/29, 12/26-1/4, 3/17-3/19","$433,182"
268,JaVale McGee,C,PHX,"Health Protocols, Knee, Illness",7,"1512/31-1/5, 1/26-1/29, 3/27-3/31","$431,040"
269,Jaden Springer,PG,PHI,"Concussion, Health Protocols, Knee, Groin",13,"3712/15-12/23, 1/5-1/12, 2/17-2/25, 3/23-4/2","$430,327"
270,Udoka Azubuike,C,UTA,"Health Protocols, Ankle",18,"361/10-1/16, 3/12-4/10","$429,480"
271,Jordan Clarkson,SG,UTA,"Back, Knee",3,"61/7-1/7, 2/2-2/6","$428,274"
272,Furkan Korkmaz,SG,PHI,"Wrist, Illness, Knee",7,"1611/4-11/5, 12/15-12/22, 1/31-2/5","$425,712"
273,Frank Ntilikina,PG,DAL,"Calf, Illness, Thigh, Ankle",17,"4111/23-12/3, 12/19-12/20, 12/31-1/2, 1/23-1/24, 2/17-2/25, 2/27-3/4, 3/9-3/13, 3/30-3/31, 4/10-4/10","$421,603"
274,Dean Wade,PF,CLE,"Ankle, Calf, Knee",22,"4110/20-10/21, 11/27-12/7, 3/14-4/10","$420,045"
275,Otto Porter Jr.,SF,GSW,"Rest, Injury Management, Foot, Back, Illness",19,"3011/8-11/8, 11/19-11/19, 12/4-12/4, 12/14-12/16, 12/18-12/19, 1/5-1/5, 1/20-1/20, 1/31-1/31, 2/1-2/2, 2/3-2/6, 2/10-2/10, 3/7-3/13, 3/23-3/24, 3/28-3/28, 4/3-4/3, 4/7-4/7","$412,020"
276,Vernon Carey Jr.,C,CHA,"Health Protocols, Hip, Calf",24,"471/2-1/12, 3/1-3/16, 3/18-4/7","$410,028"
277,Jonathan Kuminga,PF,GSW,Knee,6,"1310/19-10/29, 1/11-1/12","$408,408"
278,Moritz Wagner,C,ORL,"Health Protocols, Ankle, Knee, Ribs",16,"4112/17-12/27, 1/3-1/7, 2/8-2/15, 2/16-3/4","$407,458"
279,Evan Fournier,SG,NYK,"Ankle, Thigh",2,"412/29-12/30, 1/8-1/9","$394,088"
280,Jarred Vanderbilt,PF,MIN,"Illness, Health Protocols, Quad",8,"1711/29-11/30, 12/21-12/30, 3/9-3/10, 3/12-3/15","$390,813"
281,Javonte Green,SG,CHI,"Health Protocols, Adductor, Foot",17,"4012/4-12/18, 1/1-1/23, 2/12-2/13","$383,720"
282,Dwight Howard,C,LAL,"Neck, Health Protocols, Back, Personal, Rest",11,"2510/31-11/3, 12/15-12/21, 2/5-2/15, 3/14-3/15, 4/10-4/10","$379,550"
283,Sam Merrill,SG,MEM,Ankle,22,4311/20-1/1,"$375,132"
284,Malachi Flynn,PG,TOR,"Health Protocols, Hamstring",16,"3112/26-12/27, 3/6-4/4","$364,870"
285,Wayne Ellington,SG,LAL,"Hamstring, Illness",12,"2410/19-11/3, 12/28-12/29, 3/18-3/23","$364,368"
286,Alperen Sengun,C,HOU,"Illness, Ankle, Leg",10,"1911/10-11/11, 1/1-1/13, 3/30-4/2","$351,025"
287,Darius Bazley,PF,OKC,"Health Protocols, Knee",13,"2412/26-1/4, 3/28-4/10","$346,632"
288,Austin Rivers,SG,DEN,"Health Protocols, Illness, Hip",12,"2512/1-12/16, 1/15-1/18, 2/8-2/10, 3/4-3/5","$345,050"
289,Delon Wright,PG,ATL,Health Protocols,3,712/27-1/2,"$343,014"
290,Kevin Huerter,SG,ATL,"Health Protocols, Shoulder",7,"1412/22-1/2, 3/7-3/8","$342,230"
291,Isaiah Stewart,C,DET,"Health Protocols, Ankle",8,"1812/23-1/4, 3/9-3/14","$339,012"
292,Jeff Green,PF,DEN,"Health Protocols, Quad, Personal",7,"131/1-1/6, 1/23-1/24, 3/9-3/9, 4/3-4/6","$336,206"
293,Isaiah Livers,SF,DET,"Foot, Concussion",24,"5510/20-11/10, 1/21-2/14, 3/23-3/30","$334,180"
294,Udonis Haslem,PF,MIA,"Health Protocols, Eye",7,"2212/28-1/7, 2/15-2/25","$334,004"
295,Daniel Theis,C,HOU,"Toe, Personal",3,"711/2-11/5, 2/8-2/10","$333,116"
296,Keita Bates-Diop,SF,SAS,"Back, Ankle, Hamstring, Health Protocols, Face",16,"3311/10-11/13, 12/4-12/6, 1/1-1/3, 1/25-1/31, 2/12-2/13, 3/7-3/11, 3/14-3/22","$327,954"
297,Cody Martin,SF,CHA,"Illness, Health Protocols, Ankle",11,"3211/29-12/4, 12/19-12/26, 2/7-2/24","$327,840"
298,Precious Achiuwa,PF,TOR,"Shoulder, Health Protocols",8,"2111/13-11/18, 12/8-12/17, 12/26-12/30","$327,222"
299,Jalen Johnson,SF,ATL,"Health Protocols, Ankle, Concussion",10,"2112/27-1/4, 1/12-1/17, 3/30-4/4","$320,991"
300,Jaden McDaniels,PF,MIN,"Illness, Ankle",12,"2711/29-12/5, 3/16-4/4","$320,166"
301,Kevin Knox,SF,NYK,Health Protocols,4,912/16-12/24,"$302,382"
302,Robin Lopez,C,ORL,Health Protocols,5,1012/30-1/8,"$287,360"
303,Damion Lee,SG,GSW,"Shoulder, Hip, Personal, Health Protocols",10,"2610/30-11/2, 11/10-11/13, 11/26-12/2, 12/23-1/2","$285,532"
304,DeAndre' Bembry,SF,BKN,"Health Protocols, Back, Thumb, Knee Acl",17,"4912/14-12/24, 1/17-1/20, 2/17-2/25, 3/13-4/7","$284,796"
305,Juancho Hernangomez,PF,BOS,Health Protocols,4,812/17-12/24,"$283,928"
306,Tristan Thompson,C,SAC,"Quad, Illness",4,"51/10-1/13, 1/14-1/14","$279,335"
307,Aaron Holiday,PG,WAS,"Illness, Health Protocols, Ankle",6,"1212/1-12/2, 12/28-1/4, 2/25-2/26","$274,524"
308,Tyrese Maxey,PG,PHI,"Illness, Quad, Health Protocols",7,"1812/6-12/7, 12/16-12/22, 1/3-1/11","$269,262"
309,Santi Aldama,C,MEM,"Calf, Foot, Illness",11,"2312/17-12/30, 2/8-2/15, 4/9-4/9","$263,649"
310,Boban Marjanovic,C,DAL,"Back, Health Protocols",7,"1310/28-10/28, 12/29-1/9","$261,495"
311,Isaiah Hartenstein,C,LAC,Ankle,13,2612/20-1/14,"$258,388"
312,Gary Payton II,PG,GSW,"Hernia, Back, Knee",11,"2311/21-11/23, 1/14-1/17, 3/5-3/21","$256,358"
313,Anthony Gill,PF,WAS,"Calf, Health Protocols",14,"2910/22-11/7, 12/28-12/29, 1/3-1/12","$252,996"
314,Georges Niang,PF,PHI,"Health Protocols, Knee",6,"1312/15-12/25, 4/9-4/10","$246,558"
315,Leandro Bolmaro,SG,MIN,"Health Protocols, Ankle",8,"181/7-1/15, 1/30-2/7","$243,450"
316,Day'Ron Sharpe,C,BKN,"Toe, Personal, Health Protocols, Illness",6,"2110/19-10/21, 11/14-11/15, 12/18-12/29, 1/26-1/29","$242,470"
317,Lamar Stevens,SF,CLE,"Ankle, Health Protocols, Knee",11,"2711/13-11/26, 12/22-12/29, 1/17-1/21","$235,548"
318,Ishmael Smith,PG,CHA,Health Protocols,3,912/6-12/14,"$232,758"
319,Tyrese Haliburton,PG,SAC,"Back, Health Protocols",4,"1011/8-11/11, 1/16-1/21","$231,240"
320,Jevon Carter,PG,BKN,Health Protocols,3,1112/14-12/24,"$230,747"
321,Matt Thomas,SG,CHI,"Health Protocols, Leg",8,"2412/8-12/25, 4/5-4/10","$230,232"
322,Xavier Tillman,C,MEM,"Health Protocols, Leg, Personal",10,"2612/31-1/8, 2/10-2/24, 3/6-3/7","$226,824"
323,Garrett Temple,SG,NOP,"Ankle, Health Protocols",4,"810/29-11/1, 2/4-2/7","$225,744"
324,Tony Snell,SG,ATL,"Foot, Personal",8,"1610/20-10/31, 12/15-12/18","$219,744"
325,Dylan Windler,SF,CLE,"Hip, Calf, Health Protocols, Knee",8,"1710/20-10/24, 12/6-12/7, 12/22-12/29, 1/2-1/3","$218,773"
326,Nah'Shon Hyland,PG,DEN,"Ankle, Health Protocols, Illness, Knee",8,"1811/23-11/28, 12/1-12/7, 1/1-1/2, 1/23-1/24, 3/9-3/9","$216,918"
327,Nemanja Bjelica,PF,GSW,"Back, Quad, Undisclosed",8,"181/29-2/9, 3/1-3/2, 3/16-3/19","$216,144"
328,Troy Brown Jr.,SG,CHI,Health Protocols,2,712/19-12/25,"$208,012"
329,Mitchell Robinson,C,NYK,"Hip Flexor, Concussion, Health Protocols, Ankle, Back, Illness",10,"2011/8-11/9, 11/21-11/25, 1/2-1/3, 1/24-1/25, 2/8-2/9, 3/23-3/24, 4/6-4/10","$207,140"
330,Jalen Smith,PF,PHX,"Illness, Groin",5,"812/13-12/15, 3/23-3/25, 4/9-4/10","$204,968"
331,Isaiah Roby,PF,OKC,"Health Protocols, Ankle, Back",10,"201/9-1/15, 1/31-2/10, 3/6-3/7","$204,900"
332,Moses Moody,SG,GSW,"Health Protocols, Shoulder",3,"1012/25-1/1, 3/20-3/21","$204,720"
333,Tre Jones,PG,SAS,"Health Protocols, Mouth, Knee",9,"231/7-1/18, 2/9-2/10, 2/16-2/24","$200,652"
334,Andre Drummond,C,PHI,"Ankle, Health Protocols, Knee, Illness",6,"1410/24-10/25, 12/23-12/29, 3/1-3/3, 3/21-3/22","$193,228"
335,Elijah Hughes,SF,UTA,"Illness, Adductor, Health Protocols, Thumb",10,"2211/6-11/10, 12/3-12/8, 1/8-1/16, 3/5-3/6","$191,928"
336,Marquese Chriss,SF,DAL,"Knee, Illness",14,"342/12-3/17, 4/8-4/8","$187,306"
337,Miles Bridges,SF,CHA,Health Protocols,2,612/27-1/1,"$186,948"
338,Jordan Poole,SG,GSW,Health Protocols,6,1512/17-12/31,"$186,330"
339,Kelan Martin,SF,IND,"Hamstring, Health Protocols",11,"1910/20-10/31, 12/31-1/6","$185,801"
340,Dennis Smith Jr.,PG,POR,"Knee, Health Protocols, Ankle, Elbow",9,"1812/15-12/21, 12/27-12/30, 1/26-1/27, 2/12-2/16","$185,094"
