Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
168,Tyler Herro,SG,MIA,"Neck, Health Protocols, Hip, Foot",18,"351/16-1/27, 1/31-1/31, 2/12-2/12, 2/22-2/27, 4/19-4/20, 4/24-5/6","$916,300"
169,Chandler Hutchison,SF,CHI,"Covid 19, Personal",23,"5412/31-1/22, 2/8-3/10","$903,744"
170,Jahlil Okafor,C,DET,"Ankle, Knee",34,"7012/28-1/2, 2/2-4/7","$902,720"
171,Dillon Brooks,SF,MEM,"Thigh, Knee",5,"112/19-2/24, 4/19-4/20, 5/14-5/16","$858,902"
172,Chris Paul,PG,PHX,"Hamstring, Rest",2,"32/8-2/9, 5/16-5/16","$849,840"
173,Troy Brown Jr.,SG,WAS,"Health Protocols, Ankle",21,"361/24-2/2, 4/21-5/16","$831,672"
174,Mike Muscala,C,OKC,"Concussion, Ankle",29,"532/8-2/9, 3/27-5/16","$828,761"
175,Juancho Hernangomez,PF,MIN,"Health Protocols, Quad",12,"211/18-2/2, 2/5-2/7, 5/9-5/10","$822,444"
176,Ricky Rubio,PG,MIN,"Health Protocols, Back",4,"71/18-1/21, 4/2-4/4","$815,066"
177,Ty Jerome,SG,OKC,"Ankle, Calf",23,"5112/23-2/2, 3/31-4/1, 5/8-5/14","$804,474"
178,Hassan Whiteside,C,SAC,"Hip, Health Protocols, Knee, Back",20,"501/15-1/26, 2/25-3/16, 3/25-4/4, 5/9-5/15, 5/16-5/16","$794,550"
179,Maurice Harkless,SF,MIA,"Forearm, Health Protocols, Thigh, Illness",15,"321/6-1/11, 1/12-1/15, 1/25-2/13, 3/17-3/18","$794,080"
180,Goga Bitadze,C,IND,Ankle,19,"3912/23-1/16, 4/21-5/4","$790,023"
181,Tyrese Haliburton,PG,SAC,"Wrist, Calf, Knee",14,"301/2-1/5, 2/26-3/10, 5/4-5/16","$787,350"
182,Collin Sexton,PG,CLE,"Ankle, Hamstring, Groin, Concussion",10,"231/9-1/19, 3/24-3/26, 4/11-4/14, 4/25-4/29","$786,393"
183,Jalen Smith,PF,PHX,"Ankle, Health Protocols",12,"2712/27-1/7, 1/8-1/22","$785,160"
184,Garrett Temple,SG,CHI,"Ankle, Hamstring",14,"243/14-3/24, 3/31-4/13","$783,624"
185,Nicolas Claxton,C,BKN,"Knee, Health Protocols",39,"7512/22-2/22, 4/20-5/1","$779,775"
186,Luka Doncic,PG,DAL,"Quad, Back, Rest, Elbow",6,"141/3-1/3, 3/3-3/9, 3/11-3/11, 3/26-3/28, 4/29-4/30","$771,862"
187,Trae Young,PG,ATL,"Back, Calf, Knee, Ankle",9,"171/24-1/25, 2/4-2/5, 4/2-4/3, 4/11-4/14, 4/23-4/29","$765,204"
188,Chris Boucher,PF,TOR,Knee,9,174/24-5/10,"$756,857"
189,Richaun Holmes,C,SAC,"Ankle, Knee, Hamstring",11,"221/9-1/10, 2/15-2/20, 4/14-4/24, 5/14-5/16","$754,226"
190,Cameron Johnson,SF,PHX,"Health Protocols, Wrist",12,"263/4-3/20, 5/7-5/16","$754,208"
191,Kentavious Caldwell-Pope,SG,LAL,Ankle,5,"91/3-1/9, 4/24-4/25","$744,228"
192,Thaddeus Young,PF,CHI,Leg,4,812/23-12/30,"$742,192"
193,Nemanja Bjelica,PF,SAC,"Personal, Illness",7,"151/20-2/2, 5/1-5/1","$734,595"
194,Kevon Looney,C,GSW,"Ankle, Health Protocols",11,"222/4-2/22, 3/20-3/22","$726,506"
195,Josh Jackson,SG,DET,"Ankle, Illness, Teeth",9,"221/4-1/7, 3/3-3/10, 4/26-4/28, 5/4-5/10","$718,322"
196,Nickeil Alexander-Walker,SG,NOP,Ankle,18,334/6-5/8,"$703,659"
197,Austin Rivers,SG,NYK,"Groin, Achilles, Illness, Health Protocols",15,"2912/23-12/30, 1/21-1/23, 2/21-2/24, 3/11-3/25","$695,217"
198,Dorian Finney-Smith,PF,DAL,"Health Protocols, Personal, Leg",12,"251/8-1/26, 3/17-3/20, 4/29-4/30","$684,925"
199,Terry Rozier,PG,CHA,"Ankle, Knee",3,"52/1-2/4, 4/13-4/13","$647,260"
200,Willie Cauley-Stein,C,DAL,Health Protocols,12,233/19-4/10,"$645,886"
201,Alex Caruso,SG,LAL,"Hand, Personal, Neck, Head, Back, Foot",14,"3412/28-12/29, 12/30-1/6, 2/8-2/11, 3/3-3/11, 3/15-3/17, 4/28-5/1, 5/12-5/15","$640,424"
202,Derrick Jones Jr.,SF,POR,"Foot, Quad",5,"101/30-2/5, 4/3-4/5","$634,110"
203,Bam Adebayo,C,MIA,"Health Protocols, Knee, Rest",8,"181/12-1/15, 3/4-3/15, 4/19-4/20, 5/16-5/16","$630,684"
204,Jordan Clarkson,SG,UTA,Ankle,4,84/8-4/15,"$630,136"
205,Kevin Porter Jr.,PG,CLE,"Personal, Quad, Health Protocols, Ankle",26,"5212/23-1/22, 3/22-3/26, 4/21-4/26, 5/7-5/16","$611,884"
206,Jontay Porter,PF,MEM,Knee,18,"4712/23-2/2, 4/10-4/14","$611,658"
207,Grayson Allen,SG,MEM,"Ankle, Health Protocols, Rest, Concussion, Hand, Abdominal",18,"351/1-1/2, 1/30-2/5, 2/20-2/20, 2/28-3/11, 5/1-5/2, 5/6-5/16","$610,190"
208,Doug McDermott,SF,IND,"Knee, Ankle",6,"122/15-2/16, 3/29-3/30, 4/14-4/18, 4/21-4/23","$602,736"
209,Obi Toppin,PF,NYK,Calf,10,1812/26-1/12,"$599,436"
210,Wayne Ellington,SG,DET,"Calf, Rest, Groin, Back",20,"342/5-2/8, 2/23-2/23, 3/15-3/23, 3/31-3/31, 4/5-4/5, 4/10-4/10, 4/16-4/16, 4/19-4/19, 4/29-5/5, 5/9-5/16","$597,278"
211,Eric Paschall,PF,GSW,"Health Protocols, Knee, Illness, Wrist, Hip",30,"571/12-1/13, 2/4-2/7, 3/17-3/22, 3/25-3/25, 3/29-4/1, 4/4-5/13","$592,629"
212,Dejounte Murray,PG,SAS,"Rest, Foot, Knee, Back",5,"63/20-3/20, 4/5-4/6, 4/22-4/22, 5/2-5/2, 5/15-5/15","$587,094"
213,Robert Williams III,C,BOS,"Illness, Health Protocols, Hip, Knee, Toe",20,"4212/25-12/26, 1/8-1/21, 2/11-2/13, 3/31-4/1, 4/15-4/27, 5/7-5/8, 5/11-5/16","$583,968"
214,Terrance Ferguson,SF,PHI,"Health Protocols, Personal",10,"211/7-1/13, 1/29-2/11","$567,294"
215,Nassir Little,SF,POR,"Covid 19, Knee, Illness, Thumb, Back",19,"3712/23-1/6, 2/2-2/11, 3/23-3/24, 3/28-4/2, 5/12-5/15","$560,217"
216,Joe Harris,SG,BKN,Hip,3,55/12-5/16,"$550,390"
217,John Collins,PF,ATL,Ankle,9,194/1-4/19,"$538,422"
218,Timothe Luwawu-Cabarrot,SG,BKN,"Hip, Knee",5,"432/23-3/24, 3/1-3/14","$537,199"
219,Michael Porter Jr.,SF,DEN,"Health Protocols, Rest",11,"221/1-1/21, 5/13-5/13","$535,062"
220,Monte Morris,PG,DEN,"Shoulder, Quad, Hamstring",25,"452/16-2/16, 3/13-4/3, 4/19-5/10, 5/13-5/13","$531,270"
221,Danny Green,SF,PHI,Hip,3,"54/10-4/11, 4/26-4/27, 5/16-5/16","$526,230"
222,PJ Washington,PF,CHA,"Foot, Health Protocols, Ankle, Personal",8,"192/3-2/6, 2/12-2/19, 4/13-4/17, 5/4-5/5","$523,621"
223,Elfrid Payton,PG,NYK,Hamstring,9,"162/25-3/3, 3/13-3/22","$522,416"
224,P.J. Dozier,PG,DEN,"Hamstring, Thigh",22,"431/27-2/26, 5/5-5/16","$519,182"
225,DaQuan Jeffries,SG,SAC,"Back, Ankle",25,"5212/23-1/14, 1/15-2/11, 5/12-5/12","$514,904"
226,Alen Smailagic,PF,GSW,Knee,23,4912/22-2/8,"$509,453"
227,Josh Okogie,SG,MIN,"Hamstring, Health Protocols, Personal",12,"2812/29-1/9, 3/24-4/6, 4/7-4/8","$508,424"
228,Cameron Payne,PG,PHX,"Ankle, Knee",12,"371/9-2/12, 5/2-5/3","$501,017"
229,Tyrell Terry,PG,DAL,Personal,31,563/17-5/11,"$494,760"
230,Jarrett Allen,C,CLE,Concussion,8,183/27-4/13,"$482,040"
231,Nerlens Noel,C,NYK,"Ankle, Groin, Knee, Shoulder",8,"141/4-1/7, 1/31-1/31, 2/6-2/8, 3/25-3/26, 4/14-4/15, 5/3-5/4","$479,458"
232,Darius Bazley,PF,OKC,Shoulder,16,293/11-4/9,"$476,557"
233,Sekou Doumbouya,SF,DET,"Concussion, Migraine, Neck, Personal",10,"202/12-2/18, 3/29-4/3, 4/17-4/20, 5/14-5/16","$472,520"
234,Tyler Johnson,SG,BKN,"Health Protocols, Thigh, Migraine, Knee",17,"341/7-1/16, 2/21-2/22, 2/27-2/28, 4/5-4/24","$472,396"
235,DJ Wilson,PF,HOU,Health Protocols,7,155/2-5/16,"$467,295"
236,Hamidou Diallo,SG,OKC,"Groin, Knee, Personal, Health Protocols",18,"412/26-3/12, 3/15-3/25, 3/27-3/28, 4/1-4/2, 4/16-4/16, 5/1-5/2, 5/6-5/8, 5/9-5/13","$467,236"
237,Sterling Brown,SG,HOU,"Leg, Knee",21,"391/16-1/19, 4/12-5/16","$448,461"
238,Paul Watson,SG,TOR,"Health Protocols, Knee",25,"453/26-4/13, 4/21-5/16","$445,590"
239,Derrick Favors,C,UTA,"Back, Knee",4,"71/27-1/30, 4/16-4/18","$443,877"
240,Devin Vassell,SG,SAS,Health Protocols,6,162/24-3/11,"$442,016"
241,Marc Gasol,C,LAL,"Health Protocols, Personal, Hamstring",9,"253/2-3/20, 3/21-3/25, 4/10-4/11","$439,175"
242,Isaac Okoro,SG,CLE,Foot,5,1012/27-1/5,"$438,420"
243,Louis Williams,SG,LAC,"Hip, Rest, Illness",4,"81/15-1/19, 2/23-2/23, 4/26-4/27","$438,360"
244,Reggie Bullock,SF,NYK,"Hip, Neck, Ankle",7,"151/11-1/14, 1/24-1/30, 3/25-3/28","$431,505"
245,Cedi Osman,SF,CLE,"Back, Ankle",4,"72/27-2/28, 5/9-5/13","$423,868"
246,Juwan Morgan,SF,UTA,"Health Protocols, Illness, Calf, Heel",19,"401/5-1/18, 2/7-2/12, 3/29-4/10, 5/7-5/13","$415,880"
247,Robert Covington,PF,POR,Concussion,2,51/25-1/29,"$415,695"
248,Rodions Kurucs,SF,BKN,"Ankle, Oblique, Abdominal, Biceps",14,"341/5-1/6, 3/1-3/17, 3/20-4/2, 4/25-4/26","$414,562"
249,Vincent Poirier,C,PHI,Health Protocols,11,231/9-1/31,"$412,620"
250,Furkan Korkmaz,SG,PHI,"Groin, Ankle",18,"3412/29-1/19, 4/22-4/25, 5/5-5/12","$410,516"
251,Devonte' Graham,PG,CHA,"Groin, Knee, Quad",17,"362/7-2/11, 2/20-3/10, 4/16-4/19, 5/1-5/1, 5/4-5/10","$410,256"
252,Andrew Wiggins,SF,GSW,Knee,1,25/14-5/15,"$404,686"
253,Robert Woodard II,SG,SAC,"Hamstring, Back",19,"393/3-3/16, 4/18-5/13","$400,686"
254,Kyle Anderson,PF,MEM,"Rest, Illness, Thumb",3,"62/20-2/20, 3/2-3/3, 5/14-5/16","$390,618"
255,Tim Hardaway Jr.,SG,DAL,"Groin, Ankle",2,"31/17-1/17, 5/2-5/3","$389,898"
256,Lonnie Walker IV,SG,SAS,"Illness, Wrist",11,"192/6-2/8, 3/24-4/8","$376,352"
257,Aleksej Pokusevski,PF,OKC,"Concussion, Health Protocols, Arm, Leg",10,"181/4-1/7, 3/31-4/1, 4/13-4/17, 5/1-5/2, 5/4-5/8","$365,526"
258,Patty Mills,PG,SAS,Rest,4,"43/20-3/20, 4/17-4/17, 4/22-4/22, 5/16-5/16","$363,992"
259,Chris Silva,F,MIA,Hip Flexor,19,351/22-2/25,"$363,895"
260,Brandon Clarke,PF,MEM,"Calf, Personal, Hip, Thigh",11,"202/6-2/13, 2/20-2/20, 3/31-4/1, 4/6-4/8, 4/16-4/18, 5/14-5/16","$356,560"
261,Harry Giles,C,POR,Calf,13,302/16-3/18,"$344,970"
262,Luguentz Dort,SG,OKC,"Knee, Toe, Rest, Concussion, Shoulder, Hip",20,"332/5-2/5, 3/14-3/17, 3/22-3/22, 3/29-4/9, 4/14-4/15, 4/19-4/22, 4/26-4/26, 5/1-5/1, 5/9-5/16","$343,101"
263,Facundo Campazzo,PG,DEN,"Knee, Health Protocols, Rest",6,"162/6-2/9, 3/1-3/11, 5/14-5/14","$339,728"
264,Jaylen Nowell,SG,MIN,"Ankle, Leg",16,"3212/23-1/4, 4/5-4/12, 4/16-4/26","$332,704"
265,Buddy Hield,SG,SAC,Illness,1,24/12-4/13,"$331,532"
266,Udonis Haslem,PF,MIA,Health Protocols,9,"181/12-1/15, 3/19-4/1","$316,206"
267,Damion Lee,SG,GSW,"Toe, Health Protocols",14,"264/21-4/22, 4/23-5/16","$313,924"
268,Daniel Theis,C,BOS,"Finger, Hip",6,"92/16-2/18, 5/9-5/10, 5/13-5/16","$308,223"
269,Miles Bridges,SF,CHA,Health Protocols,6,115/4-5/14,"$296,417"
270,Patrick Patterson,PF,LAC,Personal,5,142/25-3/10,"$295,120"
271,Deandre Ayton,C,PHX,Knee,3,45/13-5/16,"$274,472"
272,Moritz Wagner,C,WAS,Health Protocols,4,"181/12-1/28, 3/17-3/17","$266,544"
273,Chris Clemons,PG,HOU,Achilles,13,3112/23-1/22,"$265,856"
274,KZ Okpala,SF,MIA,Health Protocols,12,"251/12-1/15, 3/23-4/12","$259,925"
275,Julius Randle,PF,NYK,Thigh,1,23/27-3/28,"$258,904"
276,RJ Hampton,PG,DEN,Health Protocols,7,173/1-3/18,"$255,408"
277,Ben McLemore,SF,HOU,"Health Protocols, Ankle",9,"1612/26-1/7, 3/16-3/18","$250,192"
278,Ryan Arcidiacono,PG,CHI,Health Protocols,7,121/3-1/14,"$246,576"
279,Luke Kornet,C,CHI,Personal,5,"161/17-1/24, 3/3-3/10","$246,576"
280,Jeff Green,PF,BKN,Shoulder,4,"142/23-2/26, 3/1-3/10","$245,938"
281,JaKarr Sampson,SF,IND,"Back, Health Protocols, Knee, Concussion",11,"191/17-1/19, 2/26-2/26, 3/19-3/21, 4/16-4/17, 5/1-5/10","$245,024"
282,Drew Eubanks,C,SAS,"Health Protocols, Migraine",11,"221/7-1/26, 4/3-4/4","$244,200"
283,Aron Baynes,C,TOR,Foot,2,55/8-5/12,"$239,725"
284,Wenyen Gabriel,PF,NOP,Knee,9,2112/23-1/12,"$233,100"
285,Eric Bledsoe,PG,NOP,Eye,1,21/13-1/14,"$231,164"
286,Immanuel Quickley,PG,NYK,"Hip, Ankle",8,"1612/26-1/1, 3/18-3/20, 5/7-5/12","$230,736"
287,Coby White,PG,CHI,"Neck, Health Protocols",3,"63/29-4/1, 4/4-4/5","$229,014"
288,Wesley Matthews,SG,LAL,"Achilles, Neck",5,"91/10-1/14, 4/4-4/5, 4/10-4/11","$223,335"
289,Bobby Portis,PF,MIL,"Health Protocols, Illness",5,"93/26-4/1, 5/2-5/3","$223,335"
290,Cody Martin,SF,CHA,"Health Protocols, Ankle",10,"212/12-2/19, 5/4-5/16","$218,337"
291,Omari Spellman,PF,MIN,Knee,8,1612/23-1/7,"$217,888"
292,Gary Trent Jr.,SG,POR,"Calf, Ankle, Leg",10,"1912/30-1/2, 4/14-4/17, 4/26-5/6","$216,524"
293,Zeke Nnaji,PF,DEN,"Illness, Ankle",6,"133/13-3/12, 5/1-5/11","$211,900"
294,Donte DiVincenzo,SG,MIL,"Foot, Hip, Toe, Achilles",5,"103/27-3/28, 4/9-4/10, 4/15-4/18, 4/30-5/1","$208,500"
295,Edmond Sumner,SG,IND,"Illness, Knee",9,"1412/26-12/30, 5/5-5/7, 5/11-5/16","$207,130"
296,Cristiano Felicio,PF,CHI,Illness,2,44/30-5/3,"$206,276"
297,Jake Layman,SF,MIN,Personal,2,81/13-1/20,"$206,088"
298,Damyean Dotson,SG,CLE,Knee,8,154/11-4/25,"$205,485"
299,Matisse Thybulle,SG,PHI,"Health Protocols, Hand",7,"111/9-1/13, 5/11-5/16","$204,270"
300,Semi Ojeleye,PF,BOS,"Health Protocols, Oblique",5,"171/10-1/14, 3/26-4/6","$204,119"
301,Jordan Nwora,SF,MIL,Ankle,14,332/12-3/17,"$203,049"
302,Landry Shamet,SG,BKN,"Ankle, Knee",7,"143/23-3/31, 4/5-4/9","$200,410"
303,Elijah Hughes,SF,UTA,"Ankle, Illness",17,"321/19-2/14, 4/3-4/7","$196,896"
304,Torrey Craig,SF,MIL,Nose,9,1712/29-1/14,"$195,483"
305,Patrick Williams,PF,CHI,Hip,1,41/18-1/21,"$193,652"
306,Luka Samanic,PF,SAS,"Illness, Hand",6,"101/16-1/22, 5/14-5/16","$193,450"
307,Isaiah Hartenstein,C,CLE,"Concussion, Head",10,"174/26-5/4, 5/9-5/16","$188,700"
308,Jahmi'us Ramsey,SG,SAC,"Groin, Hamstring",12,"271/15-1/29, 3/20-3/31","$184,923"
309,Raul Neto,PG,WAS,"Groin, Ribs, Hamstring",8,"141/24-1/25, 1/31-2/6, 3/30-3/31, 5/14-5/16","$180,544"
310,Theo Maledon,PG,OKC,"Health Protocols, Ankle, Foot",7,"132/5-2/5, 2/8-2/15, 3/14-3/15, 5/11-5/13","$178,087"
311,Rudy Gobert,C,UTA,Rest,1,14/17-4/17,"$176,543"
312,Shake Milton,SG,PHI,"Health Protocols, Ankle",8,"151/9-1/13, 2/11-2/20","$174,825"
313,Brook Lopez,C,MIL,Back,1,24/9-4/10,"$173,940"
314,Malachi Flynn,PG,TOR,Health Protocols,5,133/3-3/16,"$173,680"
315,Taj Gibson,C,NYK,Ankle,3,112/28-3/10,"$172,062"
316,Pat Connaughton,SG,MIL,Groin,3,51/4-1/8,"$169,120"
317,Payton Pritchard,PG,BOS,Knee,6,121/24-2/4,"$167,328"
318,Kelly Olynyk,PF,HOU,Ankle,1,25/8-5/9,"$167,100"
319,Jakob Poeltl,C,SAS,Rest,3,"34/17-4/17, 5/2-5/2, 5/15-5/15","$166,476"
320,Isaiah Roby,PF,OKC,"Foot, Concussion, Toe",8,"162/6-2/11, 4/5-4/12, 4/19-4/20","$166,352"
321,Caleb Martin,SF,CHA,Health Protocols,6,162/12-2/27,"$166,352"
322,Kenyon Martin Jr.,SF,HOU,Health Protocols,12,"2612/26-1/7, 12/26-1/7","$159,978"
323,John Konchar,SG,MEM,Ankle,5,111/5-1/15,"$158,224"
324,Kendrick Nunn,PG,MIA,"Health Protocols, Ankle, Elbow, Rest",7,"131/12-1/15, 3/29-4/3, 4/26-4/27, 5/16-5/16","$148,148"
325,Kyle Kuzma,PF,LAL,"Heel, Calf, Thumb",4,"63/2-3/2, 4/8-4/11, 5/9-5/9","$146,388"
326,Javonte Green,SG,BOS,"Illness, Health Protocols",5,"1412/30-1/7, 1/10-1/14","$145,558"
327,Luke Kennard,SG,LAC,"Knee, Rest",2,"52/17-2/20, 4/26-4/26","$144,488"
328,John Henson,PF,NYK,Calf,5,94/7-4/15,"$143,019"
329,Damian Jones,C,PHX,Health Protocols,5,121/18-1/29,"$142,776"
330,DeAndre Jordan,C,BKN,Illness,1,22/13-2/14,"$142,132"
331,Nicolas Batum,SF,LAC,"Groin, Concussion, Rest",5,"81/31-2/1, 2/15-2/18, 4/18-4/18, 5/16-5/16","$140,536"
332,Iman Shumpert,SG,BKN,Hamstring,6,112/14-2/24,"$128,106"
333,Sindarius Thornwell,SG,NOP,Health Protocols,3,111/2-1/12,"$126,489"
334,Kira Lewis Jr.,PG,NOP,Calf,3,54/4-4/8,"$124,665"
335,Trey Burke,PG,DAL,"Illness, Calf",3,"61/7-1/8, 4/5-4/8","$123,288"
336,T.J. McConnell,PG,IND,Personal,3,51/9-1/13,"$119,865"
337,Grant Williams,PF,BOS,Health Protocols,1,71/8-1/14,"$119,805"
338,DeAndre' Bembry,SF,TOR,"Health Protocols, Hamstring",6,"103/26-4/1, 4/13-4/15","$118,980"
339,Daniel Gafford,C,WAS,Ankle,6,113/30-4/9,"$114,367"
340,Jalen Lecque,PG,IND,Ankle,5,111/6-1/16,"$114,367"
341,Jalen Brunson,PG,DAL,Health Protocols,3,101/8-1/17,"$113,960"
342,Carmelo Anthony,PF,POR,"Illness, Ankle",3,"612/28-12/29, 5/8-5/11","$105,402"
343,Frank Kaminsky,C,PHX,Illness,4,83/30-4/6,"$103,168"
344,Robin Lopez,C,WAS,Ankle,1,24/26-4/27,"$100,000"
345,Xavier Tillman,C,MEM,Knee,5,1112/23-1/2,"$97,944"
346,Aaron Holiday,PG,IND,Toe,4,65/11-5/16,"$96,396"
347,Kent Bazemore,SG,GSW,Health Protocols,3,64/23-4/28,"$95,346"
348,Carsen Edwards,PG,BOS,Health Protocols,4,91/15-1/23,"$93,573"
349,Desmond Bane,SG,MEM,Personal,4,72/12-2/18,"$92,841"
350,Alex Len,C,TOR,Health Protocols,3,61/14-1/19,"$92,796"
351,Dwight Howard,C,PHI,Knee,2,54/14-4/18,"$87,835"
352,Keldon Johnson,SG,SAS,Health Protocols,3,62/24-3/1,"$84,168"
353,Khem Birch,C,ORL,Illness,2,44/3-4/6,"$82,192"
354,Anfernee Simons,SG,POR,"Hamstring, Illness",2,"512/23-12/25, 3/23-3/24","$77,125"
355,Jeff Teague,PG,BOS,"Ankle, Abdominal",3,"51/4-1/7, 5/4-5/4","$75,803"
356,Kevin Huerter,SG,ATL,"Shoulder, Ankle",3,"44/28-4/30, 5/16-5/16","$75,668"
357,Gorgui Dieng,C,SAS,Shoulder,6,"114/1-4/4, 4/9-4/15","$75,339"
358,Jaxson Hayes,C,NOP,Wrist,1,23/27-3/28,"$69,934"
359,Glenn Robinson III,SF,SAC,Knee,3,52/20-2/24,"$69,470"
360,Jaden McDaniels,PF,MIN,"Health Protocols, Personal",3,"53/14-3/15, 5/7-5/10","$67,285"
361,DeMarcus Cousins,C,HOU,"Ankle, Foot",3,"51/16-1/17, 2/22-2/23, 5/16-5/16","$66,177"
362,Isaiah Stewart,C,DET,Personal,2,35/14-5/16,"$64,131"
363,Markieff Morris,PF,LAL,Ankle,2,44/13-4/16,"$63,880"
364,Royce O'Neale,SF,UTA,Rest,1,14/13-4/13,"$58,219"
365,JaVale McGee,C,CLE,Knee,1,23/19-3/20,"$57,534"
366,Bruce Brown Jr.,SG,BKN,Knee,3,54/27-5/1,"$56,980"
367,Langston Galloway,SG,PHX,Personal,2,44/25-4/28,"$55,576"
368,Yuta Watanabe,SF,TOR,Ankle,7,"132/10-2/17, 5/6-5/7, 5/14-5/16","$55,500"
369,CJ Elleby,SF,POR,"Foot, Illness",3,"91/16-1/23, 2/11-2/11","$55,377"
370,Reggie Jackson,PG,LAC,"Rest, Achilles",2,"34/21-4/21, 5/14-5/15","$47,910"
371,Aaron Nesmith,SF,BOS,Back,1,21/22-1/23,"$47,376"
372,Dewayne Dedmon,C,MIA,Knee,1,34/8-4/10,"$44,679"
373,Brandon Goodwin,PG,ATL,Illness,2,"33/20-3/21, 5/16-5/16","$34,965"
374,Wesley Iwundu,SF,NOP,Shoulder,2,35/14-5/16,"$34,497"
375,Nick Richards,C,CHA,"Health Protocols, Ankle",4,"51/6-1/8, 1/25-1/26","$34,245"
376,Tyrese Maxey,PG,PHI,Health Protocols,1,24/4-4/5,"$33,956"
377,Bryn Forbes,SG,SAS,Toe,1,23/24-3/25,"$32,016"
378,Talen Horton-Tucker,SG,LAL,Calf,2,35/6-5/8,"$31,191"
379,Naz Reid,C,MIN,Wrist,2,31/29-1/31,"$31,191"
380,Jae’Sean Tate,SF,HOU,Health Protocols,2,35/5-5/7,"$29,706"
381,Mfiondu Kabengele,PF,LAC,Health Protocols,2,23/14-3/16,"$28,436"
382,Jordan Poole,SG,GSW,Ankle,1,21/8-1/9,"$28,264"
383,Sam Merrill,SG,MIL,Ankle,2,41/4-1/7,"$24,612"
384,Tony Bradley,C,OKC,Ankle,1,14/26-4/26,"$24,261"
385,Chimezie Metu,C,SAC,"Wrist, Back",19,"382/18-3/23, 5/2-5/6","$23,975"
386,Terance Mann,SG,LAC,Personal,1,25/14-5/15,"$20,794"
387,Anthony Gill,PF,WAS,Stomach,2,32/14-2/16,"$18,459"
388,Alize Johnson,PF,BKN,Health Protocols,2,64/23-4/28,"$16,422"
389,Ersan Ilyasova,PF,UTA,Hamstring,1,24/19-4/20,"$16,364"
390,Alfonzo McKinnie,SF,LAL,Health Protocols,1,14/12-4/12,"$12,074"
391,Justin James,SG,SAC,Ankle,1,15/16-5/16,"$10,397"
392,Paul Reed,C,PHI,Health Protocols,1,24/24-4/25,"$8,344"
393,Deividas Sirvydis,SF,DET,Leg,1,15/16-5/16,"$6,153"
394,Isaiah Thomas,PG,NOP,Health Protocols,1,24/4-4/5,"$2,176"
395,Khyri Thomas,SG,HOU,Achilles,1,15/16-5/16,"$1,712"
396,Greg Whittington,SF,DEN,Knee,37,"7612/23-2/26, 3/23-4/1",$0
397,Kostas Antetokounmpo,PF,LAL,"Knee, Health Protocols",25,"501/12-2/23, 3/12-3/19",$0
398,Josh Hall,SF,OKC,"Health Protocols, Knee, Concussion",25,"471/22-1/28, 3/3-3/4, 3/11-3/26, 4/5-4/12, 4/16-4/28, 5/14-5/15",$0
399,Quinndary Weatherspoon,SG,SAS,"Knee, Health Protocols",21,"5112/23-1/26, 2/14-3/1",$0
400,Jay Scrubb,SG,LAC,Foot,20,"4112/22-1/7, 1/10-1/31, 2/2-2/3",$0
401,Keita Bates-Diop,SF,SAS,"Illness, Hamstring",20,"361/13-1/21, 3/15-4/10",$0
402,Jalen Harris,PG,TOR,"Hip, Foot",18,"333/28-4/28, 5/16-5/16",$0
403,Chris Chiozza,PG,BKN,Hand,18,324/15-5/16,$0
404,Frank Jackson,PG,DET,"Personal, Ankle, Illness",17,"391/1-1/7, 1/16-1/24, 2/9-2/14, 2/28-3/10, 5/11-5/16",$0
405,Grant Riller,PG,CHA,Knee,17,3512/23-1/26,$0
406,Sean McDermott,SF,MEM,"Shoulder, Foot",15,"261/30-2/13, 5/6-5/16",$0
407,Gabe Vincent,PG,MIA,Knee,12,"2912/25-12/29, 1/1-1/11, 2/15-2/16, 3/4-3/12, 4/18-4/18, 4/23-4/23",$0
408,Brian Bowen II,SG,IND,"Ankle, Groin",12,"2512/23-12/26, 12/27-1/16",$0
409,Axel Toupane,SG,MIL,"Personal, Oblique",12,"233/17-3/19, 4/27-5/16",$0
410,Jordan McLaughlin,PG,MIN,"Illness, Health Protocols",9,"1612/23-12/26, 3/11-3/23",$0
411,Amir Coffey,SG,LAC,Health Protocols,8,165/1-5/16,$0
412,Adam Mokoka,SG,CHI,Concussion,6,"151/22-1/31, 2/5-2/9",$0
413,Jaylen Adams,PG,MIL,"Health Protocols, Personal",6,"142/19-2/22, 2/23-2/24, 2/25-3/4",$0
414,Tacko Fall,C,BOS,"Eye, Ankle",6,"1212/23-12/29, 1/17-1/21",$0
415,Trent Forrest,PG,UTA,Health Protocols,6,121/23-2/3,$0
416,Naji Marshall,SF,NOP,Ankle,5,111/30-2/9,$0
417,Reggie Perry,C,BKN,"Groin, Health Protocols",4,"71/7-1/11, 4/20-4/21",$0
418,Shaquille Harrison,PG,DEN,Health Protocols,4,74/9-4/15,$0
419,Juan Toscano-Anderson,SF,GSW,"Achilles, Concussion",3,"54/9-4/9, 4/19-4/22",$0
420,Brodric Thomas,G,HOU,Ankle,3,51/8-1/12,$0
421,Keljin Blevins,G,POR,Personal,3,51/13-1/17,$0
422,Frank Mason III,PG,ORL,Groin,2,42/12-2/15,$0
423,Jarrell Brantley,PF,UTA,Undisclosed,2,41/8-1/11,$0
