Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
221,Johnny O'Bryant,PF,CHA,Ankle,18,333/10-4/12,"$190,311"
222,Timofey Mozgov,C,LAL,Eye,1,211/2-11/3,"$188,236"
223,Brandon Ingram,SF,LAL,Knee,3,63/26-3/31,"$186,414"
224,Shaun Livingston,PG,GSW,"Back, Personal",3,"52/1-2/3, 2/13-2/14","$170,070"
225,Terrence Jones,PF,NOP,"Illness, Thumb",5,"2612/23-12/25, 2/10-3/4","$160,732"
226,Henry Ellenson,C,DET,Ankle,9,"1611/29-12/8, 12/11-12/16","$160,384"
227,Nikola Jokic,C,DEN,"Wrist, Illness, Hip",9,"2012/2-12/6, 1/7-1/11, 1/28-2/2, 3/6-3/9","$159,820"
228,Lucas Nogueira,C,TOR,"Ankle, Knee, Concussion",6,"1410/26-11/2, 12/14-12/15, 1/18-1/21","$158,228"
229,Robert Covington,PF,PHI,"Knee, Hand",14,"2612/3-12/7, 2/1-2/5, 3/12-3/13, 3/29-4/12","$155,350"
230,Michael Kidd-Gilchrist,SF,CHA,Back,1,211/11-11/12,"$152,942"
231,Luke Babbitt,SF,MIA,"Hip, Illness",11,"2112/3-12/15, 1/8-1/9, 4/5-4/7, 4/10-4/12","$151,599"
232,Diamond Stone,C,LAC,Knee,25,472/24-4/12,"$150,259"
233,Derrick Williams,PF,MIA,"Back, Quad",3,"712/1-12/5, 3/16-3/17","$148,637"
234,Marcus Smart,PG,BOS,Ankle,3,710/26-11/1,"$147,364"
235,Jonas Jerebko,PF,BOS,Illness,2,"51/21-1/23, 3/6-3/7","$147,060"
236,Serge Ibaka,C,ORL,Shoulder,1,21/11-1/12,"$144,118"
237,Aaron Brooks,PG,IND,Knee,4,"910/26-10/31, 1/23-1/25","$142,938"
238,Ben McLemore,SF,SAC,"Quad, Personal",3,"612/14-12/15, 3/18-3/21","$141,492"
239,Tyler Zeller,C,BOS,Personal,2,34/5-4/7,"$141,177"
240,Otto Porter Jr.,SF,WAS,Back,2,44/8-4/11,"$138,680"
241,Trevor Ariza,SF,HOU,Personal,1,34/2-4/4,"$137,769"
242,Troy Daniels,SG,MEM,Knee,3,71/21-1/27,"$137,242"
243,Kris Dunn,PG,MIN,Hand,3,62/4-2/9,"$136,680"
244,Nene Hilario,C,HOU,"Rest, Groin",3,"812/1-12/2, 2/3-2/6, 3/31-4/1","$136,376"
245,Brian Roberts,PG,CHA,"Hamstring, Personal",10,"2210/26-11/6, 1/23-1/30, 3/31-4/1","$136,004"
246,Matt Barnes,SF,SAC,"Rest, Ankle",3,"61/10-1/12, 4/10-4/12","$135,468"
247,Richaun Holmes,C,PHI,"Illness, Concussion, Elbow",9,"2211/23-11/24, 12/23-1/6, 1/27-1/28, 2/8-2/10","$132,748"
248,Steven Adams,C,OKC,Concussion,2,71/16-1/22,"$129,318"
249,D.J. Augustin,PG,ORL,Ankle,1,31/24-1/26,"$127,941"
250,Glenn Robinson III,SF,IND,Calf,11,203/24-4/12,"$123,580"
251,Terrence Ross,SF,TOR,Finger,1,211/9-11/10,"$117,648"
252,Udonis Haslem,PF,MIA,"Personal, Illness",2,"512/9-12/10, 1/10-1/12","$117,645"
253,Shabazz Muhammad,SG,MIN,Knee,3,611/13-11/18,"$107,514"
254,Devin Booker,SG,PHX,"Toe, Ankle, Rest",4,"810/31-11/1, 3/19-3/20, 3/28-3/29, 4/11-4/12","$104,640"
255,Aaron Gordon,PF,ORL,Foot,2,42/9-2/12,"$102,384"
256,Willie Reed,C,MIA,"Knee, Sternum, Calf",8,"1711/21-11/29, 1/13-1/16, 2/27-3/2","$101,575"
257,Isaiah Whitehead,PG,BKN,"Concussion, Foot, Knee, Ankle",0,"1611/9-11/14, 12/20-12/25, 1/13-1/14, 4/4-4/5","$101,104"
258,DeAndre' Bembry,SF,ATL,Personal,5,"1112/16-12/21, 1/7-1/9, 1/16-1/17","$97,042"
259,Joe Harris,SG,BKN,"Hip, Ankle",8,"1612/28-1/1, 1/21-1/31","$92,272"
260,Paul Zipser,SF,CHI,Ankle,7,202/10-3/1,"$88,240"
261,Cristiano Felicio,PF,CHI,"Leg, Back",8,"172/6-2/7, 3/22-4/5","$87,465"
262,Cory Joseph,PG,TOR,Illness,1,212/18-12/19,"$86,058"
263,Ronnie Price,PG,PHX,Leg,5,93/19-3/27,"$82,143"
264,Sam Dekker,SF,HOU,Hand,5,84/5-4/12,"$80,968"
265,Maurice N'dour,PF,NYK,Ankle,13,"2412/30-12/30, 3/1-3/24","$76,728"
266,Gerald Green,SG,BOS,Heel,5,92/24-3/4,"$74,682"
267,Richard Jefferson,SF,CLE,"Personal, Knee",3,"51/25-1/26, 3/30-4/1","$73,530"
268,Raul Neto,PG,UTA,"Groin, Ankle",7,"133/29-4/7, 4/10-4/12","$71,708"
269,Sean Kilpatrick,SG,BKN,Hamstring,7,123/16-3/27,"$69,204"
270,Tomas Satoransky,SG,WAS,Illness,2,41/10-1/13,"$67,548"
271,Tim Hardaway Jr.,SG,ATL,Groin,2,512/23-12/27,"$67,105"
272,Mike Muscala,C,ATL,Ankle,6,111/16-1/26,"$65,725"
273,Malcolm Brogdon,PG,MIL,Back,6,"123/11-3/12, 3/31-4/9","$65,292"
274,David Lee,PF,SAS,"Knee, Foot, Undisclosed,",3,"2,8721/7-1/9, 3/21-3/22, 4/2-4/3, 5/6-TBD","$63,889"
275,Patty Mills,PG,SAS,Calf,1,31/14-1/16,"$63,159"
276,Kevon Looney,C,GSW,Hip,5,"93/29-4/3, 4/10-4/12","$62,622"
277,P.J. Tucker,PF,TOR,Knee,1,24/2-4/3,"$62,352"
278,Juancho Hernangomez,PF,DEN,Ankle,2,511/25-11/29,"$58,455"
279,JaMychal Green,PF,MEM,"Face, Knee, Shoulder",5,"101/4-1/5, 1/25-1/26, 3/29-4/3","$57,670"
280,Rondae Hollis-Jefferson,SF,BKN,"Ankle, Hip",4,"711/25-11/30, 1/5-1/5","$57,463"
281,C.J. McCollum,SG,POR,Hand,2,34/10-4/12,"$56,817"
282,Christian Wood,C,CHA,"Illness, Ankle",5,"1111/2-11/6, 11/21-11/26","$56,595"
283,Montrezl Harrell,C,HOU,"Personal, Calf",5,"910/26-10/27, 11/19-11/22, 3/28-3/30","$55,323"
284,Luc Richard Mbah a Moute,PF,LAC,Shoulder,2,412/14-12/17,"$51,836"
285,Bruno Caboclo,SF,TOR,Knee,2,512/12-12/16,"$46,755"
286,Kyle O'Quinn,C,NYK,Ankle,1,212/11-12/12,"$46,102"
287,Raymond Felton,PG,LAC,Personal,2,512/7-12/11,"$45,635"
288,Joseph Young,PG,IND,Illness,4,"711/23-11/24, 12/26-12/30","$43,330"
289,Tony Snell,SG,MIL,Ankle,1,310/26-10/28,"$41,793"
290,Jonathon Simmons,SF,SAS,"Wrist, Illness",4,"81/24-1/30, 2/12-2/12","$41,160"
291,K.J. McDaniels,SG,HOU,Personal,1,22/9-2/10,"$39,216"
292,Patrick McCaw,SG,GSW,"Ankle, Illness",6,"1210/30-11/8, 1/2-1/3","$38,364"
293,Justin Hamilton,C,BKN,Illness,4,22/13-2/14,"$35,294"
294,Giannis Antetokounmpo,PF,MIL,Illness,1,21/8-1/9,"$35,240"
295,Nik Stauskas,SG,PHI,Knee,1,212/18-12/19,"$35,212"
296,Mindaugas Kuzminskas,SF,NYK,Illness,1,21/9-1/10,"$34,094"
297,Willy Hernangomez,C,NYK,Ankle,2,43/1-3/4,"$32,352"
298,Dennis Schröder,PG,ATL,Foot,1,24/7-4/8,"$31,866"
299,Thomas Robinson,PF,LAL,Illness,2,52/28-3/4,"$30,910"
300,Joffrey Lauvergne,PF,OKC,Illness,2,31/4-1/6,"$30,171"
301,Jason Smith,PF,WAS,Hamstring,1,112/18-12/18,"$29,412"
302,Myles Turner,C,IND,Ankle,1,211/21-11/22,"$28,986"
303,Jarnell Stokes,PF,MIA,"Illness, Foot",2,"51/19-1/19, 11/12-11/15","$28,039"
304,Andrew Harrison,SG,MEM,Ankle,3,53/31-4/4,"$27,795"
305,Jarrett Jack,PG,NOP,Knee,2,33/3-3/5,"$27,381"
306,Jason Terry,SG,MIL,Personal,1,310/30-11/1,"$27,381"
307,Andre Roberson,SG,OKC,Knee,1,24/7-4/8,"$25,684"
308,Rudy Gobert,C,UTA,Knee,1,23/11-3/12,"$24,956"
309,Rodney McGruder,SG,MIA,Ankle,3,712/20-12/26,"$22,379"
310,Salah Mejri,C,DAL,Knee,2,"410/26-10/27, 3/29-3/30","$20,580"
311,Rakeem Christmas,PF,IND,Groin,2,32/1-2/3,"$18,570"
312,Steve Novak,SF,MIL,Illness,1,212/26-12/27,"$18,254"
313,Damjan Rudez,SF,ORL,Calf,2,31/1-1/3,"$17,301"
314,Nicolas Laprovittola,PF,SAS,Teeth,3,511/21-11/25,"$15,985"
315,Kay Felder,PG,CLE,"Concussion, Leg",2,"510/25-10/28, 4/12-4/12","$15,985"
316,Tim Quarterman,PG,POR,Ankle,2,51/25-1/29,"$15,985"
317,Shabazz Napier,PG,POR,Ankle,1,210/25-10/26,"$15,884"
318,Kyle Anderson,PF,SAS,Ankle,1,23/9-3/10,"$14,024"
319,Okaro White,PF,MIA,Ankle,2,43/8-3/11,"$12,788"
320,Ron Baker,SG,NYK,Ankle,2,410/29-11/1,"$12,788"
321,Tim Frazier,PG,NOP,Wrist,1,112/15-12/15,"$12,294"
322,Hollis Thompson,SG,PHI,Knee,1,212/16-12/17,"$11,950"
323,Kelly Oubre Jr.,SF,WAS,Concussion,1,112/18-12/18,"$11,804"
324,Ian Clark,SG,GSW,Throat,1,211/26-11/27,"$11,534"
325,Darrun Hilliard II,SG,DET,Back,1,210/26-10/27,"$10,290"
326,T.J. McConnell,PG,PHI,Wrist,1,21/16-1/17,"$10,290"
327,Alan Williams,PF,PHX,Illness,1,23/21-3/22,"$10,290"
328,Davis Bertans,PF,SAS,Leg,1,311/1-11/3,"$9,591"
329,Justin Anderson,SG,PHI,Illness,1,13/19-3/19,"$8,907"
330,Treveon Graham,SF,CHA,Undisclosed,1,211/9-11/10,"$6,394"
331,Yogi Ferrell,PG,DAL,Ankle,1,212/7-12/8,"$6,394"
332,Semaj Christon,PG,OKC,Concussion,1,211/20-11/21,"$6,394"
333,A.J. Hammons,C,DAL,Illness,1,112/29-12/29,"$3,824"
334,Chasson Randle,PG,NYK,Ankle,1,14/6-4/6,"$3,197"
335,Daniel Ochefu,SF,WAS,Illness,1,12/28-2/28,"$3,197"
