Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
197,David Nwaba,SG,CLE,"Knee, Ankle",27,"5511/26-12/11, 12/26-1/2, 1/2-2/1","$470,030"
198,Justin Anderson,SG,ATL,Shin,16,3310/17-11/18,"$469,095"
199,Glenn Robinson III,SF,DET,Ankle,8,2012/12-12/31,"$460,460"
200,Marcin Gortat,C,LAC,Undisclosed,2,611/2-11/7,"$459,840"
201,Omri Casspi,SF,MEM,"Knee, Illness",17,"3711/5-11/15, 12/19-12/29, 1/21-1/22, 1/26-2/7","$454,915"
202,Reggie Bullock,SF,DET,"Illness, Ankle, Foot, Neck",17,"3210/17-10/19, 11/3-11/6, 12/5-12/14, 1/29-1/30, 3/25-3/30, 4/4-4/6, 4/7-4/10","$451,968"
203,Kelly Oubre Jr.,SF,PHX,Thumb,11,243/18-4/10,"$435,072"
204,Boban Marjanovic,C,PHI,Knee,6,112/28-3/11,"$435,028"
205,Davis Bertans,PF,SAS,"Concussion, Personal",6,"1111/18-11/20, 12/9-12/12, 1/23-1/26","$435,028"
206,Marcus Morris Sr.,SF,BOS,"Illness, Knee, Neck",7,"1411/14-11/15, 12/19-12/22, 1/4-1/6, 2/5-2/6, 4/3-4/4, 4/10-4/10","$425,138"
207,James Ennis III,SF,HOU,"Hamstring, Calf, Quad",20,"4510/24-11/1, 12/13-1/2, 1/16-1/18, 3/25-3/29, 4/4-4/10","$412,245"
208,Rodney Hood,SF,CLE,"Toe, Ankle, Achilles, Hip",9,"2112/8-12/9, 12/23-1/1, 1/5-1/10, 3/12-3/14","$412,041"
209,Joakim Noah,C,MEM,"Heel, Personal, Knee",17,"3512/19-12/25, 1/19-1/24, 2/5-2/8, 3/22-3/22, 3/25-4/10","$409,727"
210,Marquese Chriss,SF,HOU,Ankle,9,"2210/17-10/29, 12/8-12/16","$398,508"
211,Dzanan Musa,SG,BKN,Shoulder,20,4212/18-1/28,"$387,324"
212,Bismack Biyombo,C,CHA,"Rest, Knee",3,"42/14-2/14, 3/8-3/10","$384,180"
213,Derrick White,PG,SAS,Heel,15,"4010/17-11/6, 2/4-2/21, 2/24-2/24","$376,760"
214,Derrick Jones Jr.,SF,MIA,"Foot, Illness, Hamstring, Knee",18,"4410/24-10/28, 11/14-11/17, 11/30-12/6, 1/30-2/20, 2/25-2/26, 4/3-4/6","$376,024"
215,Doug McDermott,SF,IND,Ribs,5,92/2-2/10,"$372,879"
216,Larry Nance Jr.,PF,CLE,"Ankle, Knee, Ribs",15,"2910/17-10/20, 1/9-1/24, 3/11-3/19","$372,302"
217,Robert Williams III,C,BOS,"Leg, Back, Illness",14,"3912/27-1/6, 2/5-2/8, 2/13-2/25, 3/18-3/22, 3/24-3/29","$364,533"
218,Ian Mahinmi,C,WAS,"Back, Thumb",2,"410/24-10/25, 1/27-1/28","$360,320"
219,OG Anunoby,SF,TOR,"Personal, Wrist, Concussion",15,"3010/26-11/1, 11/17-11/22, 1/16-1/24, 3/28-4/4","$330,990"
220,Spencer Dinwiddie,PG,BKN,Thumb,14,351/25-2/28,"$327,460"
221,Josh Hart,SG,LAL,Knee,15,"352/5-2/6, 2/10-2/20, 3/15-3/16, 3/22-4/10","$327,285"
222,Zaza Pachulia,C,DET,"Illness, Leg, Achilles",13,"2412/15-12/18, 1/1-1/15, 3/6-3/10","$324,600"
223,Zhou Qi,PF,HOU,"Knee, Ankle",17,"4110/17-10/29, 11/23-12/20","$319,267"
224,Stanley Johnson,SF,DET,"Toe, Knee, Ankle",7,"1410/17-10/19, 12/7-12/11, 4/5-4/10","$311,668"
225,Devin Harris,PG,DAL,"Hamstring, Back",11,"2310/20-11/9, 1/5-1/6","$311,075"
226,Jonathan Isaac,PF,ORL,"Ankle, Concussion",7,"1111/4-11/13, 4/10-4/10","$308,814"
227,Rondae Hollis-Jefferson,SF,BKN,"Groin, Ankle, Hip",11,"2210/17-10/23, 11/16-11/16, 1/2-1/15","$307,054"
228,Guerschon Yabusele,PF,BOS,"Ankle, Illness, Foot",9,"2012/10-12/20, 3/16-3/22, 4/7-4/8","$301,420"
229,Darius Miller,SF,NOP,"Quad, Illness, Ankle, Thigh",13,"2410/27-11/2, 12/29-12/30, 2/23-2/26, 3/31-4/10","$298,992"
230,Kevin Knox,SF,NYK,Ankle,7,1410/22-11/4,"$295,806"
231,Troy Brown Jr.,SG,WAS,Ankle,7,192/4-2/22,"$295,108"
232,Myles Turner,C,IND,"Ankle, Shoulder, Hip",8,"1511/23-11/25, 1/6-1/14, 2/23-2/24, 4/10-4/10","$289,005"
233,Evan Fournier,SG,ORL,Personal,1,312/10-12/12,"$288,135"
234,Shabazz Napier,PG,BKN,"Hamstring, Personal, Illness",11,"2610/17-10/23, 1/14-1/15, 3/9-3/10, 3/13-3/18, 3/19-3/27","$285,324"
235,Mitchell Robinson,C,NYK,Ankle,14,"3310/19-10/19, 12/16-1/16","$276,936"
236,Malcolm Brogdon,PG,MIL,"Hamstring, Sternum, Foot, Heel",16,"3112/17-12/18, 1/29-1/30, 3/2-3/3, 3/17-4/10","$270,599"
237,Karl-Anthony Towns,C,MIN,"Concussion, Knee",5,"62/22-2/24, 3/10-3/11, 4/9-4/10","$265,746"
238,Dwyane Wade,SG,MIA,"Personal, Rest, Illness, Knee",10,"1911/7-11/19, 12/14-12/15, 1/2-1/3, 1/30-1/31","$256,975"
239,Patrick Beverley,PG,LAC,Hip,4,"93/28-3/29, 4/3-4/9","$255,609"
240,Omer Asik,C,CHI,Illness,2,410/18-10/21,"$255,064"
241,Jeremy Lamb,SG,CHA,Hamstring,3,61/2-1/7,"$253,842"
242,Josh Jackson,SG,PHX,Ankle,3,73/23-3/29,"$238,931"
243,Jamal Murray,PG,DEN,"Ankle, Rest",7,"121/26-2/5, 4/7-4/7","$237,276"
244,Harry Giles,C,SAC,Thigh,11,193/23-4/10,"$236,911"
245,Noah Vonleh,PF,NYK,Ankle,13,253/17-4/10,"$229,025"
246,Anfernee Simons,SG,POR,Illness,11,2212/8-12/29,"$228,140"
247,Jayson Tatum,PF,BOS,"Shoulder, Back, Shin",3,"63/11-3/13, 3/24-3/25, 4/10-4/10","$227,148"
248,Domantas Sabonis,PF,IND,"Ankle, Illness",8,"1510/20-10/21, 12/7-12/7, 2/27-3/9, 4/10-4/10","$225,405"
249,Kyle Kuzma,PF,LAL,"Back, Hip, Ankle",11,"231/4-1/6, 1/27-1/30, 3/6-3/11, 3/31-4/10","$219,581"
250,Gerald Green,SG,HOU,"Ankle, Groin",8,"1611/11-11/14, 11/26-11/29, 3/26-4/2","$216,400"
251,Nikola Vucevic,C,ORL,"Personal, Illness",2,"312/19-12/20, 4/10-4/10","$216,102"
252,Grayson Allen,SG,UTA,Ankle,9,1812/25-1/11,"$210,942"
253,Sterling Brown,SG,MIL,"Ankle, Wrist",15,"271/4-1/4, 1/29-1/30, 2/25-3/21","$210,249"
254,Marco Belinelli,SG,SAS,"Neck, Knee, Hip",3,"612/2-12/3, 1/14-1/15, 4/5-4/6","$208,602"
255,Terry Rozier,PG,BOS,"Illness, Knee",3,"122/13-2/20, 2/27-2/28, 3/14-3/15","$206,808"
256,Jae Crowder,SF,UTA,"Thumb, Quad",2,"512/29-12/31, 4/3-4/4","$206,380"
257,Daniel Hamilton,SG,ATL,Shoulder,13,2710/17-11/12,"$205,848"
258,Trey Burke,PG,NYK,"Knee, Illness",9,"2012/3-12/15, 1/21-1/24, 2/27-3/1","$202,820"
259,Tyler Dorsey,SG,ATL,"Groin, Undisclosed, Personal, Knee, Illness",11,"2610/21-10/26, 11/27-11/29, 12/18-12/25, 1/30-1/31, 2/5-2/7, 2/9-2/12","$202,462"
260,Jonah Bolden,SF,PHI,"Shin, Achilles, Illness, Knee",10,"2111/21-12/6, 1/29-1/31, 3/5-3/5, 4/10-4/10","$200,508"
261,Tomas Satoransky,SG,WAS,Personal,2,112/11-2/21,"$194,469"
262,Rodions Kurucs,SF,BKN,"Ankle, Elbow",8,"2110/24-11/3, 2/13-2/22","$192,003"
263,JaVale McGee,C,LAL,Illness,7,1412/16-12/29,"$189,350"
264,Jamal Crawford,SG,PHX,"Knee, Personal",7,"1412/10-12/12, 12/26-12/27, 1/12-1/14, 1/15-1/20","$189,350"
265,Moritz Wagner,C,LAL,Knee,9,"1910/18-10/26, 10/31-11/9","$189,145"
266,Cedi Osman,SF,CLE,"Back, Ankle",6,"1211/10-11/13, 2/5-2/12","$188,136"
267,Jacob Evans,SG,GSW,"Foot, Groin, Illness",8,"2012/25-12/28, 2/10-2/24, 3/18-3/18","$185,780"
268,Ben McLemore,SF,SAC,Personal,3,611/19-11/24,"$185,082"
269,Rodney McGruder,SG,MIA,"Stomach, Knee",10,"2112/23-12/25, 2/25-2/26, 3/18-4/2","$183,309"
270,Ben Simmons,PG,PHI,"Back, Illness, Teeth",3,"510/23-10/23, 3/25-3/27, 4/10-4/10","$181,765"
271,Richaun Holmes,C,PHX,"Illness, Foot, Quad, Ankle",10,"2012/31-1/1, 1/20-1/26, 3/16-3/20, 4/5-4/10","$180,840"
272,Terrance Ferguson,SF,OKC,"Personal, Ankle, Illness",7,"1511/17-11/20, 11/23-12/2, 12/30-12/30","$179,565"
273,Terrence Ross,SF,ORL,Achilles,1,33/5-3/7,"$177,966"
274,Thon Maker,C,MIL,Knee,4,910/17-10/25,"$175,365"
275,Frank Jackson,PG,NOP,"Ankle, Concussion",10,"2211/28-12/5, 3/28-4/10","$171,314"
276,Isaiah Briscoe,PG,ORL,"Ankle, Concussion, Knee",18,"361/25-1/30, 2/24-2/27, 3/9-4/4","$170,532"
277,Eric Bledsoe,PG,MIL,Ankle,1,22/2-2/3,"$169,492"
278,Kevin Huerter,SG,ATL,"Personal, Calf, Neck, Ankle, Back",6,"1311/7-11/8, 1/8-1/8, 1/21-1/25, 2/22-2/24, 4/5-4/6","$165,321"
279,De'Anthony Melton,SG,PHX,Ankle,10,291/25-2/22,"$155,498"
280,Nemanja Bjelica,PF,SAC,"Back, Illness",2,"41/22-1/24, 3/30-3/30","$146,892"
281,Nik Stauskas,SG,POR,"Knee, Back",5,"161/24-1/25, 1/30-2/4, 2/5-2/6, 2/7-2/10, 4/7-4/8","$146,576"
282,Delon Wright,PG,TOR,"Thigh, Groin",5,"1010/17-10/21, 10/22-10/23, 10/26-10/28","$143,330"
283,Seth Curry,SG,POR,"Knee, Leg",5,"911/16-11/22, 4/5-4/6","$142,119"
284,Nikola Jokic,C,DEN,Rest,1,14/7-4/7,"$139,012"
285,Andrew Bogut,C,GSW,"Personal, Rest",7,"113/9-3/17, 3/23-3/23, 4/4-4/4, 4/9-4/9","$138,001"
286,Alfonzo McKinnie,SF,GSW,Foot,9,1811/17-12/4,"$137,232"
287,Amir Johnson,C,PHI,"Migraine, Personal",4,"101/11-1/14, 1/31-2/5","$135,250"
288,Dragan Bender,PF,PHX,Thumb,2,52/1-2/5,"$131,675"
289,Troy Daniels,SG,PHX,Concussion,3,710/20-10/26,"$128,870"
290,Rudy Gobert,C,UTA,Ankle,1,14/10-4/10,"$128,483"
291,Ron Baker,SG,NYK,Illness,3,511/23-11/27,"$128,375"
292,LaMarcus Aldridge,PF,SAS,Rest,1,12/6-2/6,"$126,254"
293,Donovan Mitchell,SG,UTA,"Hamstring, Ankle, Ribs, Back",5,"711/2-11/2, 11/5-11/6, 11/25-11/27, 4/10-4/10","$123,053"
294,Alex Len,C,ATL,Back,3,"511/21-11/22, 12/26-12/28","$122,880"
295,Patrick McCaw,SG,TOR,"Shoulder, Thumb",7,"212/13-2/21, 3/30-4/10","$120,048"
296,Christian Wood,C,MIL,"Finger, Ankle",7,"1411/4-11/13, 1/9-1/12","$119,644"
297,Tyler Lydon,PF,DEN,Concussion,2,112/11-2/21,"$116,501"
298,Salah Mejri,C,DAL,"Illness, Knee",6,"1311/19-11/20, 12/4-12/9, 3/23-3/27","$115,089"
299,Marcus Smart,PG,BOS,"Illness, Oblique",2,"31/14-1/15, 4/10-4/10","$114,333"
300,Jonas Jerebko,PF,GSW,Personal,4,91/24-2/1,"$110,655"
301,Maxi Kleber,PF,DAL,"Knee, Toe, Wrist",8,"1411/30-12/3, 12/8-12/9, 12/18-12/19, 3/6-3/9, 3/20-3/20, 4/10-4/10","$109,018"
302,Daniel Theis,C,BOS,"Foot, Illness",7,"1410/30-11/10, 3/14-3/15","$109,018"
303,Udonis Haslem,PF,MIA,Illness,3,812/28-1/4,"$108,200"
304,Jakob Poeltl,C,SAS,"Ankle, Hamstring",2,"611/10-11/11, 3/6-3/9","$99,912"
305,Ian Clark,SG,NOP,Ankle,4,1012/19-12/28,"$99,290"
306,Caleb Swanigan,PF,POR,"Personal, Knee",5,"1012/2-12/5, 1/18-1/23","$98,310"
307,Cristiano Felicio,PF,CHI,Ankle,1,210/18-10/19,"$95,718"
308,Abdel Nader,SF,OKC,Knee,4,1210/16-10/27,"$93,444"
309,De'Aaron Fox,PG,SAC,Toe,1,31/22-1/24,"$92,727"
310,Cameron Payne,PG,CHI,Calf,3,512/21-12/25,"$92,185"
311,Torrey Craig,SF,DEN,"Hamstring, Shoulder",4,"811/17-11/22, 3/14-3/15","$90,392"
312,Alize Johnson,PF,IND,"Illness, Foot",9,"1911/5-11/6, 2/27-3/12, 4/1-4/4","$90,003"
313,Nerlens Noel,C,OKC,"Illness, Concussion",4,"911/19-11/20, 1/10-1/16","$89,361"
314,Austin Rivers,SG,HOU,Elbow,1,82/13-2/20,"$85,576"
315,Gary Trent Jr.,SG,POR,"Quad, Illness",10,"1810/18-11/3, 4/9-4/9","$85,266"
316,Tobias Harris,PF,PHI,Rest,1,14/10-4/10,"$83,616"
317,Luke Kornet,C,NYK,Ankle,5,91/23-1/31,"$82,332"
318,D.J. Augustin,PG,ORL,Ankle,1,212/31-1/1,"$81,920"
319,Jeff Green,PF,WAS,"Back, Rest",3,"612/1-12/2, 12/5-12/7, 4/3-4/3","$81,150"
320,Thaddeus Young,PF,IND,Hand,1,14/10-4/10,"$77,763"
321,Isaiah Hartenstein,C,HOU,Achilles,8,153/11-3/25,"$71,055"
322,Dante Cunningham,PF,SAS,"Abdominal, Ankle, Illness",3,"512/9-12/10, 2/2-2/3, 4/10-4/10","$70,255"
323,Skal Labissiere,PF,SAC,Personal,3,81/22-1/29,"$69,832"
324,Michael Carter-Williams,PG,HOU,Illness,4,711/8-11/14,"$69,503"
325,TJ Leaf,PF,IND,Ankle,3,510/19-10/23,"$68,010"
326,Jevon Carter,PG,MEM,"Thumb, Knee, Illness",6,"1410/17-10/21, 11/19-11/20, 12/12-12/14, 12/26-12/29","$66,318"
327,Malachi Richardson,SG,TOR,"Illness, Knee",3,"712/5-12/6, 2/3-2/7","$62,062"
328,Greg Monroe,C,TOR,Back,2,511/27-12/1,"$61,170"
329,Bojan Bogdanovic,SF,IND,Hand,1,14/10-4/10,"$59,322"
330,Ekpe Udoh,C,UTA,Back,1,33/8-3/10,"$56,949"
331,Hamidou Diallo,SG,OKC,Ankle,5,1211/23-12/4,"$56,844"
332,Danny Green,SF,TOR,Knee,1,112/21-12/21,"$56,497"
333,Ivan Rabb,PF,MEM,"Illness, Heel",3,"711/14-11/17, 2/27-3/1","$54,509"
334,Jahlil Okafor,C,NOP,Ankle,3,"62/8-2/11, 3/4-3/5","$53,118"
335,Kevon Looney,C,GSW,Groin,2,63/2-3/7,"$53,118"
336,Willie Cauley-Stein,C,SAC,Personal,1,24/5-4/6,"$53,072"
337,Wayne Selden,SG,MEM,Knee,3,612/2-12/7,"$52,374"
338,Sviatoslav Mykhailiuk,SG,DET,Finger,4,64/5-4/10,"$50,430"
339,Kyle O'Quinn,C,IND,Illness,1,212/26-12/27,"$50,272"
340,Juancho Hernangomez,PF,DEN,Abdominal,1,41/19-1/22,"$48,956"
341,Jarrett Allen,C,BKN,Illness,2,411/12-11/15,"$45,968"
342,Tyrone Wallace,SG,LAC,Head,2,611/23-11/28,"$45,744"
343,Melvin Frazier Jr.,SF,ORL,"Personal, Back",3,"712/19-12/21, 3/25-3/28","$41,524"
344,Frank Kaminsky,C,CHA,Undisclosed,1,211/11-11/12,"$40,992"
345,Ike Anigbogu,C,IND,Knee,3,"510/17-10/19, 1/6-1/7","$38,935"
346,Damyean Dotson,SG,NYK,Shoulder,3,512/14-12/18,"$38,935"
347,Willy Hernangomez,C,CHA,Ankle,2,411/21-11/24,"$34,916"
348,Antonio Blakeney,SG,CHI,Illness,2,412/13-12/16,"$30,496"
349,Trae Young,PG,ATL,Rest,1,14/7-4/7,"$30,262"
350,Ryan Broekhoff,SF,DAL,Illness,3,612/20-12/25,"$28,422"
351,Pascal Siakam,PF,TOR,Back,1,312/16-12/18,"$26,187"
352,Mike Scott,PF,PHI,Back,1,14/9-4/9,"$24,410"
353,Keita Bates-Diop,SF,MIN,Illness,3,512/30-1/3,"$23,685"
354,Thomas Bryant,C,WAS,Ankle,1,310/18-10/20,"$23,361"
355,Shelvin Mack,PG,CHA,Personal,2,24/9-4/10,"$22,932"
356,Malik Beasley,SG,DEN,Personal,1,23/26-3/27,"$20,044"
357,Terrence Jones,PF,HOU,Illness,2,23/11-3/12,"$19,858"
358,Isaiah Canaan,PG,PHX,Ankle,1,210/31-11/1,"$19,858"
359,Landry Shamet,SG,LAC,Ankle,1,23/26-3/27,"$19,250"
360,Brook Lopez,C,MIL,Rest,1,14/10-4/10,"$19,107"
361,Brad Wanamaker,PG,BOS,Illness,2,42/26-3/1,"$18,948"
362,Pat Connaughton,SG,MIL,Knee,1,212/12-12/13,"$18,542"
363,Dorian Finney-Smith,PF,DAL,Mouth,1,24/3-4/4,"$17,458"
364,Cheick Diallo,PF,NOP,Ankle,1,212/29-12/30,"$17,458"
365,Devonte' Graham,PG,CHA,Illness,1,32/11-2/13,"$16,755"
366,Jordan Bell,C,GSW,Illness,1,22/25-2/26,"$15,574"
367,Khem Birch,C,ORL,Personal,1,21/2-1/3,"$15,574"
368,Khyri Thomas,SG,DET,Back,2,31/16-1/18,"$14,211"
369,Vince Carter,SG,ATL,Rest,1,14/3-4/3,"$13,525"
370,Jalen Brunson,PG,DAL,Rest,1,14/5-4/5,"$6,949"
371,Bruce Brown Jr.,SG,DET,Ankle,1,13/10-3/10,"$4,737"
